mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
6.994,0.189,0.477,0.035,0.18,6,1831,0.004,1.185,0.225,0.047
11.637,0.184,0.871,0.062,0.109,9,1798,0.0,4.329,0.225,0.052
5.17,1.571,0.322,0.112,0.27,6,1125,0.008,0.713,0.225,0.051
8.356,2.854,0.53,0.195,0.175,5,1901,0.0,4.869,0.225,0.051
6.598,0.049,0.407,0.031,0.066,6,1619,0.086,5.472,0.225,0.051
3.257,0.044,0.201,0.013,0.259,7,676,0.0,0.442,0.225,0.05
5.574,1.746,0.386,0.12,0.207,8,898,0.016,0.015,0.225,0.047
4.119,0.085,0.178,0.011,0.272,3,1881,0.207,0.49,0.225,0.039
8.971,2.799,0.556,0.146,0.224,8,1463,0.196,0.001,0.225,0.051
4.51,1.49,0.278,0.096,0.216,6,809,0.0,9.879,0.225,0.05
3.382,0.142,0.125,0.009,0.269,9,1152,3.784,0.017,0.225,0.064
10.818,0.026,0.774,0.05,0.219,8,1744,0.264,3.63,0.225,0.053
4.727,0.069,0.322,0.021,0.142,9,766,0.011,0.001,0.225,0.054
3.873,0.031,0.227,0.017,0.14,8,618,0.208,0.0,0.225,0.049
11.278,0.129,0.793,0.059,0.242,8,1786,0.001,24.758,0.225,0.056
8.129,2.552,0.644,0.232,0.267,9,1249,0.036,0.001,0.225,0.053
3.712,0.016,0.19,0.012,0.162,8,507,1.007,0.002,0.224,0.054
9.819,0.074,0.709,0.039,0.051,9,1456,0.023,0.235,0.224,0.051
12.587,4.655,0.677,0.218,0.053,9,1731,6.33,5.117,0.224,0.07
2.211,0.025,0.083,0.007,0.288,8,812,7.791,0.003,0.224,0.066
5.331,0.081,0.296,0.02,0.252,5,1617,0.049,0.02,0.224,0.049
15.197,4.72,0.982,0.371,0.022,9,1577,0.058,3.367,0.224,0.056
5.703,1.907,0.393,0.152,0.266,7,1090,0.001,0.017,0.224,0.049
4.3,0.095,0.303,0.019,0.202,9,739,0.005,0.031,0.224,0.047
6.589,2.213,0.414,0.11,0.109,6,1345,0.166,9.158,0.224,0.048
2.482,0.065,0.136,0.008,0.191,6,580,0.178,0.002,0.224,0.047
3.44,1.115,0.118,0.033,0.255,9,1150,7.631,0.037,0.224,0.07
4.014,0.043,0.221,0.014,0.157,6,913,0.992,13.36,0.224,0.061
8.195,0.107,0.605,0.038,0.076,9,1172,0.162,0.001,0.224,0.052
7.136,2.348,0.514,0.162,0.192,8,1174,0.0,0.989,0.224,0.052
7.655,2.694,0.483,0.17,0.108,8,998,0.002,0.0,0.224,0.051
5.654,1.736,0.339,0.14,0.18,6,1159,0.149,6.016,0.224,0.054
7.733,2.848,0.466,0.179,0.234,7,1095,0.279,0.002,0.224,0.052
3.569,0.042,0.218,0.014,0.169,9,529,0.0,0.685,0.224,0.047
9.175,3.228,0.658,0.149,0.18,7,1767,0.001,0.008,0.224,0.053
5.279,1.793,0.256,0.078,0.293,4,1617,0.173,1.219,0.224,0.039
3.109,0.994,0.18,0.077,0.236,5,791,0.007,0.955,0.224,0.052
8.502,0.187,0.709,0.049,0.132,9,1617,0.0,0.017,0.224,0.051
5.052,0.127,0.19,0.016,0.242,9,1779,3.352,4.238,0.224,0.061
10.049,0.447,0.64,0.046,0.085,7,1909,0.633,0.001,0.224,0.056
3.479,0.084,0.246,0.015,0.295,9,612,0.0,0.0,0.224,0.055
4.461,1.405,0.156,0.041,0.286,9,1430,6.007,7.647,0.224,0.067
4.153,1.324,0.215,0.084,0.274,6,902,1.711,1.207,0.224,0.055
4.199,1.535,0.195,0.074,0.226,9,561,2.385,0.0,0.224,0.063
11.87,3.394,0.86,0.171,0.188,8,1825,0.001,7.388,0.224,0.057
4.485,1.554,0.268,0.083,0.304,6,947,0.004,0.008,0.224,0.052
7.575,2.43,0.524,0.151,0.101,6,1588,0.002,1.598,0.224,0.047
8.412,0.204,0.697,0.045,0.21,8,1865,0.0,0.001,0.224,0.052
6.496,0.235,0.31,0.015,0.249,9,1324,1.679,7.915,0.224,0.055
9.656,0.117,0.694,0.044,0.051,8,1700,0.001,0.004,0.224,0.051
4.216,0.12,0.193,0.02,0.203,5,1629,2.868,0.014,0.224,0.049
9.915,2.462,0.792,0.255,0.267,7,1906,0.003,0.028,0.224,0.048
10.812,3.614,0.821,0.248,0.095,9,1507,0.043,0.012,0.224,0.051
7.945,0.155,0.592,0.035,0.206,7,1844,0.002,0.653,0.224,0.048
9.173,3.146,0.709,0.173,0.29,8,1674,0.004,0.0,0.224,0.052
5.938,2.195,0.313,0.089,0.102,9,587,0.017,0.0,0.224,0.05
8.268,0.079,0.598,0.039,0.303,9,1183,0.003,13.482,0.224,0.059
6.005,1.863,0.381,0.111,0.093,7,1039,0.001,0.005,0.224,0.051
3.155,0.057,0.191,0.012,0.281,7,661,0.067,0.003,0.224,0.048
2.803,0.132,0.108,0.011,0.257,8,887,4.568,0.001,0.224,0.063
12.412,0.099,0.958,0.065,0.132,9,1923,0.0,5.936,0.223,0.057
9.038,3.094,0.578,0.196,0.118,7,1400,0.038,0.001,0.223,0.054
2.625,0.036,0.138,0.008,0.218,6,573,1.692,0.049,0.223,0.052
7.384,2.56,0.443,0.176,0.189,5,1637,0.0,11.367,0.223,0.054
8.075,2.811,0.566,0.118,0.11,7,1449,0.004,0.001,0.223,0.05
4.888,1.713,0.301,0.096,0.165,7,839,0.018,0.027,0.223,0.053
6.382,0.124,0.321,0.018,0.042,9,693,8.166,0.383,0.223,0.076
5.909,0.35,0.247,0.027,0.077,9,1666,9.581,0.001,0.223,0.072
10.135,3.402,0.607,0.127,0.175,6,1972,0.56,5.72,0.223,0.05
11.242,3.417,0.777,0.171,0.136,9,1595,0.096,0.063,0.223,0.053
9.117,0.071,0.648,0.044,0.076,7,1803,0.012,8.178,0.223,0.052
6.384,0.06,0.408,0.028,0.047,7,1239,0.002,0.002,0.223,0.051
4.053,0.244,0.174,0.016,0.23,7,1302,2.058,0.0,0.223,0.054
4.649,1.501,0.26,0.111,0.297,5,1090,1.043,2.089,0.223,0.051
6.673,2.292,0.41,0.15,0.275,6,1387,0.009,1.532,0.223,0.053
5.687,0.12,0.338,0.021,0.214,6,1420,0.058,0.041,0.223,0.049
11.567,4.222,0.776,0.23,0.265,7,1971,0.009,0.057,0.223,0.054
3.935,1.261,0.22,0.087,0.09,8,505,0.05,0.308,0.223,0.05
5.228,0.066,0.318,0.019,0.305,8,831,0.289,1.377,0.223,0.059
6.363,0.17,0.388,0.035,0.171,9,1198,0.37,0.001,0.223,0.053
4.071,0.235,0.183,0.021,0.227,9,916,1.279,0.003,0.223,0.054
10.757,3.792,0.924,0.335,0.239,9,1562,0.0,0.0,0.223,0.061
10.285,3.248,0.68,0.12,0.082,7,1597,0.593,0.564,0.223,0.058
5.278,1.77,0.226,0.073,0.162,5,1861,3.948,0.0,0.223,0.056
3.017,0.072,0.194,0.012,0.295,8,557,0.001,0.096,0.223,0.051
8.186,0.151,0.625,0.039,0.129,7,1881,0.0,0.009,0.223,0.049
5.368,0.025,0.372,0.025,0.184,8,907,0.011,4.215,0.223,0.058
4.957,1.717,0.284,0.109,0.267,5,1050,0.123,7.608,0.223,0.053
8.459,2.957,0.572,0.126,0.073,8,1053,0.002,0.104,0.223,0.053
8.707,2.6,0.614,0.225,0.291,8,1411,0.006,0.0,0.223,0.049
8.484,3.117,0.379,0.142,0.07,9,1521,9.737,0.001,0.223,0.075
12.804,0.116,0.92,0.058,0.298,9,1745,0.152,12.581,0.223,0.061
4.553,1.657,0.149,0.069,0.27,8,1849,6.298,0.037,0.223,0.065
8.088,0.17,0.699,0.041,0.257,9,1663,0.002,0.036,0.223,0.058
7.496,2.517,0.475,0.157,0.154,6,1639,0.0,0.0,0.223,0.047
5.267,1.914,0.232,0.099,0.277,5,1551,2.958,0.002,0.223,0.055
6.987,0.081,0.459,0.035,0.232,6,1870,0.001,0.131,0.223,0.047
4.629,0.196,0.223,0.015,0.197,8,1000,1.167,0.006,0.223,0.06
6.164,0.18,0.471,0.03,0.179,8,1262,0.0,0.002,0.223,0.051
5.849,0.075,0.448,0.029,0.194,9,1027,0.001,0.686,0.223,0.056
3.349,0.046,0.191,0.012,0.154,6,805,0.11,0.001,0.223,0.045
4.319,0.069,0.227,0.016,0.256,5,1229,0.285,0.007,0.223,0.047
4.602,0.085,0.226,0.016,0.272,4,1706,0.036,0.032,0.222,0.052
6.261,0.138,0.429,0.032,0.259,7,1401,0.032,0.001,0.222,0.053
5.941,2.153,0.328,0.117,0.132,5,1430,1.233,0.028,0.222,0.051
2.995,0.133,0.15,0.016,0.157,6,715,4.69,1.091,0.222,0.056
16.371,5.384,0.88,0.203,0.285,9,1313,0.001,96.191,0.222,0.057
14.578,4.393,0.961,0.293,0.045,9,1671,0.001,5.363,0.222,0.056
7.187,0.057,0.474,0.029,0.111,6,1606,1.445,1.155,0.222,0.056
14.123,4.666,0.86,0.23,0.082,9,1847,0.48,0.188,0.222,0.056
7.414,0.246,0.459,0.023,0.263,8,1752,0.135,0.075,0.222,0.053
14.068,4.748,0.894,0.194,0.036,9,1402,0.027,0.012,0.222,0.044
1.899,0.083,0.079,0.007,0.299,7,565,6.639,0.523,0.222,0.061
2.059,0.016,0.109,0.008,0.158,5,596,0.902,0.325,0.222,0.053
6.425,0.12,0.409,0.03,0.086,7,1346,0.002,0.002,0.222,0.05
3.265,0.058,0.203,0.014,0.208,7,690,0.0,0.0,0.222,0.044
7.017,0.149,0.51,0.034,0.159,6,1822,0.011,1.352,0.222,0.05
6.315,2.122,0.377,0.132,0.072,8,750,0.0,0.007,0.222,0.057
6.396,2.004,0.383,0.111,0.258,6,1282,0.064,19.108,0.222,0.053
6.586,0.243,0.326,0.013,0.153,9,1462,0.729,0.067,0.222,0.053
3.671,0.077,0.232,0.014,0.196,7,780,0.001,0.056,0.222,0.045
1.901,0.033,0.101,0.006,0.274,5,551,0.001,0.004,0.222,0.046
3.971,0.038,0.212,0.015,0.089,5,1145,3.099,0.458,0.222,0.05
5.345,0.059,0.34,0.025,0.081,8,876,0.087,0.002,0.222,0.053
7.969,0.099,0.624,0.038,0.262,9,1296,0.001,5.202,0.222,0.059
11.966,0.178,0.868,0.053,0.073,8,1901,0.026,10.854,0.222,0.057
8.217,0.441,0.447,0.028,0.288,9,1243,1.75,24.926,0.222,0.062
9.743,3.174,0.571,0.122,0.041,6,1870,1.455,0.062,0.222,0.052
7.714,0.179,0.593,0.046,0.263,8,1560,0.025,0.465,0.222,0.049
4.822,0.072,0.241,0.018,0.24,4,1824,0.0,0.131,0.222,0.046
19.666,5.909,1.21,0.323,0.169,9,1940,0.347,42.032,0.222,0.058
6.461,0.08,0.431,0.028,0.217,7,1172,0.001,59.472,0.222,0.056
4.482,0.064,0.226,0.017,0.267,4,1683,0.006,0.118,0.222,0.042
2.848,0.975,0.113,0.048,0.254,8,760,6.638,0.0,0.222,0.064
4.792,1.712,0.242,0.104,0.093,7,801,7.508,3.487,0.222,0.062
9.128,0.055,0.606,0.047,0.042,9,1192,0.004,2.707,0.222,0.055
5.072,1.787,0.263,0.09,0.275,4,1621,0.007,7.577,0.222,0.046
6.365,1.845,0.405,0.133,0.048,7,1029,0.0,0.007,0.222,0.05
3.844,0.187,0.215,0.017,0.268,9,548,0.449,0.0,0.221,0.058
6.051,0.087,0.363,0.03,0.267,5,1893,0.0,0.001,0.221,0.043
7.481,0.592,0.402,0.053,0.053,9,1324,8.0,0.005,0.221,0.07
6.303,1.447,0.382,0.029,0.218,7,1292,0.001,0.0,0.221,0.05
8.815,0.204,0.611,0.035,0.151,7,1979,0.039,0.002,0.221,0.053
2.829,0.943,0.13,0.047,0.214,7,552,5.525,0.188,0.221,0.069
3.623,0.084,0.113,0.015,0.225,6,1969,7.777,2.924,0.221,0.058
4.877,1.721,0.188,0.06,0.251,6,1705,5.765,20.407,0.221,0.06
6.122,0.082,0.355,0.024,0.285,5,1895,0.001,0.129,0.221,0.052
4.214,0.125,0.17,0.016,0.152,6,1749,5.241,0.089,0.221,0.06
6.711,2.204,0.512,0.149,0.302,8,1202,0.001,0.286,0.221,0.052
6.187,1.832,0.437,0.134,0.257,8,1043,0.024,0.001,0.221,0.05
4.123,1.35,0.235,0.101,0.085,8,520,0.061,0.0,0.221,0.058
4.942,1.512,0.288,0.109,0.051,7,778,0.074,0.135,0.221,0.058
6.491,0.184,0.497,0.027,0.146,8,1295,0.0,0.001,0.221,0.048
2.416,0.041,0.131,0.008,0.268,6,561,0.249,0.0,0.221,0.045
3.565,1.194,0.179,0.074,0.254,4,1091,0.23,0.055,0.221,0.049
5.596,0.066,0.318,0.027,0.064,5,1582,5.233,0.018,0.221,0.054
5.398,0.166,0.247,0.012,0.22,7,1743,0.84,0.255,0.221,0.052
7.498,0.102,0.5,0.029,0.102,7,1454,0.273,0.015,0.221,0.053
3.36,0.134,0.097,0.004,0.284,8,1816,9.198,1.826,0.221,0.073
6.053,0.192,0.327,0.035,0.267,5,1907,0.573,0.125,0.221,0.054
11.269,3.908,0.873,0.271,0.093,9,1674,0.008,0.001,0.221,0.051
6.619,3.112,0.359,0.114,0.072,7,994,0.111,0.018,0.221,0.046
8.993,0.121,0.667,0.049,0.073,7,1935,0.0,0.222,0.221,0.045
7.652,2.608,0.498,0.065,0.112,7,1321,0.082,0.003,0.221,0.049
4.328,0.106,0.217,0.016,0.144,4,1612,0.474,0.029,0.221,0.049
8.892,0.113,0.614,0.043,0.116,7,1758,0.228,0.06,0.221,0.051
2.435,0.064,0.084,0.007,0.309,9,980,8.175,0.0,0.221,0.067
7.252,0.065,0.426,0.035,0.079,6,1704,0.678,0.134,0.221,0.054
7.468,2.367,0.447,0.157,0.252,8,1395,0.203,0.167,0.22,0.052
5.326,1.765,0.315,0.087,0.142,6,1127,0.024,0.089,0.22,0.052
4.715,1.746,0.271,0.087,0.268,5,1162,0.004,17.591,0.22,0.05
7.239,0.047,0.484,0.04,0.16,8,1151,0.29,4.728,0.22,0.058
4.065,0.075,0.257,0.019,0.182,7,850,0.039,0.289,0.22,0.048
8.034,2.558,0.452,0.17,0.262,5,1988,0.074,0.115,0.22,0.042
3.352,0.068,0.193,0.013,0.239,5,1039,0.001,1.253,0.22,0.043
10.141,3.479,0.654,0.136,0.183,7,1704,0.001,16.853,0.22,0.056
5.11,1.764,0.254,0.055,0.19,5,1200,3.608,18.552,0.22,0.053
7.178,2.357,0.473,0.167,0.108,7,1095,0.004,0.692,0.22,0.048
5.938,0.108,0.373,0.031,0.048,7,1136,0.008,0.016,0.22,0.053
6.966,2.349,0.406,0.165,0.297,5,1783,0.008,0.329,0.22,0.055
10.155,3.482,0.633,0.08,0.047,7,1601,0.359,0.001,0.22,0.05
5.77,2.197,0.252,0.092,0.305,3,1885,0.001,6.536,0.22,0.037
3.107,0.063,0.161,0.012,0.239,4,1192,0.005,5.91,0.22,0.044
8.98,3.299,0.695,0.222,0.291,8,1395,0.0,0.003,0.219,0.049
7.425,0.051,0.537,0.04,0.062,7,1512,0.024,0.73,0.219,0.05
