mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
7.924,2.771,0.389,0.118,0.063,7,1249,6.873,0.01,0.219,0.066
7.692,0.12,0.526,0.031,0.227,7,1382,0.006,65.5,0.219,0.059
4.259,1.437,0.224,0.094,0.153,4,1346,0.279,1.67,0.219,0.048
2.482,0.047,0.135,0.009,0.192,5,735,0.0,0.001,0.219,0.049
2.709,0.025,0.15,0.01,0.296,7,502,0.0,19.741,0.219,0.056
5.58,1.737,0.28,0.118,0.292,5,1633,0.885,0.0,0.219,0.061
4.571,0.081,0.28,0.019,0.127,7,925,0.039,0.94,0.219,0.049
10.769,2.752,0.591,0.122,0.147,8,1641,4.745,64.972,0.219,0.06
6.218,0.134,0.407,0.03,0.159,7,1373,0.023,0.0,0.219,0.051
2.998,0.044,0.166,0.012,0.249,5,907,0.01,0.001,0.219,0.046
5.49,0.126,0.329,0.024,0.134,5,1671,0.112,0.007,0.219,0.042
7.693,0.193,0.388,0.037,0.286,8,1672,1.981,25.548,0.219,0.063
4.627,0.086,0.284,0.018,0.17,7,939,0.122,0.294,0.219,0.047
4.472,0.047,0.288,0.019,0.28,8,776,0.022,3.834,0.219,0.054
3.883,0.313,0.164,0.011,0.215,3,1705,0.873,0.001,0.219,0.043
5.625,0.073,0.333,0.024,0.077,5,1747,0.303,2.406,0.219,0.047
6.076,2.17,0.299,0.091,0.284,4,1850,0.141,1.56,0.219,0.04
11.098,0.281,0.838,0.053,0.177,9,1950,0.074,0.005,0.219,0.054
5.134,0.071,0.324,0.024,0.06,7,984,0.013,5.517,0.219,0.056
5.215,1.577,0.296,0.096,0.124,8,661,0.0,19.747,0.219,0.057
8.695,0.185,0.718,0.05,0.222,8,1923,0.002,0.086,0.219,0.05
3.439,0.065,0.189,0.013,0.268,7,619,0.053,25.153,0.219,0.057
3.358,0.077,0.167,0.011,0.181,4,1241,1.127,0.703,0.218,0.05
2.773,0.874,0.139,0.051,0.261,4,872,0.135,11.081,0.218,0.044
6.378,1.785,0.362,0.103,0.179,7,1081,0.704,0.001,0.218,0.052
2.915,0.035,0.164,0.01,0.119,7,553,0.001,0.0,0.218,0.048
4.463,0.078,0.221,0.013,0.307,4,1661,0.0,0.078,0.218,0.043
2.738,0.058,0.087,0.009,0.283,7,1323,7.74,1.254,0.218,0.066
7.518,0.124,0.524,0.036,0.054,6,1920,0.001,0.038,0.218,0.042
6.097,0.065,0.368,0.024,0.061,6,1505,0.222,1.827,0.218,0.051
3.984,1.598,0.142,0.058,0.196,7,1418,7.654,0.369,0.218,0.061
2.535,0.045,0.145,0.01,0.264,6,614,0.018,0.044,0.218,0.045
5.916,2.031,0.299,0.111,0.25,4,1543,0.031,0.155,0.218,0.041
4.276,0.065,0.238,0.015,0.231,5,1282,0.126,2.326,0.218,0.047
3.971,0.043,0.231,0.016,0.196,6,979,0.058,0.0,0.218,0.044
6.787,0.063,0.44,0.037,0.065,6,1740,0.0,2.184,0.218,0.05
3.14,0.995,0.16,0.056,0.211,4,981,0.003,0.0,0.218,0.05
6.078,1.87,0.415,0.156,0.262,7,1176,0.0,0.306,0.218,0.043
6.011,2.1,0.323,0.129,0.121,4,1634,0.002,0.276,0.218,0.044
13.572,4.128,0.882,0.265,0.048,8,1480,0.251,16.97,0.218,0.061
2.238,0.046,0.122,0.008,0.279,5,673,0.003,2.465,0.218,0.044
5.554,0.1,0.328,0.025,0.184,5,1721,0.004,0.0,0.218,0.049
3.147,0.058,0.174,0.012,0.298,5,931,0.0,0.007,0.218,0.039
12.502,4.363,0.809,0.233,0.031,8,1433,0.001,0.28,0.218,0.054
5.804,0.511,0.36,0.011,0.087,9,810,0.0,0.0,0.217,0.047
4.486,0.082,0.259,0.017,0.261,5,1379,0.001,0.733,0.217,0.041
5.111,1.585,0.294,0.115,0.3,5,1296,0.004,0.124,0.217,0.041
4.402,0.072,0.234,0.014,0.044,7,739,1.623,0.0,0.217,0.053
5.274,1.613,0.393,0.115,0.291,8,920,0.0,0.011,0.217,0.052
8.837,2.603,0.549,0.102,0.055,7,1313,2.91,8.211,0.217,0.06
5.253,1.815,0.292,0.134,0.133,4,1443,0.062,0.04,0.217,0.045
2.759,0.968,0.084,0.038,0.291,7,1220,11.141,0.0,0.217,0.075
4.379,0.104,0.257,0.016,0.181,5,1363,0.0,0.476,0.217,0.043
5.856,0.082,0.351,0.024,0.125,5,1809,0.001,0.0,0.217,0.042
14.965,4.896,0.867,0.214,0.112,8,1749,2.989,38.847,0.217,0.06
5.894,2.185,0.337,0.108,0.136,5,1300,0.011,0.048,0.217,0.046
6.682,0.134,0.392,0.017,0.234,9,752,0.0,85.532,0.217,0.056
8.825,3.002,0.595,0.197,0.143,7,1365,0.04,0.0,0.217,0.049
9.82,3.346,0.568,0.16,0.025,8,1029,0.016,0.001,0.216,0.058
9.141,2.798,0.58,0.138,0.029,7,1459,0.001,0.004,0.216,0.056
5.387,0.155,0.273,0.016,0.242,7,1635,0.466,0.009,0.216,0.052
3.198,0.06,0.176,0.011,0.307,6,746,0.002,48.304,0.216,0.059
10.968,3.393,0.621,0.135,0.276,9,1078,0.007,58.065,0.216,0.055
6.867,2.426,0.324,0.105,0.294,4,1707,1.187,1.346,0.216,0.047
6.028,0.172,0.374,0.017,0.086,5,1907,0.028,0.25,0.216,0.046
6.231,0.079,0.399,0.024,0.278,7,1237,0.107,0.023,0.216,0.05
3.28,0.081,0.183,0.012,0.276,5,988,0.005,0.001,0.216,0.043
7.316,2.376,0.392,0.112,0.038,6,1335,9.019,0.564,0.216,0.061
6.011,2.082,0.373,0.136,0.099,7,871,0.002,0.187,0.216,0.048
5.535,0.255,0.24,0.02,0.296,7,1513,4.579,72.125,0.216,0.055
6.888,2.228,0.431,0.158,0.066,5,1800,0.005,0.583,0.215,0.048
8.366,2.853,0.475,0.119,0.074,7,1081,1.253,3.147,0.215,0.053
2.846,0.984,0.092,0.035,0.25,9,1049,12.734,0.02,0.215,0.077
5.888,2.059,0.318,0.109,0.151,4,1640,0.0,3.062,0.215,0.047
2.351,0.043,0.129,0.009,0.131,5,709,0.069,0.006,0.215,0.052
6.004,2.003,0.354,0.131,0.196,6,1022,0.238,0.22,0.215,0.043
6.167,2.19,0.312,0.12,0.229,4,1622,0.006,0.0,0.215,0.048
10.048,3.483,0.654,0.135,0.086,6,1815,0.001,5.304,0.215,0.048
4.497,0.079,0.262,0.017,0.147,5,1409,0.018,0.056,0.215,0.048
3.057,1.111,0.178,0.071,0.202,6,526,0.001,0.002,0.215,0.038
5.642,1.89,0.291,0.1,0.153,4,1763,0.708,1.245,0.215,0.046
7.837,2.767,0.587,0.163,0.249,8,1369,0.005,0.185,0.215,0.055
2.551,0.036,0.141,0.009,0.142,6,608,0.011,0.0,0.215,0.05
4.212,1.365,0.228,0.066,0.049,7,639,0.002,0.0,0.215,0.057
10.497,0.375,0.639,0.051,0.042,9,1265,0.017,43.131,0.215,0.059
5.541,1.902,0.328,0.094,0.067,6,1132,0.1,0.116,0.214,0.057
5.755,1.854,0.288,0.094,0.274,4,1754,0.024,0.006,0.214,0.045
1.81,0.025,0.1,0.006,0.182,5,541,0.003,0.548,0.214,0.044
5.406,0.075,0.278,0.019,0.272,4,1990,0.834,9.178,0.214,0.047
3.225,0.037,0.138,0.008,0.262,3,1450,2.019,0.011,0.214,0.039
3.379,0.077,0.179,0.011,0.191,4,1311,0.008,5.016,0.214,0.042
3.992,0.08,0.244,0.016,0.11,6,1002,0.003,0.382,0.214,0.051
4.098,0.042,0.223,0.014,0.163,5,1170,1.873,0.001,0.214,0.051
3.114,0.035,0.179,0.012,0.195,5,965,0.042,15.196,0.214,0.044
2.498,0.014,0.139,0.01,0.132,6,590,0.218,0.001,0.214,0.048
2.438,0.854,0.13,0.038,0.26,5,587,0.043,27.598,0.214,0.06
6.317,2.006,0.393,0.154,0.058,6,1326,0.0,0.057,0.214,0.05
4.796,1.621,0.212,0.082,0.138,6,1197,6.127,0.351,0.214,0.057
2.745,0.025,0.159,0.01,0.149,7,534,0.002,0.245,0.214,0.048
5.042,0.06,0.256,0.017,0.103,4,1925,0.568,0.922,0.214,0.045
6.368,0.105,0.382,0.029,0.194,6,1509,0.075,46.792,0.213,0.051
2.394,0.866,0.114,0.044,0.234,4,690,4.313,0.009,0.213,0.045
3.251,0.086,0.17,0.012,0.133,4,1257,0.002,0.002,0.213,0.047
4.8,1.642,0.276,0.107,0.2,5,1021,0.681,25.417,0.213,0.057
5.867,1.955,0.299,0.083,0.152,4,1823,0.001,0.0,0.213,0.046
4.207,0.042,0.228,0.016,0.243,5,1192,0.976,1.762,0.213,0.052
4.997,0.07,0.27,0.019,0.269,4,1905,0.003,58.104,0.213,0.049
5.121,1.743,0.281,0.096,0.219,5,1253,0.222,0.121,0.213,0.043
9.281,2.968,0.582,0.183,0.046,6,1665,0.001,0.001,0.213,0.05
4.19,0.072,0.184,0.012,0.248,3,1932,0.0,0.0,0.213,0.04
2.602,0.031,0.131,0.008,0.248,6,556,4.944,69.53,0.213,0.06
7.811,2.749,0.468,0.168,0.048,5,1732,0.001,0.0,0.213,0.052
3.468,1.269,0.122,0.041,0.283,7,992,7.577,0.577,0.212,0.058
5.084,1.793,0.277,0.11,0.048,7,643,0.587,0.168,0.212,0.057
5.78,1.932,0.292,0.113,0.22,4,1802,0.001,0.0,0.212,0.043
4.215,0.08,0.213,0.017,0.203,4,1575,1.366,5.846,0.212,0.05
1.905,0.066,0.075,0.004,0.307,5,792,7.395,0.002,0.212,0.06
8.445,2.85,0.501,0.182,0.183,6,1445,0.0,62.541,0.212,0.059
2.492,0.87,0.136,0.048,0.298,5,600,0.006,0.008,0.212,0.05
3.018,0.066,0.176,0.01,0.1,5,967,0.0,0.198,0.212,0.048
8.856,2.827,0.506,0.141,0.03,8,1078,0.0,0.0,0.212,0.05
5.583,0.125,0.348,0.018,0.098,6,1418,0.025,0.016,0.212,0.038
6.313,2.112,0.367,0.142,0.214,5,1377,0.058,0.63,0.212,0.039
7.909,0.329,0.451,0.023,0.033,9,951,12.138,0.0,0.212,0.072
7.878,2.594,0.458,0.161,0.241,5,1876,0.188,0.377,0.212,0.04
5.847,2.127,0.254,0.096,0.256,3,1872,0.054,0.001,0.212,0.036
3.62,0.855,0.192,0.058,0.297,4,1188,0.007,0.002,0.211,0.042
19.885,6.246,1.141,0.335,0.011,9,1835,0.0,0.0,0.211,0.055
6.285,2.068,0.381,0.148,0.114,5,1623,0.002,0.001,0.211,0.038
3.39,0.153,0.122,0.009,0.302,3,1792,6.365,0.091,0.211,0.051
4.782,0.038,0.248,0.016,0.034,8,668,0.147,0.0,0.211,0.051
4.556,1.516,0.256,0.086,0.065,5,1156,0.002,1.415,0.211,0.049
4.599,0.095,0.267,0.017,0.221,5,1365,0.018,0.0,0.211,0.04
3.226,0.068,0.093,0.006,0.278,6,1862,7.923,0.543,0.211,0.055
4.821,0.073,0.289,0.021,0.052,5,1507,0.0,0.0,0.211,0.052
16.148,4.798,1.025,0.259,0.05,9,1673,0.001,33.708,0.211,0.061
4.122,0.205,0.161,0.017,0.131,5,1906,7.747,5.984,0.21,0.06
3.881,0.08,0.171,0.012,0.298,3,1804,0.0,0.192,0.21,0.034
2.151,0.038,0.108,0.007,0.27,4,808,0.0,0.022,0.21,0.05
3.975,1.411,0.206,0.069,0.178,4,1261,0.009,0.0,0.21,0.042
6.086,2.014,0.357,0.109,0.186,5,1561,0.002,38.402,0.21,0.05
3.744,0.262,0.197,0.021,0.247,6,892,1.32,0.262,0.21,0.053
6.985,2.435,0.367,0.137,0.118,4,1925,0.001,0.054,0.21,0.039
5.537,1.819,0.338,0.124,0.087,5,1270,0.005,7.251,0.21,0.042
2.899,0.071,0.145,0.009,0.219,4,1085,0.197,0.003,0.21,0.04
3.816,0.061,0.222,0.014,0.093,5,1197,0.029,0.022,0.21,0.039
4.396,1.371,0.25,0.096,0.266,5,1102,0.194,5.533,0.209,0.053
3.782,0.047,0.222,0.014,0.098,7,741,0.014,1.444,0.209,0.043
2.55,0.598,0.108,0.023,0.171,8,638,12.474,0.118,0.209,0.068
9.036,0.15,0.615,0.036,0.172,7,1547,0.801,85.776,0.209,0.056
6.18,2.017,0.378,0.139,0.081,5,1634,0.017,7.402,0.209,0.048
2.839,0.897,0.141,0.041,0.241,4,905,0.452,5.868,0.209,0.046
4.639,0.091,0.264,0.017,0.157,6,1081,0.227,54.449,0.209,0.054
3.337,0.454,0.157,0.011,0.141,4,1175,0.004,0.0,0.209,0.05
2.312,0.047,0.126,0.008,0.284,5,698,0.0,0.041,0.209,0.043
4.417,0.075,0.258,0.019,0.099,5,1396,0.009,14.467,0.208,0.046
3.517,0.092,0.104,0.008,0.237,8,1867,11.95,3.652,0.208,0.068
4.065,0.235,0.156,0.018,0.093,7,1681,12.529,0.005,0.208,0.07
5.954,0.112,0.335,0.023,0.296,7,1039,0.7,31.71,0.208,0.055
3.065,0.045,0.165,0.01,0.27,5,878,1.358,33.658,0.208,0.055
2.367,0.034,0.114,0.007,0.189,4,865,1.032,0.004,0.208,0.043
3.207,1.118,0.159,0.063,0.297,4,981,0.002,0.161,0.208,0.043
3.703,0.079,0.181,0.013,0.267,4,1340,3.102,33.663,0.208,0.045
3.923,1.297,0.237,0.104,0.069,5,1026,0.007,0.01,0.207,0.046
4.578,1.858,0.237,0.114,0.071,7,630,13.149,1.004,0.207,0.071
2.161,0.051,0.106,0.007,0.301,4,809,0.005,0.005,0.207,0.05
2.947,0.14,0.098,0.007,0.185,5,1569,9.46,0.054,0.207,0.058
4.414,0.111,0.188,0.013,0.283,3,1964,0.892,0.001,0.207,0.032
2.686,0.039,0.136,0.008,0.2,4,1025,0.043,0.001,0.207,0.053
3.611,0.103,0.135,0.012,0.257,4,1714,4.395,0.004,0.206,0.052
3.657,1.335,0.189,0.07,0.243,6,588,0.003,79.272,0.206,0.051
8.401,2.776,0.496,0.178,0.028,6,1458,0.149,0.032,0.206,0.049
4.345,1.568,0.221,0.073,0.218,4,1357,0.009,0.001,0.206,0.041
4.281,0.052,0.25,0.02,0.169,5,1356,0.001,8.03,0.206,0.046
4.556,0.064,0.275,0.016,0.053,5,1424,0.011,0.674,0.206,0.054
4.215,0.055,0.247,0.015,0.124,5,1300,0.008,24.548,0.206,0.048
4.649,0.104,0.229,0.011,0.196,4,1666,5.017,33.178,0.206,0.056
5.001,1.567,0.261,0.078,0.186,7,713,3.067,50.942,0.206,0.058
6.774,2.825,0.343,0.134,0.118,4,1703,0.324,0.006,0.205,0.046
2.775,0.063,0.122,0.008,0.252,3,1284,0.578,0.002,0.205,0.039
2.602,0.048,0.116,0.008,0.233,3,1211,0.04,0.101,0.205,0.042
3.603,0.08,0.181,0.014,0.159,4,1360,0.077,0.384,0.204,0.039
4.557,1.407,0.2,0.076,0.264,3,1732,3.799,17.96,0.204,0.041
3.114,0.052,0.134,0.009,0.259,3,1398,0.511,0.001,0.204,0.043
4.018,0.059,0.177,0.013,0.197,3,1848,1.792,0.522,0.204,0.035
4.993,0.086,0.305,0.02,0.125,5,1556,0.039,9.772,0.204,0.048
2.221,0.023,0.122,0.008,0.188,5,670,0.013,25.345,0.204,0.045
3.286,1.151,0.148,0.051,0.309,3,1240,0.144,0.0,0.204,0.036
1.679,0.084,0.068,0.003,0.243,7,564,11.364,0.0,0.204,0.06
3.785,0.049,0.194,0.012,0.247,4,1438,0.03,56.443,0.204,0.048
4.553,1.508,0.212,0.077,0.231,3,1826,0.0,5.868,0.203,0.039
2.419,0.036,0.126,0.008,0.198,4,945,0.007,4.563,0.203,0.039
5.737,2.013,0.331,0.105,0.049,5,1449,0.655,6.401,0.203,0.042
3.835,1.171,0.209,0.088,0.247,4,1247,0.0,23.232,0.203,0.04
5.343,1.93,0.266,0.085,0.164,4,1662,0.0,0.063,0.203,0.047
3.192,0.089,0.169,0.012,0.095,4,1262,0.001,0.006,0.203,0.048
4.096,0.057,0.209,0.012,0.209,4,1578,0.215,9.057,0.202,0.042
3.649,0.079,0.163,0.01,0.221,3,1716,0.284,2.208,0.202,0.044
6.634,0.051,0.401,0.032,0.027,6,1590,0.0,0.002,0.202,0.054
4.544,1.684,0.206,0.074,0.237,3,1783,0.007,3.836,0.202,0.035
7.231,0.195,0.351,0.027,0.013,8,934,0.845,0.228,0.202,0.052
5.823,1.989,0.269,0.081,0.018,8,615,0.661,0.0,0.202,0.06
5.52,0.065,0.306,0.024,0.03,5,1590,5.07,0.006,0.201,0.058
6.58,2.284,0.381,0.144,0.032,5,1426,0.74,0.602,0.201,0.048
1.854,0.039,0.083,0.005,0.299,3,838,0.0,0.002,0.201,0.045
2.664,0.25,0.103,0.016,0.119,8,943,15.1,0.079,0.201,0.067
1.773,0.058,0.066,0.005,0.223,8,653,12.83,0.0,0.201,0.071
3.14,0.957,0.19,0.085,0.255,5,695,0.0,15.408,0.2,0.045
2.823,0.086,0.091,0.005,0.163,6,1473,14.032,6.948,0.2,0.059
3.587,0.205,0.159,0.015,0.15,4,1389,6.619,10.45,0.2,0.051
3.472,0.145,0.12,0.007,0.175,4,1806,6.496,0.031,0.2,0.05
3.899,1.334,0.205,0.079,0.112,4,1061,0.048,0.148,0.199,0.035
3.624,1.561,0.125,0.058,0.116,7,1362,16.238,0.008,0.199,0.073
2.78,0.07,0.122,0.009,0.246,3,1266,0.331,0.001,0.199,0.045
5.368,0.13,0.292,0.023,0.051,8,802,0.0,13.624,0.199,0.053
4.931,0.085,0.287,0.019,0.047,6,1201,0.051,9.164,0.199,0.044
1.569,0.051,0.079,0.005,0.235,4,570,0.002,0.109,0.199,0.041
3.928,0.057,0.188,0.014,0.038,8,508,8.406,0.623,0.198,0.067
5.727,0.101,0.348,0.023,0.097,5,1773,0.023,48.93,0.198,0.051
4.655,0.094,0.252,0.02,0.097,4,1840,0.014,8.506,0.198,0.044
2.224,0.05,0.1,0.006,0.221,3,1053,0.001,0.055,0.198,0.037
7.507,3.41,0.393,0.141,0.093,5,1485,0.328,17.058,0.198,0.05
4.049,0.072,0.167,0.016,0.157,4,1797,4.692,0.024,0.198,0.052
5.327,0.077,0.314,0.019,0.037,5,1650,0.3,0.008,0.198,0.05
3.025,0.047,0.165,0.011,0.064,7,560,0.001,9.697,0.198,0.054
3.475,1.127,0.19,0.054,0.084,6,676,0.14,11.682,0.197,0.051
3.991,0.05,0.183,0.014,0.19,3,1921,0.087,8.757,0.197,0.035
1.597,0.057,0.072,0.004,0.149,5,519,13.014,0.007,0.197,0.056
5.248,1.969,0.245,0.101,0.154,3,1753,0.014,0.0,0.197,0.037
2.814,0.096,0.077,0.009,0.202,9,1574,19.382,0.002,0.196,0.053
2.291,0.038,0.117,0.008,0.162,4,892,0.0,1.337,0.196,0.04
7.192,2.402,0.438,0.172,0.082,6,1266,0.012,27.76,0.196,0.05
3.289,1.066,0.155,0.065,0.241,3,1298,0.04,2.929,0.195,0.033
7.152,2.368,0.422,0.142,0.027,7,951,0.0,1.049,0.195,0.047
3.826,0.169,0.201,0.015,0.096,4,1498,0.006,3.295,0.195,0.044
3.172,0.068,0.143,0.011,0.174,3,1472,0.009,0.0,0.195,0.041
3.504,0.088,0.158,0.013,0.208,3,1648,0.005,0.016,0.194,0.036
4.31,0.726,0.153,0.043,0.106,9,1690,17.252,0.0,0.194,0.06
2.726,0.088,0.08,0.006,0.154,5,1585,14.745,0.008,0.194,0.059
2.208,0.113,0.064,0.006,0.254,8,1171,21.453,10.23,0.193,0.069
5.45,0.121,0.291,0.023,0.029,8,775,0.096,14.825,0.193,0.057
5.851,2.101,0.278,0.115,0.157,3,1997,0.001,6.738,0.193,0.039
4.318,0.434,0.183,0.026,0.061,8,1208,17.096,0.46,0.193,0.063
2.904,0.75,0.111,0.036,0.114,6,1051,15.228,0.001,0.193,0.066
3.265,1.04,0.174,0.063,0.082,4,1073,0.067,0.0,0.192,0.045
3.026,0.033,0.157,0.012,0.192,4,1179,0.061,34.104,0.192,0.045
3.435,0.553,0.093,0.01,0.169,9,1765,20.018,9.127,0.192,0.067
2.593,0.04,0.139,0.009,0.221,5,764,0.141,65.717,0.192,0.053
4.454,0.338,0.155,0.02,0.092,9,1947,18.673,1.452,0.192,0.064
1.584,0.095,0.052,0.005,0.291,7,813,18.696,0.259,0.192,0.063
3.501,1.247,0.102,0.042,0.304,5,1499,12.463,3.113,0.192,0.049
2.674,0.814,0.143,0.06,0.096,5,626,5.22,0.654,0.191,0.052
2.054,0.042,0.107,0.007,0.076,5,584,0.798,0.006,0.191,0.049
7.803,0.304,0.377,0.036,0.013,9,772,0.033,0.0,0.191,0.052
2.339,0.047,0.116,0.008,0.149,4,882,0.474,0.03,0.191,0.038
2.521,0.037,0.13,0.008,0.126,4,982,0.002,7.433,0.191,0.048
3.539,0.071,0.153,0.01,0.128,3,1612,5.314,0.84,0.19,0.036
6.362,1.977,0.361,0.13,0.031,6,1163,6.149,0.03,0.19,0.055
1.65,0.029,0.074,0.005,0.288,3,738,2.73,2.664,0.19,0.039
2.814,0.054,0.125,0.008,0.185,3,1302,0.266,0.0,0.19,0.038
3.331,1.072,0.175,0.057,0.119,4,1078,0.0,6.801,0.19,0.042
3.293,1.27,0.099,0.037,0.226,7,1232,18.575,11.112,0.19,0.065
2.722,0.338,0.125,0.021,0.072,7,667,18.0,2.086,0.19,0.07
5.578,0.067,0.298,0.022,0.033,5,1580,9.883,0.248,0.19,0.054
4.878,0.084,0.281,0.022,0.131,5,1462,0.0,96.314,0.19,0.051
5.124,0.073,0.263,0.017,0.042,4,1953,1.682,0.022,0.19,0.046
2.457,0.864,0.108,0.036,0.303,3,755,4.767,4.947,0.19,0.037
5.896,1.935,0.359,0.147,0.027,5,1516,0.001,0.004,0.19,0.049
5.096,0.141,0.26,0.017,0.158,4,1899,1.525,72.494,0.189,0.046
8.918,0.21,0.537,0.062,0.037,8,1305,0.013,43.293,0.189,0.061
2.712,0.912,0.128,0.056,0.238,3,1043,0.009,0.337,0.189,0.026
6.593,3.196,0.322,0.165,0.041,9,847,18.055,0.0,0.187,0.068
1.639,0.031,0.083,0.005,0.125,4,600,0.046,0.004,0.187,0.048
2.076,0.039,0.093,0.006,0.205,3,956,0.305,0.912,0.186,0.036
5.784,1.864,0.305,0.107,0.023,7,710,0.004,0.005,0.186,0.051
2.535,0.826,0.118,0.048,0.184,3,966,0.311,0.001,0.186,0.033
2.964,0.209,0.108,0.015,0.185,9,1124,15.161,45.42,0.185,0.064
2.489,0.054,0.111,0.007,0.171,3,1166,0.08,0.002,0.184,0.034
2.322,0.764,0.107,0.045,0.243,3,883,0.3,0.004,0.184,0.029
1.731,0.023,0.092,0.006,0.064,5,500,0.239,0.255,0.184,0.047
4.334,0.076,0.23,0.015,0.022,5,1243,6.786,0.068,0.184,0.054
1.781,0.606,0.069,0.037,0.302,6,686,15.014,3.872,0.184,0.055
2.342,0.551,0.096,0.037,0.169,4,884,10.62,0.001,0.182,0.051
3.627,0.105,0.144,0.01,0.193,6,1454,11.584,85.061,0.182,0.058
3.919,0.071,0.18,0.013,0.104,3,1876,0.005,0.0,0.182,0.03
2.783,0.034,0.142,0.011,0.17,5,775,9.267,90.495,0.181,0.049
4.474,1.438,0.216,0.091,0.134,4,1305,0.0,76.318,0.181,0.039
2.464,0.173,0.07,0.006,0.189,6,1415,19.145,1.217,0.181,0.062
3.56,0.058,0.19,0.066,0.171,3,1658,0.006,5.825,0.18,0.027
5.012,0.689,0.248,0.06,0.038,7,1282,17.626,0.0,0.18,0.066
2.885,0.966,0.162,0.068,0.128,5,615,0.002,49.641,0.179,0.043
2.475,1.162,0.108,0.047,0.258,3,878,0.108,2.856,0.179,0.033
3.251,0.061,0.111,0.007,0.3,2,1851,0.287,0.007,0.178,0.014
6.353,2.137,0.378,0.138,0.025,5,1414,0.005,3.071,0.178,0.046
3.386,0.064,0.116,0.008,0.284,2,1952,0.001,0.012,0.177,0.014
2.227,0.025,0.111,0.007,0.184,4,838,0.001,62.426,0.177,0.038
2.448,0.911,0.116,0.046,0.205,3,806,0.006,0.66,0.177,0.031
1.769,0.031,0.084,0.005,0.118,4,612,8.431,6.312,0.177,0.046
6.298,0.122,0.386,0.029,0.016,6,1407,0.911,0.046,0.177,0.047
2.361,0.802,0.111,0.048,0.205,3,915,0.005,1.848,0.176,0.041
3.884,1.281,0.182,0.07,0.111,3,1558,0.019,0.001,0.176,0.033
1.3,0.024,0.062,0.004,0.283,3,588,0.001,0.003,0.176,0.035
5.912,0.077,0.366,0.028,0.046,5,1846,0.002,54.319,0.176,0.051
3.535,1.214,0.182,0.077,0.055,4,1098,1.515,0.004,0.175,0.038
3.835,1.345,0.13,0.041,0.287,2,1833,0.0,0.625,0.175,0.015
4.181,0.095,0.194,0.011,0.168,3,1999,0.027,73.249,0.175,0.032
4.008,1.475,0.21,0.069,0.053,4,1287,0.037,0.8,0.175,0.042
6.064,0.116,0.352,0.027,0.011,5,1794,1.151,0.0,0.175,0.047
11.803,0.321,0.678,0.068,0.018,9,1318,0.83,41.041,0.174,0.05
4.137,1.336,0.185,0.071,0.127,3,1576,1.426,0.195,0.174,0.029
3.339,0.805,0.161,0.066,0.28,3,1359,0.038,71.668,0.174,0.039
2.245,0.069,0.059,0.005,0.247,6,1382,19.06,0.001,0.173,0.053
6.227,0.106,0.408,0.029,0.027,5,1954,0.012,11.925,0.173,0.047
4.443,1.577,0.194,0.064,0.123,3,1699,4.417,11.74,0.173,0.027
4.026,1.406,0.204,0.079,0.14,7,548,14.161,94.499,0.173,0.055
4.379,1.679,0.265,0.155,0.044,4,1369,0.002,0.007,0.172,0.044
2.484,0.056,0.112,0.007,0.147,3,1186,0.084,2.454,0.172,0.027
3.314,0.089,0.172,0.011,0.086,7,574,0.669,77.236,0.172,0.054
2.377,0.036,0.126,0.009,0.034,5,692,0.0,0.005,0.171,0.05
2.314,0.039,0.105,0.008,0.139,3,1087,0.595,0.034,0.171,0.033
2.451,0.947,0.073,0.027,0.201,5,1135,17.096,0.001,0.171,0.044
1.432,0.021,0.066,0.004,0.27,3,652,0.01,0.976,0.171,0.032
6.392,0.111,0.372,0.028,0.014,6,1490,0.099,0.001,0.17,0.043
2.726,0.888,0.072,0.024,0.201,7,1416,28.556,1.369,0.17,0.057
5.705,1.958,0.295,0.11,0.046,4,1556,2.22,21.699,0.169,0.048
3.447,0.05,0.112,0.008,0.242,2,1906,3.934,0.176,0.169,0.017
3.264,0.204,0.082,0.013,0.165,9,1974,27.873,1.717,0.168,0.064
3.552,1.228,0.192,0.084,0.087,4,1146,0.025,25.6,0.168,0.036
2.958,0.034,0.134,0.008,0.094,3,1420,0.215,0.007,0.168,0.024
3.763,0.056,0.199,0.013,0.025,5,1069,8.941,0.0,0.167,0.057
2.982,0.035,0.139,0.008,0.098,3,1451,0.001,0.011,0.167,0.02
3.01,0.05,0.101,0.007,0.266,2,1667,5.54,0.598,0.167,0.017
4.767,1.769,0.222,0.078,0.075,3,1900,0.101,0.006,0.167,0.017
1.579,0.102,0.05,0.005,0.255,6,858,20.35,0.001,0.165,0.062
4.422,0.101,0.239,0.016,0.015,6,1003,0.209,0.329,0.165,0.047
1.192,0.026,0.055,0.003,0.234,3,512,1.652,5.976,0.165,0.023
11.849,0.312,0.677,0.052,0.012,9,1296,1.386,31.623,0.165,0.053
2.931,0.049,0.1,0.006,0.229,2,1671,0.272,0.001,0.165,0.019
2.205,0.04,0.101,0.006,0.129,3,1053,0.014,0.105,0.165,0.026
8.016,2.393,0.48,0.17,0.011,6,1554,0.002,0.11,0.164,0.039
5.925,1.972,0.301,0.123,0.045,4,1839,10.136,10.596,0.164,0.046
2.356,0.036,0.109,0.008,0.113,3,1141,0.008,0.194,0.164,0.025
