Precision,Recall,Thresholds
0.16635008465127804,1.0,2.3841858e-07
0.16635351929469577,1.0,7.1525574e-07
0.16636038900704095,1.0,1.0728836e-06
0.16636382407598596,1.0,1.4305115e-06
0.16637069463946477,1.0,1.5497208e-06
0.1663775657704539,1.0,1.66893e-06
0.1663810015487868,1.0,1.7881393e-06
0.16638443746902362,1.0,1.9073486e-06
0.16639474608124574,1.0,2.1457672e-06
0.16640849288473056,1.0,2.2649765e-06
0.16641192994051554,1.0,2.503395e-06
0.1664153671382836,1.0,2.6226044e-06
0.16643255525717826,1.0,2.7418137e-06
0.1664428698328754,1.0,2.861023e-06
0.16646350282018968,1.0,2.9802322e-06
0.16646694214876034,1.0,3.0994415e-06
0.16647726098725127,1.0,3.2186508e-06
0.16648414092364913,1.0,3.33786e-06
0.16648758110509568,1.0,3.4570694e-06
0.16650134325273816,1.0,3.5762787e-06
0.166515107675774,1.0,3.695488e-06
0.1665254324866172,1.0,3.8146973e-06
0.1665323164052004,1.0,3.9339066e-06
0.16654264335028318,1.0,4.053116e-06
0.1665460859499349,1.0,4.172325e-06
0.16655985777189755,1.0,4.2915344e-06
0.1665633010832713,1.0,4.4107437e-06
0.16655640092623222,0.9998758843241902,4.529953e-06
0.16656673214101106,0.9998758843241902,4.7683716e-06
0.16657017616408898,0.9998758843241902,5.00679e-06
0.1665805090879014,0.9998758843241902,5.1259995e-06
0.16658739841601355,0.9998758843241902,5.2452087e-06
0.16659428831399797,0.9998758843241902,5.364418e-06
0.1666080698198664,0.9998758843241902,5.4836273e-06
0.16663563967318235,0.9998758843241902,5.6028366e-06
0.16664253356225306,0.9998758843241902,5.722046e-06
0.16664942802176205,0.9998758843241902,5.841255e-06
0.16666666666666666,0.9998758843241902,5.9604645e-06
0.16668046015062485,0.9998758843241902,6.0796738e-06
0.16669080676198555,0.9998758843241902,6.198883e-06
0.16669770521654562,0.9998758843241902,6.3180923e-06
0.1667011546579481,0.9998758843241902,6.4373016e-06
0.16670805396904229,0.9998758843241902,6.556511e-06
0.16672185430463576,0.9998758843241902,6.67572e-06
0.16672530474554523,0.9998758843241902,6.7949295e-06
0.16673220605583955,0.9998758843241902,6.914139e-06
0.16673910793749352,0.9998758843241902,7.033348e-06
0.16674946183142905,0.9998758843241902,7.1525574e-06
0.1667494721152652,0.9997517686483803,7.2717667e-06
0.16675292412793707,0.9997517686483803,7.390976e-06
0.16676673360799985,0.9997517686483803,7.5101852e-06
0.1667874521171964,0.9997517686483803,7.6293945e-06
0.16680126731689135,0.9997517686483803,7.748604e-06
0.16680817577502122,0.9997517686483803,7.867813e-06
0.1668219944082013,0.9997517686483803,8.106232e-06
0.16682890458339375,0.9997517686483803,8.225441e-06
0.1668427266513391,0.9997517686483803,8.34465e-06
0.16684618252620242,0.9997517686483803,8.46386e-06
0.16684963854423432,0.9997517686483803,8.583069e-06
0.16686000745743051,0.9997517686483803,8.702278e-06
0.16687729184362635,0.9997517686483803,8.821487e-06
0.16688766419425682,0.9997517686483803,9.059906e-06
0.16690149600099458,0.9997517686483803,9.179115e-06
0.1669153301007087,0.9997517686483803,9.298325e-06
0.1669291664939694,0.9997517686483803,9.417534e-06
0.16693954529439806,0.9997517686483803,9.536743e-06
0.166953385702738,0.9997517686483803,9.655952e-06
0.16696376751513142,0.9997517686483803,9.775162e-06
0.1669706894407363,0.9997517686483803,9.894371e-06
0.16698799676596804,0.9997517686483803,1.001358e-05
0.1669983828834432,0.9997517686483803,1.013279e-05
0.1670087702929651,0.9997517686483803,1.0251999e-05
0.16701569595056917,0.9997517686483803,1.0371208e-05
0.1670364763701968,0.9997517686483803,1.04904175e-05
0.16703994027622246,0.9997517686483803,1.0609627e-05
0.16705379733709402,0.9997517686483803,1.0728836e-05
0.16707458723969137,0.9997517686483803,1.0848045e-05
0.1670815183571873,0.9997517686483803,1.0967255e-05
0.16708498413159367,0.9997517686483803,1.1086464e-05
0.16709884866715072,0.9997517686483803,1.1205673e-05
0.1671057817978134,0.9997517686483803,1.13248825e-05
0.16711964978526525,0.9997517686483803,1.1563301e-05
0.16712658464219765,0.9997517686483803,1.168251e-05
0.16713352007469653,0.9997517686483803,1.180172e-05
0.1671404560828336,0.9997517686483803,1.1920929e-05
0.16715086117451752,0.9997517686483803,1.2040138e-05
0.16716126756179053,0.9997517686483803,1.21593475e-05
0.16717167524489457,0.9997517686483803,1.2278557e-05
0.16718902426368334,0.9997517686483803,1.2397766e-05
0.16719943540352042,0.9997517686483803,1.2636185e-05
0.16721331894046335,0.9997517686483803,1.2755394e-05
0.1672272047832586,0.9997517686483803,1.2874603e-05
0.16723067660431415,0.9997517686483803,1.2993813e-05
0.16724109293248068,0.9997517686483803,1.3113022e-05
0.16724456533023274,0.9997517686483803,1.3232231e-05
0.1672584563632966,0.9997517686483803,1.335144e-05
0.16726887615250435,0.9997517686483803,1.3589859e-05
0.16728624535315986,0.9997517686483803,1.3709068e-05
0.16729666860513417,0.9997517686483803,1.3828278e-05
0.16731751900627312,0.9997517686483803,1.3947487e-05
0.167324470294973,0.9997517686483803,1.4066696e-05
0.16733837460528503,0.9997517686483803,1.41859055e-05
0.16734532762704118,0.9997517686483803,1.4305115e-05
0.16735923540411385,0.9997517686483803,1.4424324e-05
0.16736271270959296,0.9997517686483803,1.4543533e-05
0.16736966775406736,0.9997517686483803,1.4662743e-05
0.16738357957733307,0.9997517686483803,1.4781952e-05
0.16738714772632804,0.9996276529725704,1.4901161e-05
0.1673941056657106,0.9996276529725704,1.50203705e-05
0.16741150304516828,0.9996276529725704,1.513958e-05
0.16741159595035654,0.9995035372967606,1.5258789e-05
0.16741855678676118,0.9995035372967606,1.5377998e-05
0.16742203742203743,0.9995035372967606,1.5497208e-05
0.1674359614105123,0.9995035372967606,1.5616417e-05
0.16744292427329813,0.9995035372967606,1.5735626e-05
0.16746033396410823,0.9995035372967606,1.5854836e-05
0.16747426432359364,0.9995035372967606,1.5974045e-05
0.16748471361424233,0.9995035372967606,1.6093254e-05
0.1675021319965888,0.9995035372967606,1.6212463e-05
0.1675125847651537,0.9995035372967606,1.6331673e-05
0.16752652381943,0.9995035372967606,1.6450882e-05
0.1675300089454742,0.9995035372967606,1.6570091e-05
0.167540465193692,0.9995035372967606,1.66893e-05
0.16754395089982316,0.9995035372967606,1.680851e-05
0.16756138160632542,0.9995035372967606,1.692772e-05
0.1675753287830864,0.9995035372967606,1.7046928e-05
0.16758927828186132,0.9995035372967606,1.7166138e-05
0.1676032301032301,0.9995035372967606,1.7285347e-05
0.1676136954938079,0.9995035372967606,1.7404556e-05
0.16762416219141585,0.9995035372967606,1.7642975e-05
0.16763114071606994,0.9995035372967606,1.7762184e-05
0.16764858957010514,0.9995035372967606,1.7881393e-05
0.16765906062624916,0.9995035372967606,1.8000603e-05
0.1676730240692929,0.9995035372967606,1.8119812e-05
0.16767651529348074,0.9995035372967606,1.8239021e-05
0.16766965828873664,0.9993794216209507,1.847744e-05
0.16767664146935715,0.9993794216209507,1.859665e-05
0.1676975945017182,0.9993794216209507,1.8715858e-05
0.167701087182905,0.9993794216209507,1.8954277e-05
0.16771156609943555,0.9993794216209507,1.9073486e-05
0.16771855277135536,0.9993794216209507,1.9192696e-05
0.16774650528113996,0.9993794216209507,1.9311905e-05
0.1677569898745781,0.9993794216209507,1.9431114e-05
