mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
4.15,1.517,0.223,0.077,0.087,4,1146,0.025,25.6,0.027,0.028
4.213,1.439,0.218,0.062,0.171,9,1198,0.37,0.001,0.027,0.023
5.703,0.119,0.329,0.02,0.097,5,1773,0.023,48.93,0.027,0.027
7.551,2.593,0.396,0.161,0.085,7,1909,0.633,0.001,0.027,0.026
5.603,1.877,0.272,0.112,0.131,7,1886,0.503,0.002,0.027,0.023
5.903,1.903,0.335,0.122,0.131,5,1462,0.0,96.314,0.027,0.027
2.367,0.791,0.128,0.043,0.076,5,584,0.798,0.006,0.027,0.03
3.544,0.12,0.134,0.009,0.22,7,1743,0.84,0.255,0.027,0.019
6.57,2.291,0.502,0.19,0.106,9,882,0.171,0.145,0.027,0.023
4.578,0.171,0.25,0.009,0.121,9,1556,0.351,0.005,0.027,0.022
3.877,0.05,0.227,0.016,0.044,7,739,1.623,0.0,0.027,0.023
4.751,1.509,0.312,0.087,0.065,8,722,0.441,0.666,0.027,0.025
2.649,0.042,0.121,0.008,0.022,3,1284,1.376,1.253,0.027,0.029
1.64,0.029,0.083,0.005,0.125,4,600,0.046,0.004,0.027,0.03
4.115,2.974,0.074,0.029,0.169,9,1765,20.018,9.127,0.027,0.042
6.373,0.401,0.383,0.039,0.045,7,1254,2.355,0.001,0.026,0.024
4.697,1.514,0.212,0.062,0.249,9,1324,1.679,7.915,0.026,0.023
4.21,0.054,0.278,0.018,0.027,7,951,0.0,1.049,0.026,0.024
3.046,0.101,0.094,0.01,0.152,6,1749,5.241,0.089,0.026,0.03
2.621,0.998,0.087,0.026,0.034,2,1191,9.023,3.608,0.026,0.031
4.918,1.832,0.245,0.077,0.134,4,1305,0.0,76.318,0.026,0.027
6.948,2.387,0.331,0.112,0.147,8,1641,4.745,64.972,0.026,0.025
12.383,4.037,0.823,0.281,0.033,8,1992,0.983,0.002,0.026,0.021
4.555,1.723,0.143,0.062,0.162,5,1861,3.948,0.0,0.026,0.02
3.253,0.036,0.114,0.006,0.017,2,1935,0.001,0.343,0.026,0.034
13.079,4.479,0.926,0.332,0.022,9,1577,0.058,3.367,0.026,0.023
2.232,0.034,0.11,0.007,0.184,4,838,0.001,62.426,0.026,0.025
1.862,0.616,0.07,0.024,0.303,3,755,4.767,4.947,0.026,0.027
1.606,0.588,0.061,0.022,0.073,2,597,2.489,0.029,0.026,0.031
6.024,0.177,0.323,0.039,0.08,8,1944,0.589,0.0,0.026,0.024
4.48,0.058,0.329,0.019,0.184,8,907,0.011,4.215,0.026,0.023
6.966,0.449,0.439,0.026,0.057,8,1530,2.472,1.848,0.026,0.024
3.002,1.006,0.117,0.035,0.221,7,1089,1.906,0.0,0.026,0.017
5.11,0.087,0.26,0.018,0.042,4,1953,1.682,0.022,0.026,0.028
1.773,0.032,0.043,0.003,0.254,8,1171,21.453,10.23,0.025,0.043
2.968,0.036,0.105,0.007,0.02,2,1771,0.013,0.004,0.025,0.034
2.979,0.042,0.134,0.007,0.083,3,1405,0.152,0.033,0.025,0.024
1.093,0.059,0.045,0.004,0.128,3,521,11.431,0.001,0.025,0.018
1.582,0.022,0.075,0.004,0.104,3,744,0.0,0.044,0.025,0.023
2.508,0.086,0.127,0.01,0.248,6,556,4.944,69.53,0.025,0.025
2.123,0.671,0.061,0.015,0.25,9,1049,12.734,0.02,0.025,0.042
3.824,0.051,0.19,0.012,0.07,4,1443,0.623,93.673,0.025,0.028
3.389,1.09,0.156,0.078,0.139,7,1059,2.404,0.01,0.024,0.021
3.261,0.07,0.15,0.01,0.026,3,1575,0.165,88.281,0.024,0.018
2.164,0.042,0.121,0.008,0.188,5,670,0.013,25.345,0.024,0.025
1.213,0.024,0.058,0.004,0.124,3,546,0.06,0.0,0.024,0.024
2.24,0.752,0.054,0.015,0.226,7,1232,18.575,11.112,0.024,0.042
3.438,1.133,0.089,0.041,0.067,2,1898,15.768,2.933,0.024,0.028
3.389,1.247,0.088,0.044,0.284,8,1816,9.198,1.826,0.024,0.027
3.22,0.06,0.146,0.009,0.046,3,1538,0.003,0.0,0.024,0.028
2.168,0.026,0.125,0.008,0.034,5,692,0.0,0.005,0.024,0.027
3.919,0.072,0.142,0.018,0.203,9,1880,2.294,1.729,0.023,0.021
1.87,0.503,0.039,0.012,0.288,4,1204,54.055,0.131,0.023,0.044
3.143,0.055,0.108,0.008,0.021,2,1824,2.574,0.0,0.023,0.027
4.46,0.049,0.264,0.017,0.032,5,1426,0.74,0.602,0.023,0.027
2.789,0.052,0.129,0.009,0.031,3,1355,0.44,0.0,0.023,0.024
1.574,0.514,0.075,0.029,0.08,3,600,0.037,0.0,0.023,0.025
2.989,0.039,0.153,0.01,0.101,4,1139,0.0,83.936,0.023,0.027
1.913,0.623,0.111,0.036,0.064,5,500,0.239,0.255,0.023,0.026
2.466,0.044,0.046,0.003,0.203,5,1864,33.773,6.977,0.023,0.045
1.735,0.646,0.041,0.017,0.205,6,1013,57.885,0.04,0.023,0.045
1.211,0.021,0.028,0.001,0.291,6,856,54.979,0.003,0.022,0.045
2.49,0.855,0.047,0.019,0.304,5,1554,53.946,0.022,0.022,0.045
2.177,0.031,0.041,0.003,0.285,7,1628,48.864,2.022,0.022,0.045
2.437,0.072,0.044,0.003,0.263,8,1859,68.328,0.005,0.022,0.045
4.918,1.887,0.254,0.077,0.044,4,1369,0.002,0.007,0.022,0.021
1.843,0.505,0.071,0.031,0.081,2,882,0.174,79.894,0.022,0.023
3.886,1.16,0.243,0.079,0.023,7,710,0.004,0.005,0.022,0.022
1.602,0.563,0.073,0.02,0.133,3,591,0.01,0.057,0.022,0.025
5.616,0.098,0.33,0.026,0.013,8,934,0.845,0.228,0.022,0.026
4.535,0.038,0.271,0.022,0.049,5,1449,0.655,6.401,0.021,0.026
2.831,0.052,0.149,0.009,0.053,5,818,6.122,23.174,0.021,0.025
2.127,0.738,0.068,0.031,0.283,7,992,7.577,0.577,0.021,0.024
4.917,1.903,0.291,0.141,0.042,9,693,8.166,0.383,0.021,0.023
9.425,3.004,0.614,0.18,0.037,8,1305,0.013,43.293,0.021,0.028
4.829,0.065,0.265,0.016,0.016,4,1980,0.001,0.0,0.021,0.03
1.139,0.053,0.055,0.003,0.039,3,510,0.001,0.001,0.021,0.021
1.746,0.059,0.049,0.002,0.114,2,1105,15.901,12.047,0.021,0.026
2.901,0.022,0.146,0.009,0.055,4,1098,1.515,0.004,0.021,0.027
3.262,1.187,0.169,0.054,0.032,4,910,0.013,0.002,0.021,0.027
2.952,0.162,0.071,0.006,0.225,6,1969,7.777,2.924,0.021,0.018
2.479,0.105,0.079,0.002,0.15,4,1389,6.619,10.45,0.021,0.026
3.708,0.117,0.212,0.012,0.018,8,615,0.661,0.0,0.02,0.023
4.248,0.032,0.255,0.018,0.025,5,1414,0.005,3.071,0.02,0.028
6.048,2.044,0.328,0.12,0.031,6,1163,6.149,0.03,0.02,0.028
1.534,0.024,0.035,0.002,0.23,7,1057,33.25,10.872,0.02,0.04
2.581,0.973,0.116,0.04,0.057,3,825,3.386,0.0,0.02,0.026
2.169,0.327,0.142,0.057,0.096,5,626,5.22,0.654,0.02,0.026
2.173,0.067,0.091,0.005,0.048,3,1000,10.632,0.036,0.02,0.023
5.917,0.047,0.374,0.023,0.027,5,1954,0.012,11.925,0.02,0.028
2.416,0.603,0.08,0.03,0.255,9,1150,7.631,0.037,0.02,0.021
2.196,0.035,0.078,0.004,0.022,2,1289,0.0,0.001,0.02,0.025
1.75,0.032,0.038,0.002,0.289,4,1223,18.265,9.42,0.019,0.031
4.488,0.05,0.237,0.015,0.02,4,1773,0.424,0.048,0.019,0.027
10.088,0.424,0.626,0.044,0.018,9,1318,0.83,41.041,0.019,0.025
2.952,0.066,0.086,0.005,0.157,4,1797,4.692,0.024,0.019,0.031
2.854,0.767,0.095,0.022,0.138,6,1197,6.127,0.351,0.019,0.022
2.1,0.027,0.106,0.006,0.019,4,807,1.012,0.001,0.019,0.026
1.484,0.542,0.073,0.029,0.064,3,554,0.246,0.074,0.018,0.022
2.649,0.899,0.075,0.031,0.283,7,1323,7.74,1.254,0.018,0.024
5.919,0.1,0.357,0.027,0.046,5,1846,0.002,54.319,0.018,0.029
3.908,0.37,0.172,0.026,0.033,5,1580,9.883,0.248,0.018,0.025
4.157,0.308,0.194,0.025,0.053,9,1324,8.0,0.005,0.018,0.02
4.474,0.083,0.269,0.02,0.011,5,1471,0.002,0.0,0.018,0.024
1.931,0.113,0.085,0.014,0.157,6,715,4.69,1.091,0.018,0.019
2.37,0.036,0.118,0.008,0.123,4,893,0.006,93.501,0.018,0.025
3.094,0.173,0.088,0.011,0.131,5,1906,7.747,5.984,0.017,0.024
3.668,0.247,0.159,0.023,0.064,5,1582,5.233,0.018,0.017,0.028
5.347,0.15,0.29,0.024,0.03,5,1590,5.07,0.006,0.017,0.026
2.788,0.106,0.065,0.002,0.237,8,1867,11.95,3.652,0.017,0.015
4.29,0.054,0.229,0.014,0.022,5,1243,6.786,0.068,0.016,0.03
5.679,0.067,0.342,0.026,0.011,5,1794,1.151,0.0,0.016,0.027
2.892,1.009,0.163,0.065,0.128,5,615,0.002,49.641,0.016,0.027
2.7,0.057,0.154,0.011,0.02,7,549,0.192,2.484,0.016,0.026
3.021,0.09,0.165,0.011,0.06,7,571,0.009,59.639,0.016,0.024
3.178,0.073,0.17,0.009,0.086,7,574,0.669,77.236,0.015,0.025
1.531,0.048,0.044,0.002,0.057,2,945,21.97,0.001,0.015,0.019
1.892,0.056,0.05,0.004,0.291,7,1220,11.141,0.0,0.015,0.014
5.687,1.808,0.338,0.131,0.042,5,1489,0.001,49.475,0.015,0.026
1.198,0.032,0.057,0.003,0.032,3,540,0.001,0.008,0.015,0.016
2.647,0.048,0.123,0.008,0.016,3,1296,0.001,0.007,0.015,0.015
3.985,1.39,0.113,0.037,0.149,4,1736,12.001,68.693,0.015,0.019
4.367,1.285,0.149,0.02,0.045,4,1839,10.136,10.596,0.014,0.022
4.898,2.105,0.242,0.128,0.038,6,1335,9.019,0.564,0.014,0.024
3.03,0.323,0.154,0.026,0.066,9,691,7.378,0.003,0.014,0.019
2.418,0.135,0.108,0.009,0.093,7,801,7.508,3.487,0.014,0.022
3.25,0.101,0.174,0.009,0.038,8,508,8.406,0.623,0.013,0.021
4.175,1.377,0.132,0.038,0.156,7,1648,5.749,0.0,0.013,0.017
2.508,0.888,0.132,0.042,0.011,4,809,0.0,0.004,0.013,0.017
3.634,0.177,0.187,0.004,0.025,5,1069,8.941,0.0,0.013,0.024
4.414,1.909,0.201,0.095,0.063,7,1249,6.873,0.01,0.013,0.02
7.77,0.123,0.472,0.025,0.021,6,1858,0.285,72.204,0.013,0.024
3.271,1.288,0.068,0.029,0.174,3,1942,15.539,0.001,0.013,0.013
3.095,0.036,0.104,0.007,0.011,2,1771,18.075,0.0,0.013,0.014
2.954,1.01,0.14,0.047,0.028,4,870,11.143,5.439,0.012,0.012
2.415,0.766,0.111,0.044,0.17,5,775,9.267,90.495,0.012,0.017
1.171,0.058,0.043,0.004,0.243,7,564,11.364,0.0,0.012,0.014
3.453,0.065,0.156,0.011,0.017,3,1648,0.35,84.198,0.012,0.009
4.26,1.425,0.171,0.067,0.07,9,1521,9.737,0.001,0.011,0.02
1.524,0.03,0.078,0.005,0.016,4,571,0.001,0.0,0.011,0.017
3.971,0.451,0.199,0.033,0.033,9,951,12.138,0.0,0.011,0.019
2.715,0.046,0.066,0.005,0.175,4,1806,6.496,0.031,0.011,0.021
1.403,0.021,0.097,0.035,0.015,4,509,0.002,0.021,0.011,0.016
1.525,0.035,0.047,0.002,0.053,2,916,24.666,25.932,0.011,0.011
2.436,0.074,0.071,0.004,0.196,7,1418,7.654,0.369,0.011,0.015
2.361,0.043,0.059,0.006,0.185,5,1569,9.46,0.054,0.01,0.011
2.599,1.0,0.057,0.023,0.304,5,1499,12.463,3.113,0.01,0.012
2.699,0.065,0.061,0.005,0.147,3,1905,12.825,0.008,0.01,0.016
1.472,0.486,0.041,0.017,0.138,2,797,23.997,29.992,0.01,0.012
3.628,0.183,0.137,0.014,0.077,9,1666,9.581,0.001,0.009,0.015
1.738,0.038,0.089,0.008,0.043,4,648,0.171,40.017,0.009,0.014
3.235,1.03,0.119,0.051,0.014,2,1595,0.005,0.046,0.008,0.01
1.509,0.046,0.045,0.004,0.169,4,884,10.62,0.001,0.008,0.011
2.286,0.044,0.043,0.002,0.228,4,1719,24.178,0.005,0.008,0.009
2.058,0.029,0.039,0.002,0.29,4,1545,23.638,0.228,0.008,0.009
2.437,0.91,0.061,0.024,0.201,5,1135,17.096,0.001,0.008,0.009
2.64,0.037,0.093,0.007,0.012,2,1559,0.068,0.002,0.008,0.01
1.614,0.602,0.047,0.024,0.136,4,865,20.919,0.137,0.007,0.013
2.518,0.898,0.108,0.038,0.013,3,829,4.625,1.282,0.007,0.012
1.532,0.553,0.05,0.015,0.223,8,653,12.83,0.0,0.007,0.012
1.75,0.041,0.092,0.005,0.042,5,506,1.579,64.554,0.007,0.013
1.808,0.181,0.079,0.01,0.14,7,548,14.161,94.499,0.007,0.013
2.289,0.076,0.052,0.004,0.154,5,1585,14.745,0.008,0.007,0.008
2.6,0.047,0.077,0.007,0.193,6,1454,11.584,85.061,0.007,0.013
1.407,0.029,0.067,0.004,0.023,3,647,0.001,9.085,0.006,0.008
1.215,0.024,0.033,0.002,0.234,9,764,32.682,0.0,0.006,0.009
2.162,0.041,0.043,0.003,0.271,6,1614,31.155,0.003,0.006,0.009
3.128,1.077,0.058,0.024,0.301,4,1969,22.041,0.003,0.006,0.009
1.265,0.024,0.034,0.002,0.291,7,813,18.696,0.259,0.006,0.008
2.531,0.832,0.111,0.041,0.071,7,630,13.149,1.004,0.006,0.012
1.3,0.044,0.034,0.002,0.255,6,858,20.35,0.001,0.006,0.009
1.526,0.031,0.036,0.002,0.238,9,1039,32.237,0.001,0.005,0.009
1.504,0.521,0.042,0.017,0.151,4,770,18.32,0.0,0.005,0.008
1.812,0.07,0.06,0.004,0.119,8,943,15.1,0.079,0.005,0.007
1.842,0.045,0.056,0.004,0.114,6,1051,15.228,0.001,0.005,0.01
2.236,0.765,0.049,0.018,0.081,2,1333,29.044,5.373,0.005,0.008
2.199,0.048,0.041,0.002,0.15,2,1672,33.802,0.055,0.005,0.008
3.446,1.071,0.103,0.035,0.093,7,1681,12.529,0.005,0.005,0.01
2.123,0.041,0.039,0.002,0.181,2,1615,33.42,0.111,0.005,0.008
1.172,0.034,0.035,0.004,0.302,6,686,15.014,3.872,0.005,0.009
1.026,0.015,0.026,0.001,0.279,3,705,25.616,0.0,0.005,0.005
1.971,0.031,0.043,0.004,0.247,6,1382,19.06,0.001,0.005,0.009
4.097,1.229,0.223,0.089,0.028,7,633,0.055,90.809,0.005,0.009
1.598,0.663,0.067,0.031,0.149,5,519,13.014,0.007,0.005,0.008
1.228,0.027,0.028,0.001,0.161,2,878,37.501,0.002,0.005,0.007
1.377,0.029,0.029,0.002,0.281,2,1017,39.072,5.319,0.004,0.007
2.358,0.031,0.041,0.002,0.255,2,1830,44.081,0.002,0.004,0.007
3.346,1.184,0.067,0.027,0.236,3,1777,18.032,0.141,0.004,0.005
2.08,0.776,0.057,0.022,0.08,3,1130,22.243,2.16,0.004,0.007
3.399,1.217,0.122,0.055,0.015,2,1622,0.042,73.885,0.004,0.008
2.47,0.224,0.082,0.009,0.061,8,1208,17.096,0.46,0.004,0.008
2.777,0.123,0.1,0.011,0.038,7,1282,17.626,0.0,0.004,0.008
2.651,0.931,0.076,0.039,0.116,7,1362,16.238,0.008,0.003,0.005
2.547,0.06,0.055,0.003,0.068,2,1851,32.033,58.613,0.003,0.007
1.346,0.076,0.049,0.003,0.171,8,638,12.474,0.118,0.003,0.007
2.335,0.037,0.054,0.003,0.202,9,1574,19.382,0.002,0.003,0.004
1.149,0.058,0.047,0.002,0.043,3,537,23.821,0.002,0.003,0.004
2.53,0.884,0.054,0.023,0.215,7,1475,38.205,23.672,0.003,0.005
1.947,0.569,0.083,0.034,0.072,7,667,18.0,2.086,0.003,0.005
2.259,0.108,0.056,0.006,0.163,6,1473,14.032,6.948,0.003,0.005
1.388,0.018,0.032,0.001,0.291,9,971,53.589,11.41,0.002,0.004
2.231,0.032,0.106,0.007,0.035,4,806,1.199,96.684,0.002,0.004
1.58,0.546,0.043,0.019,0.104,3,863,28.288,3.096,0.002,0.002
1.078,0.018,0.03,0.001,0.283,9,677,37.532,0.082,0.001,0.002
3.045,0.16,0.094,0.008,0.023,5,1718,29.159,0.292,0.001,0.003
2.302,0.856,0.06,0.022,0.073,5,1241,31.085,0.001,0.001,0.003
2.228,0.808,0.049,0.019,0.298,8,1322,34.721,0.145,0.001,0.002
2.372,0.046,0.045,0.003,0.276,7,1777,31.96,1.672,0.001,0.003
2.435,0.052,0.046,0.003,0.196,4,1837,23.388,0.009,0.001,0.003
2.353,0.141,0.085,0.01,0.047,5,1165,17.576,13.539,0.001,0.003
3.135,0.059,0.082,0.004,0.092,9,1947,18.673,1.452,0.001,0.003
2.965,1.087,0.055,0.022,0.239,4,1857,34.446,0.198,0.001,0.003
1.412,0.044,0.039,0.003,0.127,5,894,21.029,0.002,0.001,0.003
3.208,1.371,0.143,0.07,0.041,9,847,18.055,0.0,0.001,0.003
2.667,0.048,0.052,0.003,0.171,4,1964,17.343,0.481,0.001,0.003
1.721,0.033,0.035,0.002,0.125,3,1278,55.197,0.295,0.001,0.002
1.274,0.011,0.03,0.002,0.123,4,892,64.108,0.03,0.001,0.002
1.752,0.024,0.037,0.003,0.091,4,1268,68.625,0.023,0.001,0.002
1.822,0.024,0.036,0.002,0.153,4,1358,65.455,0.024,0.001,0.002
1.472,0.377,0.042,0.017,0.05,2,843,41.962,0.03,0.001,0.002
3.049,0.966,0.052,0.015,0.176,2,1988,58.528,0.0,0.001,0.002
1.355,0.02,0.03,0.002,0.164,2,981,46.131,0.003,0.001,0.002
0.899,0.009,0.024,0.001,0.177,3,601,47.545,0.013,0.001,0.002
3.436,0.139,0.123,0.01,0.011,3,1878,27.496,0.0,0.001,0.002
3.036,1.11,0.052,0.016,0.287,3,1939,48.789,0.006,0.001,0.002
1.304,0.467,0.04,0.02,0.203,4,654,28.835,69.163,0.001,0.001
3.166,1.155,0.069,0.032,0.085,5,1868,33.423,0.0,0.001,0.001
2.134,0.755,0.062,0.012,0.034,5,983,40.972,0.031,0.001,0.001
4.701,0.155,0.213,0.01,0.011,9,544,0.0,52.512,0.001,0.001
2.796,0.991,0.066,0.027,0.1,6,1379,44.744,0.0,0.001,0.001
2.045,0.576,0.045,0.016,0.189,5,1239,38.385,0.554,0.001,0.001
1.328,0.02,0.035,0.002,0.146,6,849,31.587,0.987,0.001,0.001
2.54,0.778,0.055,0.023,0.141,6,1533,39.728,0.0,0.001,0.001
2.345,0.832,0.051,0.021,0.273,9,1394,51.324,0.002,0.001,0.001
1.314,0.014,0.032,0.002,0.292,8,910,49.079,0.002,0.001,0.001
1.792,0.026,0.037,0.003,0.149,4,1303,34.63,1.526,0.001,0.001
2.927,0.891,0.112,0.027,0.036,7,863,30.694,9.3,0.001,0.001
1.934,0.692,0.044,0.016,0.185,5,1117,28.997,0.006,0.001,0.001
2.427,0.849,0.053,0.024,0.25,4,1439,23.545,45.091,0.001,0.001
2.003,0.029,0.038,0.002,0.225,4,1522,41.758,0.002,0.001,0.001
2.728,0.063,0.067,0.006,0.068,7,1789,31.242,0.598,0.001,0.001
1.508,0.014,0.037,0.004,0.284,6,996,22.024,30.113,0.001,0.001
2.715,0.99,0.075,0.027,0.037,4,1377,24.327,0.015,0.001,0.001
2.343,0.041,0.046,0.003,0.28,8,1738,30.699,3.467,0.001,0.001
2.208,0.8,0.096,0.042,0.062,9,622,23.559,18.523,0.001,0.001
1.073,0.023,0.034,0.003,0.148,7,608,25.884,0.057,0.001,0.001
1.521,0.041,0.046,0.003,0.116,8,862,24.675,0.003,0.001,0.001
1.14,0.018,0.034,0.002,0.168,7,681,24.429,0.389,0.001,0.001
3.3,1.06,0.07,0.03,0.165,9,1974,27.873,1.717,0.001,0.001
3.3,1.157,0.074,0.038,0.119,6,1935,25.766,0.006,0.001,0.001
1.819,0.031,0.037,0.002,0.283,5,1324,26.864,1.282,0.001,0.001
2.148,0.093,0.069,0.009,0.185,9,1124,15.161,45.42,0.001,0.001
3.279,1.095,0.086,0.034,0.106,9,1690,17.252,0.0,0.001,0.001
2.502,0.047,0.049,0.003,0.093,6,1868,67.144,0.657,0.0,0.0
2.14,0.019,0.04,0.003,0.152,7,1610,96.565,0.259,0.0,0.0
1.628,0.023,0.039,0.003,0.118,9,1112,60.696,0.002,0.0,0.0
1.25,0.02,0.033,0.002,0.104,7,813,69.419,0.001,0.0,0.0
2.778,0.97,0.049,0.017,0.188,2,1783,91.924,1.076,0.0,0.0
0.863,0.022,0.027,0.002,0.132,6,507,50.538,0.015,0.0,0.0
2.422,0.887,0.05,0.014,0.201,7,1416,28.556,1.369,0.0,0.0
2.194,0.772,0.044,0.015,0.105,4,1334,92.424,1.41,0.0,0.0
1.097,0.019,0.036,0.003,0.044,5,593,65.91,0.002,0.0,0.0
1.464,0.029,0.031,0.002,0.131,3,1079,84.459,0.053,0.0,0.0
1.833,0.659,0.045,0.018,0.254,9,1029,42.392,18.2,0.0,0.0
2.603,0.85,0.06,0.022,0.124,9,1453,36.016,0.009,0.0,0.0
3.083,1.14,0.054,0.015,0.134,6,1929,86.392,14.466,0.0,0.0
3.201,1.07,0.061,0.023,0.166,5,1974,49.041,73.63,0.0,0.0
2.389,0.904,0.07,0.027,0.029,3,1216,38.826,6.46,0.0,0.0
2.022,0.74,0.083,0.033,0.038,8,670,38.25,0.079,0.0,0.0
0.957,0.01,0.025,0.001,0.189,4,649,57.467,0.003,0.0,0.0
3.102,1.066,0.051,0.003,0.187,9,1868,41.862,11.876,0.0,0.0
1.909,0.706,0.074,0.04,0.046,6,721,56.17,0.008,0.0,0.0
1.942,0.094,0.079,0.01,0.017,6,776,57.684,0.009,0.0,0.0
1.405,0.017,0.031,0.002,0.176,6,1006,77.959,1.194,0.0,0.0
1.281,0.019,0.028,0.001,0.218,3,931,63.183,0.01,0.0,0.0
2.31,0.049,0.051,0.004,0.085,8,1632,59.478,1.54,0.0,0.0
1.962,0.025,0.04,0.003,0.16,5,1423,52.84,56.465,0.0,0.0
1.117,0.016,0.039,0.003,0.068,6,574,48.84,24.894,0.0,0.0
0.839,0.018,0.024,0.001,0.197,5,527,48.227,0.012,0.0,0.0
1.677,0.046,0.053,0.006,0.03,6,932,69.126,8.786,0.0,0.0
2.492,0.882,0.046,0.015,0.239,5,1565,94.092,17.297,0.0,0.0
2.118,0.035,0.042,0.003,0.226,9,1585,50.821,0.001,0.0,0.0
1.247,0.027,0.027,0.001,0.292,2,914,46.438,7.887,0.0,0.0
2.648,0.05,0.054,0.004,0.063,5,1919,44.093,3.305,0.0,0.0
2.743,1.01,0.06,0.024,0.119,6,1369,50.936,3.166,0.0,0.0
0.889,0.023,0.027,0.002,0.255,5,546,39.665,56.681,0.0,0.0
2.551,0.821,0.046,0.014,0.174,4,1639,82.347,5.144,0.0,0.0
2.787,0.097,0.064,0.003,0.091,7,1853,40.578,68.914,0.0,0.0
1.463,0.03,0.034,0.002,0.186,6,1017,41.565,9.749,0.0,0.0
2.556,0.063,0.059,0.006,0.019,2,1797,55.222,0.0,0.0,0.0
2.415,0.048,0.042,0.002,0.206,3,1865,66.991,0.005,0.0,0.0
2.035,0.041,0.045,0.003,0.189,6,1415,19.145,1.217,0.0,0.0
3.077,0.086,0.097,0.007,0.04,8,1594,32.456,21.822,0.0,0.0
1.528,0.573,0.055,0.016,0.011,2,686,2.111,16.522,0.0,0.0
2.939,1.03,0.056,0.022,0.235,6,1857,49.887,0.0,0.0,0.0
2.056,0.041,0.041,0.002,0.102,3,1524,49.354,13.649,0.0,0.0
2.35,0.033,0.045,0.003,0.099,7,1768,88.052,0.006,0.0,0.0
1.143,0.355,0.03,0.014,0.158,3,661,70.985,0.22,0.0,0.0
1.626,0.021,0.039,0.004,0.165,6,1116,32.747,0.001,0.0,0.0
2.088,0.719,0.042,0.019,0.163,3,1302,78.567,0.001,0.0,0.0
1.388,0.019,0.032,0.002,0.259,7,973,49.366,0.118,0.0,0.0
2.236,0.802,0.041,0.012,0.07,3,1139,75.601,3.944,0.0,0.0
1.789,0.627,0.044,0.015,0.182,7,998,35.699,0.995,0.0,0.0
2.651,0.024,0.062,0.006,0.171,5,1789,18.311,56.087,0.0,0.0
2.421,0.038,0.042,0.003,0.212,4,1859,57.02,0.003,0.0,0.0
1.23,0.017,0.029,0.002,0.065,2,857,68.12,0.004,0.0,0.0
3.339,1.206,0.083,0.034,0.074,8,1574,45.987,3.063,0.0,0.0
2.235,0.032,0.039,0.002,0.285,4,1723,90.659,0.035,0.0,0.0
2.096,0.034,0.037,0.002,0.128,2,1614,94.778,15.556,0.0,0.0
1.56,0.022,0.032,0.002,0.167,5,1163,90.775,0.013,0.0,0.0
0.95,0.01,0.026,0.002,0.113,4,613,84.213,68.887,0.0,0.0
2.602,0.835,0.056,0.031,0.072,2,1638,52.744,0.086,0.0,0.0
2.562,0.96,0.045,0.016,0.26,7,1315,61.009,8.958,0.0,0.0
2.966,1.056,0.053,0.014,0.176,8,1829,69.874,0.08,0.0,0.0
0.819,0.004,0.023,0.002,0.247,7,528,75.769,8.857,0.0,0.0
3.6,0.236,0.137,0.023,0.013,7,1549,45.721,0.001,0.0,0.0
2.862,0.951,0.058,0.024,0.121,5,1783,61.29,6.471,0.0,0.0
2.306,0.044,0.068,0.007,0.018,5,1353,68.174,0.07,0.0,0.0
