Precision,Recall,Thresholds
0.09305446587108229,1.0,0.0
0.09315832988838363,1.0,0.00035254770360522826
0.09317181072085667,1.0,0.00035583227916061166
0.09319492979880482,1.0,0.0005701568628587744
0.0931915949702184,0.9997781229199024,0.000573899424301592
0.09324752188398899,0.9997781229199024,0.000597398596505568
0.09324945159554654,0.9997781229199024,0.0006116937690217446
0.09325331125827814,0.9997781229199024,0.0006510592391135746
0.09325524120946212,0.9997781229199024,0.0006611212993075221
0.09325717124053148,0.9997781229199024,0.0006770661264289991
0.09326875310481868,0.9997781229199024,0.0006861631520003168
0.09325770592253711,0.9995562458398047,0.0007048230120515028
0.09333305709787022,0.9995562458398047,0.0007562635029792831
0.0933349907804504,0.9995562458398047,0.0007687584119588746
0.09321805477804732,0.9975593521189261,0.0008989693642235021
0.0932199875596102,0.9975593521189261,0.0009504098551512824
0.09322965266977709,0.9975593521189261,0.001014362365936872
0.09323351927503473,0.9975593521189261,0.0010159969649693535
0.09323931978432186,0.9975593521189261,0.0010277418001784586
0.09324318719150525,0.9975593521189261,0.001029866405230331
0.09324705491952878,0.9975593521189261,0.0010410388176621483
0.09325479133825604,0.9975593521189261,0.0010549082579231256
0.09327607311051637,0.9975593521189261,0.0010825757238251184
0.09329930067027745,0.9975593521189261,0.0011424285190705778
0.09330123682244543,0.9975593521189261,0.0012065593044991005
0.09330317305497333,0.9975593521189261,0.0012274821691095476
0.09330510936786618,0.9975593521189261,0.0012888859690236968
0.09321347754780045,0.9962280896383403,0.0013013821094245421
0.0932270254557535,0.9962280896383403,0.0013304228751866672
0.09324251360219296,0.9962280896383403,0.0013414677485862657
0.09324444998234793,0.9962280896383403,0.0013717749874535001
0.09324832298394634,0.9962280896383403,0.001440940054578924
0.09325994391941012,0.9962280896383403,0.0014937984343219224
0.09338019674313167,0.9962280896383403,0.0015124582943731083
0.09338213884613784,0.9962280896383403,0.0015207811701043144
0.09338408102992866,0.9962280896383403,0.0015275852656059588
0.09338796563988436,0.9962280896383403,0.0015763936942804803
0.0934171105193076,0.9962280896383403,0.0016582467914572285
0.09342294167828384,0.9962280896383403,0.0016857909474792638
0.0934307176894105,0.9962280896383403,0.001706918237494598
0.09344043952384916,0.9962280896383403,0.0017231243596614152
0.09344627359570438,0.9962280896383403,0.0017255780975457837
0.09345794392523364,0.9962280896383403,0.001779879209940309
0.09346378018318069,0.9962280896383403,0.0017895134974531559
0.09348323964189048,0.9962280896383403,0.0018029100425729604
0.09348518603343813,0.9962280896383403,0.0018713069307073776
0.09348713250603814,0.9962280896383403,0.001873577670380654
0.09348907905969558,0.9962280896383403,0.001953419152198258
0.09349102569441553,0.9962280896383403,0.0019592121818289483
0.09349297241020302,0.9962280896383403,0.0019605544828096753
0.09350270720533112,0.9962280896383403,0.0019929990131129843
0.09350465440763031,0.9962280896383403,0.00200227997873227
0.09350854905554283,0.9962280896383403,0.0021020477361333367
0.09351828709489295,0.9962280896383403,0.002179738999658968
0.09352607898683553,0.9962280896383403,0.0021934982636180674
0.09352802716270543,0.9962280896383403,0.002204780852351763
0.09353387217731855,0.9962280896383403,0.0022140391245353986
0.0935358206778743,0.9962280896383403,0.002218540116310862
0.09351693679430023,0.9960062125582427,0.0022494821427423966
0.0935058441152572,0.9957843354781452,0.002252197175672106
0.09350779231602634,0.9957843354781452,0.0022772390283649006
0.09345502281677814,0.9951187042378522,0.002295872061338039
0.09343613252760992,0.9948968271577546,0.0023036376665998863
0.0934439211436669,0.9948968271577546,0.00232867951929268
0.09334278506348644,0.9933436875970713,0.0023411744282722724
0.09332388140611317,0.9931218105169736,0.00235145735671421
0.0933277731442869,0.9931218105169736,0.0023713882202740727
0.09332971913509457,0.9931218105169736,0.0023786712036329796
0.09333361136017683,0.9931218105169736,0.002380969611627062
0.09333945030654377,0.9931218105169736,0.002406011464319857
0.09328467153284671,0.9924561792766807,0.0024081360693717297
0.09329829172141918,0.9924561792766807,0.0024331779220645236
0.09330023778732635,0.9924561792766807,0.002435803535273722
0.0933060764721834,0.9924561792766807,0.0024608453879665167
0.09331191588785047,0.9924561792766807,0.0024988116660515517
0.09331580923770184,0.9924561792766807,0.0025187883116242473
0.09331775603446478,0.9924561792766807,0.002619419180025496
0.09329884002336644,0.992234302196583,0.002642866517473248
0.09330078654732846,0.992234302196583,0.0026609217858611233
0.09330273315251408,0.992234302196583,0.0026832697336805966
0.09330467983892841,0.992234302196583,0.002697959296866643
0.09332804641359016,0.992234302196583,0.0027086925393280657
0.09321450188891904,0.9909030397159974,0.0027276380825191817
0.09321644750573993,0.9909030397159974,0.0027500446515948984
0.0931975202989,0.9906811626358997,0.002751105610385902
0.09320141106727618,0.9906811626358997,0.002763639204524587
