mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
2.174,0.097,0.061,0.003,0.289,4,1223,18.265,9.42,0.42,0.021
5.688,0.073,0.304,0.017,0.209,8,743,0.682,0.039,0.42,0.015
4.216,0.198,0.189,0.014,0.248,3,1932,0.0,0.0,0.42,0.026
3.408,0.148,0.169,0.01,0.06,7,571,0.009,59.639,0.42,0.018
13.808,0.672,0.957,0.108,0.132,9,1923,0.0,5.936,0.42,0.011
2.592,0.049,0.13,0.009,0.126,4,982,0.002,7.433,0.42,0.023
4.955,0.193,0.236,0.012,0.157,4,1797,4.692,0.024,0.42,0.031
9.704,0.404,0.54,0.053,0.037,8,1305,0.013,43.293,0.42,0.021
3.558,0.145,0.086,0.007,0.165,9,1974,27.873,1.717,0.42,0.012
4.046,0.098,0.187,0.014,0.15,4,1389,6.619,10.45,0.42,0.035
3.095,0.091,0.163,0.011,0.084,6,676,0.14,11.682,0.42,0.022
3.184,0.045,0.111,0.008,0.185,5,1569,9.46,0.054,0.42,0.019
8.702,0.327,0.631,0.067,0.247,7,1953,0.0,0.187,0.42,0.014
5.257,0.089,0.267,0.019,0.103,4,1925,0.568,0.922,0.42,0.034
1.711,0.029,0.073,0.005,0.288,3,738,2.73,2.664,0.42,0.023
8.332,0.137,0.617,0.038,0.263,8,1560,0.025,0.465,0.42,0.013
10.701,0.45,0.731,0.071,0.136,9,1595,0.096,0.063,0.42,0.015
6.99,0.097,0.511,0.034,0.291,8,1395,0.0,0.003,0.42,0.008
4.317,0.114,0.225,0.015,0.151,4,1640,0.0,3.062,0.42,0.031
5.521,0.16,0.336,0.024,0.134,5,1671,0.112,0.007,0.42,0.016
3.197,0.127,0.086,0.003,0.171,4,1964,17.343,0.481,0.42,0.027
3.382,0.102,0.175,0.012,0.178,4,1261,0.009,0.0,0.42,0.035
5.662,0.146,0.316,0.034,0.031,6,1163,6.149,0.03,0.42,0.008
11.391,0.402,0.743,0.075,0.072,9,1571,0.064,0.002,0.42,0.013
4.433,0.161,0.196,0.008,0.168,3,1999,0.027,73.249,0.42,0.015
2.729,0.045,0.12,0.008,0.309,3,1240,0.144,0.0,0.42,0.023
6.671,0.124,0.42,0.031,0.154,6,1639,0.0,0.0,0.42,0.01
6.877,0.24,0.541,0.056,0.246,9,1230,0.004,0.0,0.42,0.012
6.305,0.437,0.37,0.031,0.139,7,1059,2.404,0.01,0.42,0.012
6.621,0.162,0.406,0.031,0.227,7,1283,0.16,0.443,0.42,0.016
7.975,0.092,0.565,0.036,0.249,8,1242,0.002,7.807,0.42,0.014
7.651,0.096,0.504,0.036,0.111,6,1606,1.445,1.155,0.42,0.017
9.732,0.326,0.628,0.042,0.231,7,1550,0.667,8.23,0.42,0.014
3.169,0.105,0.175,0.011,0.1,5,967,0.0,0.198,0.42,0.019
2.282,0.055,0.103,0.007,0.221,3,1053,0.001,0.055,0.42,0.026
5.354,0.112,0.31,0.022,0.162,5,1624,0.102,0.0,0.42,0.014
11.641,0.408,0.859,0.089,0.125,9,1862,0.058,0.057,0.42,0.012
13.415,0.117,0.795,0.054,0.074,9,1395,0.635,2.301,0.42,0.009
11.271,0.22,0.781,0.049,0.187,8,1805,0.15,0.234,0.419,0.013
8.464,0.084,0.669,0.039,0.239,9,1562,0.0,0.0,0.419,0.012
11.589,0.077,0.778,0.049,0.051,9,1456,0.023,0.235,0.419,0.012
7.169,0.077,0.42,0.027,0.047,7,1239,0.002,0.002,0.419,0.017
7.522,0.249,0.553,0.062,0.25,8,1352,0.0,2.375,0.419,0.013
1.447,0.027,0.066,0.003,0.27,3,652,0.01,0.976,0.419,0.014
2.497,0.031,0.126,0.009,0.198,4,945,0.007,4.563,0.419,0.027
4.307,0.112,0.243,0.018,0.231,5,1282,0.126,2.326,0.419,0.019
3.072,0.132,0.176,0.012,0.296,6,737,0.001,2.287,0.419,0.011
4.357,0.123,0.211,0.014,0.203,4,1575,1.366,5.846,0.419,0.027
2.435,0.074,0.132,0.01,0.131,5,709,0.069,0.006,0.419,0.02
3.477,0.147,0.191,0.012,0.257,6,798,0.005,18.042,0.419,0.026
6.445,0.081,0.391,0.023,0.307,5,1910,0.037,22.462,0.419,0.016
2.493,0.088,0.121,0.008,0.149,4,882,0.474,0.03,0.419,0.024
1.812,0.053,0.078,0.004,0.303,3,755,4.767,4.947,0.419,0.026
5.029,0.174,0.319,0.028,0.303,7,988,0.094,0.025,0.419,0.012
1.956,0.019,0.103,0.007,0.274,5,551,0.001,0.004,0.419,0.028
4.305,0.105,0.128,0.012,0.27,8,1849,6.298,0.037,0.419,0.015
2.784,0.086,0.154,0.01,0.276,5,820,0.001,0.483,0.419,0.016
3.221,0.163,0.16,0.011,0.141,4,1175,0.004,0.0,0.419,0.029
6.847,0.205,0.336,0.03,0.22,7,1743,0.84,0.255,0.419,0.016
4.62,0.137,0.262,0.017,0.099,5,1396,0.009,14.467,0.419,0.037
2.187,0.045,0.111,0.007,0.27,4,808,0.0,0.022,0.419,0.035
3.943,0.204,0.148,0.011,0.175,4,1806,6.496,0.031,0.419,0.031
8.575,0.193,0.513,0.064,0.174,7,1444,0.717,7.183,0.419,0.011
5.238,0.175,0.269,0.026,0.118,4,1925,0.001,0.054,0.419,0.03
9.527,0.345,0.727,0.047,0.132,9,1617,0.0,0.017,0.419,0.014
7.618,0.273,0.585,0.081,0.209,8,1425,0.0,0.383,0.419,0.013
5.875,0.199,0.347,0.027,0.098,6,1418,0.025,0.016,0.419,0.013
5.547,0.099,0.314,0.021,0.244,6,1324,0.002,0.0,0.419,0.02
8.365,0.105,0.518,0.037,0.195,8,1167,0.444,0.92,0.419,0.015
11.023,0.043,0.799,0.054,0.093,9,1674,0.008,0.001,0.419,0.011
6.58,0.161,0.412,0.034,0.23,6,1620,0.008,1.153,0.419,0.012
2.724,0.077,0.144,0.01,0.221,5,764,0.141,65.717,0.419,0.024
1.709,0.029,0.084,0.006,0.125,4,600,0.046,0.004,0.419,0.023
2.388,0.083,0.097,0.009,0.169,4,884,10.62,0.001,0.419,0.031
8.965,0.197,0.618,0.045,0.129,7,1881,0.0,0.009,0.419,0.016
4.409,0.171,0.256,0.017,0.169,5,1356,0.001,8.03,0.419,0.033
10.719,0.123,0.749,0.053,0.098,8,1683,0.126,0.028,0.419,0.011
3.067,0.068,0.103,0.007,0.228,2,1738,0.003,0.0,0.419,0.019
2.599,0.076,0.113,0.007,0.171,3,1166,0.08,0.002,0.419,0.022
11.305,0.139,0.857,0.054,0.1,9,1804,0.0,0.119,0.419,0.012
8.236,0.294,0.439,0.014,0.144,8,1637,1.578,0.44,0.419,0.01
6.05,0.127,0.303,0.024,0.197,8,1000,1.167,0.006,0.419,0.012
5.676,0.109,0.322,0.022,0.037,5,1650,0.3,0.008,0.419,0.019
4.6,0.115,0.258,0.015,0.181,5,1363,0.0,0.476,0.419,0.022
6.611,0.175,0.401,0.038,0.29,5,1899,0.204,0.381,0.419,0.016
6.027,0.057,0.309,0.022,0.029,8,775,0.096,14.825,0.419,0.012
8.844,0.391,0.569,0.042,0.096,9,1305,0.002,0.009,0.419,0.013
3.674,0.094,0.116,0.008,0.242,2,1906,3.934,0.176,0.419,0.016
2.568,0.034,0.138,0.01,0.191,6,580,0.178,0.002,0.419,0.005
15.547,0.575,0.948,0.108,0.082,9,1847,0.48,0.188,0.419,0.015
3.914,0.066,0.18,0.013,0.104,3,1876,0.005,0.0,0.419,0.022
10.901,0.094,0.666,0.046,0.074,7,1723,1.346,0.116,0.419,0.01
2.406,0.043,0.056,0.003,0.29,4,1545,23.638,0.228,0.419,0.019
6.11,0.146,0.392,0.026,0.218,7,1292,0.001,0.0,0.419,0.012
4.125,0.104,0.241,0.019,0.272,6,958,0.001,14.838,0.419,0.014
5.006,0.051,0.288,0.019,0.127,7,925,0.039,0.94,0.419,0.012
8.42,0.456,0.421,0.036,0.03,8,1078,0.0,0.0,0.419,0.013
3.855,0.066,0.194,0.013,0.133,4,1443,0.062,0.04,0.419,0.033
5.998,0.2,0.329,0.025,0.275,5,1624,0.693,0.0,0.418,0.016
7.948,0.177,0.504,0.061,0.054,6,1920,0.001,0.038,0.418,0.012
5.722,0.241,0.401,0.037,0.257,8,1043,0.024,0.001,0.418,0.01
5.83,0.238,0.297,0.024,0.051,8,802,0.0,13.624,0.418,0.016
7.343,0.124,0.569,0.035,0.289,9,1328,0.005,0.127,0.418,0.015
2.954,0.141,0.062,0.003,0.301,4,1969,22.041,0.003,0.418,0.022
3.749,0.267,0.2,0.013,0.216,6,809,0.0,9.879,0.418,0.021
5.6,0.041,0.361,0.02,0.142,9,766,0.011,0.001,0.418,0.009
3.189,0.078,0.167,0.009,0.27,5,878,1.358,33.658,0.418,0.026
6.978,0.243,0.539,0.052,0.291,8,1411,0.006,0.0,0.418,0.013
6.845,0.221,0.493,0.043,0.217,7,1522,0.001,0.035,0.418,0.01
3.76,0.084,0.157,0.012,0.128,3,1612,5.314,0.84,0.418,0.021
2.399,0.079,0.065,0.002,0.25,4,1439,23.545,45.091,0.418,0.018
1.994,0.045,0.053,0.004,0.165,6,1116,32.747,0.001,0.418,0.018
5.445,0.059,0.289,0.017,0.102,9,629,0.101,0.097,0.418,0.012
5.153,0.124,0.254,0.014,0.203,5,1629,2.868,0.014,0.418,0.027
3.367,0.067,0.15,0.01,0.111,3,1558,0.019,0.001,0.418,0.014
4.659,0.062,0.269,0.018,0.221,5,1365,0.018,0.0,0.418,0.022
4.095,0.091,0.182,0.012,0.272,3,1881,0.207,0.49,0.418,0.023
2.729,0.083,0.064,0.003,0.228,4,1719,24.178,0.005,0.418,0.015
7.529,0.116,0.531,0.038,0.156,8,1305,0.014,0.006,0.418,0.012
4.519,0.182,0.206,0.007,0.253,6,1328,2.736,0.089,0.418,0.013
9.543,0.07,0.633,0.04,0.076,9,1172,0.162,0.001,0.418,0.018
6.611,0.09,0.477,0.03,0.28,9,992,0.0,1.934,0.418,0.011
4.724,0.115,0.225,0.016,0.196,4,1666,5.017,33.178,0.418,0.03
7.437,0.249,0.562,0.056,0.267,9,1249,0.036,0.001,0.418,0.011
2.537,0.027,0.071,0.004,0.247,6,1382,19.06,0.001,0.418,0.025
2.103,0.041,0.094,0.006,0.234,4,690,4.313,0.009,0.418,0.026
2.469,0.033,0.111,0.008,0.113,3,1141,0.008,0.194,0.418,0.019
4.214,0.124,0.241,0.018,0.207,5,1266,0.006,0.002,0.418,0.015
5.05,0.086,0.252,0.016,0.045,4,1839,10.136,10.596,0.418,0.022
3.153,0.079,0.161,0.01,0.297,4,1188,0.007,0.002,0.418,0.026
9.345,0.245,0.697,0.046,0.175,8,1753,0.0,0.0,0.418,0.014
10.409,0.42,0.724,0.088,0.095,9,1507,0.043,0.012,0.418,0.014
3.275,0.092,0.098,0.006,0.174,3,1942,15.539,0.001,0.418,0.016
5.026,0.131,0.339,0.024,0.266,7,1090,0.001,0.017,0.418,0.014
4.349,0.098,0.251,0.02,0.087,5,1270,0.005,7.251,0.418,0.036
4.012,0.077,0.217,0.016,0.297,5,1090,1.043,2.089,0.418,0.028
7.667,0.215,0.443,0.02,0.28,7,1571,0.248,0.072,0.418,0.009
12.13,0.199,0.801,0.051,0.049,9,1523,0.025,0.001,0.418,0.016
5.009,0.052,0.281,0.014,0.067,6,1132,0.1,0.116,0.418,0.029
7.303,0.211,0.501,0.063,0.094,7,1449,0.013,0.003,0.418,0.014
14.145,0.54,0.863,0.068,0.08,8,1944,0.589,0.0,0.418,0.018
2.639,0.067,0.115,0.007,0.147,3,1186,0.084,2.454,0.418,0.025
10.15,0.334,0.639,0.066,0.135,8,1573,0.239,0.001,0.418,0.013
3.458,0.092,0.172,0.01,0.247,4,1247,0.0,23.232,0.418,0.03
3.433,0.092,0.192,0.012,0.154,6,805,0.11,0.001,0.418,0.007
7.222,0.108,0.466,0.046,0.118,7,1400,0.038,0.001,0.418,0.013
5.335,0.091,0.267,0.022,0.042,4,1953,1.682,0.022,0.418,0.028
4.437,0.017,0.225,0.016,0.095,7,712,1.067,1.251,0.418,0.015
5.86,0.295,0.288,0.024,0.072,9,629,0.261,0.0,0.418,0.016
6.26,0.206,0.422,0.047,0.278,7,1237,0.107,0.023,0.418,0.011
6.223,0.217,0.369,0.038,0.048,7,1136,0.008,0.016,0.417,0.012
5.62,0.16,0.343,0.029,0.275,6,1387,0.009,1.532,0.417,0.016
5.644,0.053,0.359,0.031,0.262,7,1176,0.0,0.306,0.417,0.011
5.029,0.195,0.225,0.019,0.23,7,1302,2.058,0.0,0.417,0.016
7.918,0.142,0.514,0.035,0.213,7,1622,0.041,0.003,0.417,0.015
2.911,0.089,0.147,0.008,0.119,4,1078,0.0,6.801,0.417,0.035
8.316,0.259,0.505,0.064,0.06,6,1775,1.101,0.244,0.417,0.016
7.543,0.297,0.505,0.03,0.231,7,1518,0.111,0.004,0.417,0.012
4.461,0.046,0.274,0.019,0.218,9,648,0.0,0.013,0.417,0.012
10.647,0.052,0.615,0.053,0.037,9,1160,0.14,0.004,0.417,0.015
2.383,0.079,0.119,0.008,0.162,4,892,0.0,1.337,0.417,0.028
8.903,0.103,0.63,0.043,0.196,8,1501,0.075,0.758,0.417,0.013
5.27,0.079,0.344,0.024,0.207,8,898,0.016,0.015,0.417,0.014
6.649,0.069,0.46,0.03,0.101,6,1588,0.002,1.598,0.417,0.011
4.537,0.393,0.257,0.01,0.11,6,1002,0.003,0.382,0.417,0.023
8.432,0.257,0.637,0.042,0.267,7,1906,0.003,0.028,0.417,0.017
9.014,0.115,0.611,0.04,0.304,7,1518,0.544,6.705,0.417,0.012
2.006,0.063,0.088,0.006,0.258,3,878,0.108,2.856,0.417,0.024
3.365,0.073,0.171,0.012,0.095,4,1262,0.001,0.006,0.417,0.026
3.452,0.107,0.198,0.01,0.239,5,1039,0.001,1.253,0.417,0.026
5.731,0.055,0.317,0.025,0.108,6,1137,3.206,0.003,0.417,0.024
5.614,0.072,0.339,0.026,0.06,7,984,0.013,5.517,0.417,0.021
5.447,0.205,0.324,0.03,0.256,5,1588,0.0,0.0,0.417,0.019
6.712,0.16,0.41,0.029,0.241,5,1876,0.188,0.377,0.417,0.016
5.605,0.23,0.318,0.032,0.027,7,951,0.0,1.049,0.417,0.017
4.387,0.108,0.233,0.017,0.274,6,902,1.711,1.207,0.417,0.017
5.07,0.138,0.302,0.031,0.093,5,1485,0.328,17.058,0.417,0.033
2.771,0.046,0.095,0.007,0.234,2,1567,0.243,0.003,0.417,0.013
8.211,0.341,0.535,0.061,0.062,7,1512,0.024,0.73,0.417,0.012
4.024,0.123,0.166,0.01,0.149,4,1736,12.001,68.693,0.417,0.019
8.623,0.233,0.536,0.058,0.175,6,1972,0.56,5.72,0.417,0.017
8.605,0.221,0.659,0.063,0.216,9,1421,0.05,0.0,0.417,0.013
8.006,0.279,0.505,0.061,0.16,8,1151,0.29,4.728,0.417,0.011
2.326,0.084,0.116,0.011,0.184,4,838,0.001,62.426,0.417,0.021
11.251,0.362,0.671,0.078,0.085,7,1909,0.633,0.001,0.417,0.013
3.966,0.047,0.189,0.012,0.049,7,639,0.002,0.0,0.417,0.012
4.382,0.125,0.224,0.014,0.164,4,1662,0.0,0.063,0.417,0.033
16.065,0.065,0.962,0.061,0.033,8,1992,0.983,0.002,0.417,0.012
12.184,0.134,0.777,0.051,0.036,9,1402,0.027,0.012,0.417,0.016
4.085,0.093,0.226,0.015,0.065,5,1156,0.002,1.415,0.417,0.032
2.447,0.068,0.122,0.007,0.241,4,905,0.452,5.868,0.417,0.035
3.289,0.052,0.113,0.007,0.205,2,1845,0.047,0.098,0.417,0.016
3.694,0.175,0.185,0.012,0.09,8,505,0.05,0.308,0.417,0.011
9.346,0.236,0.653,0.053,0.115,9,1516,0.0,0.046,0.417,0.014
8.962,0.425,0.623,0.03,0.128,7,1899,0.0,0.687,0.417,0.013
9.311,0.177,0.731,0.048,0.21,8,1865,0.0,0.001,0.417,0.014
6.155,0.069,0.361,0.042,0.234,7,1095,0.279,0.002,0.417,0.016
3.784,0.105,0.185,0.013,0.159,4,1360,0.077,0.384,0.417,0.029
4.976,0.12,0.279,0.02,0.248,5,1484,0.0,0.0,0.417,0.025
11.605,0.433,0.743,0.087,0.219,8,1744,0.264,3.63,0.417,0.015
3.097,0.082,0.138,0.009,0.098,3,1451,0.001,0.011,0.417,0.024
9.585,0.167,0.74,0.074,0.222,8,1923,0.002,0.086,0.417,0.014
6.77,0.204,0.382,0.034,0.063,7,1205,0.3,0.059,0.417,0.009
5.993,0.095,0.372,0.031,0.214,6,1420,0.058,0.041,0.417,0.012
2.738,0.089,0.138,0.008,0.218,6,573,1.692,0.049,0.417,0.014
4.963,0.121,0.258,0.016,0.24,4,1824,0.0,0.131,0.417,0.024
3.148,0.081,0.15,0.009,0.055,4,1098,1.515,0.004,0.417,0.024
3.818,0.087,0.209,0.014,0.266,5,1102,0.194,5.533,0.417,0.028
3.565,0.093,0.177,0.01,0.134,4,1305,0.0,76.318,0.417,0.022
9.743,0.35,0.67,0.096,0.076,7,1803,0.012,8.178,0.417,0.014
2.634,0.04,0.146,0.01,0.264,6,614,0.018,0.044,0.417,0.02
3.57,0.105,0.164,0.011,0.171,3,1658,0.006,5.825,0.417,0.029
3.531,0.169,0.118,0.009,0.147,3,1905,12.825,0.008,0.416,0.02
5.573,0.252,0.296,0.023,0.06,8,767,0.018,1.83,0.416,0.008
2.197,0.099,0.09,0.004,0.307,5,792,7.395,0.002,0.416,0.024
8.065,0.224,0.638,0.069,0.29,8,1674,0.004,0.0,0.416,0.016
2.442,0.05,0.057,0.004,0.215,7,1475,38.205,23.672,0.416,0.026
4.325,0.073,0.219,0.013,0.144,4,1612,0.474,0.029,0.416,0.03
4.778,0.17,0.226,0.017,0.047,8,610,0.0,0.0,0.416,0.01
1.381,0.033,0.063,0.004,0.283,3,588,0.001,0.003,0.416,0.027
5.035,0.103,0.233,0.012,0.221,7,1089,1.906,0.0,0.416,0.02
8.531,0.209,0.475,0.045,0.041,6,1870,1.455,0.062,0.416,0.015
2.358,0.04,0.128,0.01,0.284,5,698,0.0,0.041,0.416,0.031
3.481,0.157,0.17,0.008,0.292,6,780,2.506,0.012,0.416,0.019
6.005,0.224,0.317,0.02,0.292,5,1633,0.885,0.0,0.416,0.022
11.055,0.209,0.806,0.053,0.104,8,1955,0.0,0.437,0.416,0.016
5.913,0.108,0.344,0.023,0.297,5,1783,0.008,0.329,0.416,0.016
5.148,0.07,0.287,0.022,0.269,4,1905,0.003,58.104,0.416,0.028
2.911,0.062,0.1,0.007,0.251,2,1625,0.004,0.003,0.416,0.018
9.542,0.349,0.64,0.088,0.116,7,1758,0.228,0.06,0.416,0.015
2.66,0.131,0.087,0.004,0.073,5,1241,31.085,0.001,0.416,0.018
3.579,0.129,0.206,0.014,0.208,7,690,0.0,0.0,0.416,0.009
11.34,0.069,0.761,0.056,0.063,8,1658,0.129,1.004,0.416,0.014
1.329,0.053,0.045,0.003,0.279,3,705,25.616,0.0,0.416,0.018
3.862,0.057,0.224,0.015,0.304,6,947,0.004,0.008,0.416,0.011
6.475,0.178,0.385,0.025,0.061,6,1505,0.222,1.827,0.416,0.023
6.136,0.112,0.384,0.042,0.046,5,1846,0.002,54.319,0.416,0.021
2.672,0.032,0.144,0.011,0.142,6,608,0.011,0.0,0.416,0.023
3.52,0.05,0.205,0.014,0.259,7,676,0.0,0.442,0.416,0.019
9.49,0.114,0.648,0.047,0.081,7,1818,0.06,0.006,0.416,0.008
3.773,0.079,0.163,0.011,0.123,3,1699,4.417,11.74,0.416,0.017
5.238,0.217,0.275,0.019,0.072,8,750,0.0,0.007,0.416,0.016
3.006,0.092,0.169,0.012,0.249,5,907,0.01,0.001,0.416,0.024
8.643,0.143,0.581,0.037,0.295,7,1910,0.025,0.02,0.416,0.015
2.389,0.034,0.105,0.006,0.138,3,1090,0.001,45.346,0.416,0.019
3.035,0.079,0.15,0.01,0.219,4,1085,0.197,0.003,0.416,0.032
4.864,0.206,0.348,0.029,0.291,8,920,0.0,0.011,0.416,0.013
1.904,0.04,0.066,0.004,0.269,2,1015,0.003,0.0,0.416,0.014
6.721,0.102,0.448,0.032,0.259,7,1401,0.032,0.001,0.416,0.015
2.872,0.074,0.145,0.01,0.082,4,1073,0.067,0.0,0.416,0.03
3.358,0.159,0.191,0.01,0.276,5,988,0.005,0.001,0.416,0.026
7.538,0.358,0.554,0.025,0.195,8,1484,0.0,0.037,0.416,0.011
2.439,0.091,0.119,0.007,0.123,4,893,0.006,93.501,0.416,0.022
2.946,0.091,0.079,0.001,0.236,3,1777,18.032,0.141,0.416,0.021
7.34,0.3,0.507,0.063,0.18,6,1831,0.004,1.185,0.416,0.011
4.929,0.192,0.3,0.016,0.28,8,776,0.022,3.834,0.416,0.015
4.033,0.087,0.229,0.012,0.268,5,1162,0.004,17.591,0.416,0.028
4.523,0.139,0.271,0.023,0.27,6,1125,0.008,0.713,0.416,0.015
3.818,0.044,0.183,0.011,0.267,4,1340,3.102,33.663,0.416,0.03
5.445,0.181,0.315,0.029,0.072,7,994,0.111,0.018,0.416,0.015
3.466,0.134,0.178,0.01,0.053,4,1287,0.037,0.8,0.416,0.017
2.633,0.097,0.088,0.005,0.259,2,1447,0.002,0.011,0.416,0.016
4.409,0.092,0.197,0.015,0.06,3,1984,0.07,0.638,0.416,0.028
3.645,0.087,0.183,0.014,0.153,4,1346,0.279,1.67,0.415,0.03
5.162,0.166,0.285,0.017,0.049,5,1449,0.655,6.401,0.415,0.035
6.401,0.145,0.387,0.037,0.272,5,1974,0.001,0.002,0.415,0.011
2.331,0.059,0.122,0.007,0.188,5,670,0.013,25.345,0.415,0.016
1.462,0.073,0.044,0.004,0.283,9,677,37.532,0.082,0.415,0.019
3.591,0.034,0.184,0.01,0.191,4,1311,0.008,5.016,0.415,0.027
3.466,0.079,0.191,0.014,0.069,5,1026,0.007,0.01,0.415,0.023
4.295,0.206,0.179,0.009,0.257,4,1714,4.395,0.004,0.415,0.028
3.027,0.059,0.103,0.007,0.229,2,1671,0.272,0.001,0.415,0.013
9.43,0.319,0.771,0.05,0.262,9,1801,0.001,0.282,0.415,0.021
3.346,0.015,0.168,0.011,0.064,7,560,0.001,9.697,0.415,0.017
4.899,0.069,0.248,0.016,0.044,7,739,1.623,0.0,0.415,0.011
2.142,0.034,0.092,0.006,0.15,3,930,3.998,15.463,0.415,0.017
9.736,0.087,0.6,0.048,0.12,8,1373,0.39,0.008,0.415,0.011
2.063,0.068,0.069,0.005,0.303,2,1095,0.0,0.023,0.415,0.019
5.314,0.17,0.313,0.028,0.186,5,1561,0.002,38.402,0.415,0.027
7.788,0.031,0.548,0.036,0.086,6,1815,0.001,5.304,0.415,0.021
7.168,0.114,0.55,0.038,0.296,8,1303,0.015,0.541,0.415,0.012
2.725,0.131,0.053,0.002,0.235,6,1857,49.887,0.0,0.415,0.031
8.29,0.398,0.453,0.051,0.178,8,1828,0.625,0.004,0.415,0.011
5.48,0.258,0.257,0.017,0.162,5,1861,3.948,0.0,0.415,0.025
4.806,0.08,0.281,0.021,0.142,6,1127,0.024,0.089,0.415,0.015
9.668,0.451,0.645,0.038,0.073,7,1935,0.0,0.222,0.415,0.015
5.623,0.152,0.337,0.032,0.113,5,1702,0.0,0.753,0.415,0.026
1.371,0.054,0.049,0.005,0.203,4,654,28.835,69.163,0.415,0.024
4.95,0.163,0.252,0.017,0.284,4,1850,0.141,1.56,0.415,0.027
5.106,0.103,0.284,0.022,0.025,5,1414,0.005,3.071,0.415,0.025
7.015,0.199,0.533,0.034,0.27,8,1370,0.0,0.048,0.415,0.012
8.651,0.293,0.621,0.069,0.166,7,1887,0.0,0.13,0.415,0.014
11.073,0.14,0.764,0.051,0.051,8,1700,0.001,0.004,0.415,0.015
7.603,0.387,0.487,0.026,0.164,7,1523,0.015,1.979,0.415,0.009
4.187,0.116,0.226,0.016,0.163,5,1170,1.873,0.001,0.415,0.016
3.485,0.144,0.114,0.006,0.19,2,1879,0.542,0.098,0.415,0.01
4.66,0.086,0.211,0.014,0.277,5,1551,2.958,0.002,0.415,0.018
10.507,0.612,0.691,0.128,0.131,7,1886,0.503,0.002,0.415,0.009
4.772,0.305,0.188,0.021,0.251,6,1705,5.765,20.407,0.415,0.022
9.307,0.258,0.675,0.085,0.151,7,1979,0.039,0.002,0.415,0.011
7.329,0.109,0.477,0.032,0.232,6,1870,0.001,0.131,0.415,0.017
5.14,0.077,0.304,0.021,0.052,5,1507,0.0,0.0,0.415,0.023
3.709,0.084,0.189,0.019,0.044,4,1369,0.002,0.007,0.414,0.023
4.552,0.034,0.258,0.018,0.196,6,1022,0.238,0.22,0.414,0.01
1.846,0.038,0.048,0.003,0.254,9,1029,42.392,18.2,0.414,0.019
1.738,0.077,0.066,0.005,0.151,4,770,18.32,0.0,0.414,0.02
1.255,0.018,0.057,0.003,0.234,3,512,1.652,5.976,0.414,0.018
4.277,0.116,0.237,0.017,0.219,5,1253,0.222,0.121,0.414,0.02
5.964,0.541,0.364,0.03,0.093,7,1039,0.001,0.005,0.414,0.011
2.28,0.034,0.072,0.004,0.201,5,1135,17.096,0.001,0.414,0.019
4.69,0.116,0.237,0.019,0.118,4,1703,0.324,0.006,0.414,0.034
2.349,0.065,0.105,0.008,0.129,3,1053,0.014,0.105,0.414,0.016
2.501,0.092,0.055,0.004,0.226,9,1585,50.821,0.001,0.414,0.025
5.065,0.408,0.191,0.025,0.04,8,1594,32.456,21.822,0.414,0.021
4.502,0.066,0.262,0.022,0.261,5,1379,0.001,0.733,0.414,0.027
4.474,0.057,0.263,0.018,0.182,7,850,0.039,0.289,0.414,0.011
5.278,0.215,0.296,0.02,0.047,6,1201,0.051,9.164,0.414,0.019
4.969,0.181,0.2,0.013,0.152,6,1749,5.241,0.089,0.414,0.025
6.719,0.193,0.327,0.038,0.25,7,1891,0.667,0.037,0.414,0.016
2.542,0.035,0.101,0.007,0.08,3,1130,22.243,2.16,0.414,0.018
3.258,0.127,0.108,0.008,0.167,2,1770,0.038,0.595,0.414,0.012
3.909,0.158,0.237,0.017,0.196,7,780,0.001,0.056,0.414,0.02
4.987,0.239,0.264,0.022,0.102,9,587,0.017,0.0,0.414,0.017
8.486,0.098,0.554,0.041,0.021,6,1858,0.285,72.204,0.414,0.028
9.916,0.038,0.669,0.05,0.129,8,1692,0.031,0.007,0.414,0.014
2.273,0.071,0.098,0.005,0.184,3,966,0.311,0.001,0.414,0.022
8.964,0.121,0.676,0.046,0.258,7,1855,0.0,2.744,0.414,0.014
4.919,0.155,0.292,0.023,0.115,5,1456,0.0,0.001,0.414,0.023
1.941,0.055,0.052,0.002,0.23,7,1057,33.25,10.872,0.414,0.017
19.861,0.391,1.046,0.068,0.011,9,1835,0.0,0.0,0.414,0.013
6.639,0.165,0.433,0.034,0.027,5,1954,0.012,11.925,0.414,0.02
7.501,0.147,0.486,0.035,0.065,6,1740,0.0,2.184,0.414,0.027
4.137,0.089,0.233,0.015,0.196,6,979,0.058,0.0,0.414,0.008
4.244,0.194,0.218,0.018,0.219,8,547,0.622,0.002,0.414,0.013
7.304,0.307,0.506,0.06,0.11,7,1449,0.004,0.001,0.414,0.017
4.312,0.117,0.235,0.019,0.243,5,1192,0.976,1.762,0.414,0.023
7.165,0.104,0.476,0.032,0.112,7,1321,0.082,0.003,0.414,0.013
2.42,0.051,0.107,0.008,0.139,3,1087,0.595,0.034,0.414,0.021
1.848,0.071,0.069,0.004,0.104,3,863,28.288,3.096,0.414,0.029
1.835,0.028,0.085,0.005,0.118,4,612,8.431,6.312,0.414,0.018
5.981,0.139,0.349,0.029,0.097,5,1773,0.023,48.93,0.414,0.023
