mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
5.85,0.086,0.357,0.026,0.186,5,1781,0.005,9.301,0.414,0.027
2.538,0.031,0.133,0.009,0.268,6,561,0.249,0.0,0.414,0.016
3.189,0.096,0.159,0.012,0.087,4,1146,0.025,25.6,0.414,0.025
1.651,0.05,0.074,0.005,0.166,3,723,0.001,4.894,0.414,0.015
6.088,0.049,0.364,0.025,0.081,8,876,0.087,0.002,0.414,0.013
7.043,0.156,0.442,0.042,0.086,7,1346,0.002,0.002,0.413,0.015
1.838,0.036,0.094,0.006,0.064,5,500,0.239,0.255,0.413,0.016
5.982,0.272,0.383,0.025,0.066,5,1800,0.005,0.583,0.413,0.026
4.279,0.131,0.217,0.015,0.043,4,1583,0.0,3.193,0.413,0.027
2.973,0.138,0.16,0.008,0.149,7,534,0.002,0.245,0.413,0.008
3.88,0.089,0.198,0.014,0.07,4,1443,0.623,93.673,0.413,0.02
2.241,0.041,0.112,0.007,0.076,5,584,0.798,0.006,0.413,0.02
4.447,0.081,0.253,0.018,0.124,5,1300,0.008,24.548,0.413,0.028
3.96,0.147,0.197,0.015,0.048,7,643,0.587,0.168,0.413,0.02
8.057,0.303,0.501,0.048,0.102,7,1454,0.273,0.015,0.413,0.014
3.075,0.072,0.07,0.006,0.187,9,1868,41.862,11.876,0.413,0.023
2.592,0.171,0.119,0.01,0.028,4,870,11.143,5.439,0.413,0.024
5.492,0.227,0.284,0.015,0.065,8,722,0.441,0.666,0.413,0.011
3.928,0.046,0.205,0.013,0.025,5,1069,8.941,0.0,0.413,0.009
6.963,0.477,0.416,0.047,0.242,7,1635,0.466,0.009,0.413,0.011
6.253,0.271,0.384,0.04,0.108,8,998,0.002,0.0,0.413,0.017
3.111,0.088,0.152,0.008,0.101,4,1139,0.0,83.936,0.413,0.025
5.839,0.141,0.368,0.029,0.048,5,1732,0.001,0.0,0.413,0.024
3.323,0.086,0.148,0.008,0.123,3,1518,0.224,21.539,0.413,0.016
6.631,0.292,0.377,0.019,0.179,7,1081,0.704,0.001,0.413,0.013
5.836,0.094,0.351,0.028,0.108,7,1095,0.004,0.692,0.413,0.016
1.975,0.081,0.055,0.003,0.185,5,1117,28.997,0.006,0.413,0.017
7.106,0.04,0.382,0.027,0.073,8,1053,0.002,0.104,0.413,0.012
3.018,0.065,0.136,0.009,0.086,3,1385,0.002,2.462,0.413,0.02
5.428,0.597,0.257,0.032,0.023,5,1718,29.159,0.292,0.413,0.017
1.523,0.06,0.04,0.002,0.292,8,910,49.079,0.002,0.413,0.021
5.371,0.08,0.263,0.015,0.034,8,668,0.147,0.0,0.412,0.011
3.96,0.054,0.228,0.016,0.093,5,1197,0.029,0.022,0.412,0.03
4.405,0.2,0.234,0.012,0.14,8,618,0.208,0.0,0.412,0.013
2.877,0.101,0.126,0.007,0.185,3,1302,0.266,0.0,0.412,0.023
2.925,0.052,0.13,0.008,0.097,3,1374,0.118,15.525,0.412,0.016
6.925,0.213,0.434,0.049,0.066,6,1619,0.086,5.472,0.412,0.024
3.102,0.058,0.139,0.009,0.083,3,1405,0.152,0.033,0.412,0.015
7.547,0.139,0.528,0.074,0.159,6,1822,0.011,1.352,0.412,0.01
3.8,0.158,0.169,0.013,0.037,4,1377,24.327,0.015,0.412,0.02
3.586,0.121,0.201,0.014,0.267,5,1050,0.123,7.608,0.412,0.027
3.42,0.061,0.109,0.007,0.232,2,1823,9.534,0.012,0.412,0.019
2.563,0.072,0.085,0.006,0.215,2,1398,0.001,0.001,0.412,0.014
2.424,0.05,0.081,0.005,0.238,2,1338,0.002,0.003,0.412,0.018
7.015,0.162,0.5,0.033,0.143,7,1365,0.04,0.0,0.412,0.015
1.604,0.034,0.081,0.006,0.235,4,570,0.002,0.109,0.412,0.03
3.358,0.253,0.142,0.013,0.038,8,670,38.25,0.079,0.412,0.018
7.324,0.299,0.465,0.049,0.083,7,1438,0.001,0.007,0.412,0.012
3.377,0.077,0.113,0.007,0.154,2,1868,0.0,0.0,0.412,0.012
4.443,0.23,0.27,0.016,0.275,7,885,0.05,0.002,0.412,0.017
3.512,0.04,0.195,0.013,0.281,7,661,0.067,0.003,0.412,0.013
1.806,0.033,0.083,0.006,0.135,3,826,0.001,0.326,0.412,0.015
2.364,0.14,0.047,0.004,0.225,4,1522,41.758,0.002,0.412,0.03
5.181,0.099,0.29,0.017,0.027,5,1516,0.001,0.004,0.412,0.018
2.711,0.077,0.055,0.004,0.239,4,1857,34.446,0.198,0.412,0.021
9.465,0.048,0.632,0.044,0.082,7,1597,0.593,0.564,0.412,0.013
5.036,0.057,0.267,0.019,0.032,5,1426,0.74,0.602,0.412,0.024
1.929,0.074,0.067,0.004,0.254,2,1013,0.02,0.0,0.411,0.011
2.317,0.069,0.1,0.006,0.048,3,1000,10.632,0.036,0.411,0.026
3.508,0.114,0.093,0.006,0.091,7,1853,40.578,68.914,0.411,0.022
8.173,0.038,0.55,0.043,0.139,8,1305,0.011,1.717,0.411,0.015
8.511,0.063,0.54,0.035,0.029,7,1459,0.001,0.004,0.411,0.014
4.999,0.102,0.288,0.025,0.042,5,1489,0.001,49.475,0.411,0.018
5.735,0.088,0.282,0.022,0.064,9,582,0.173,0.076,0.411,0.014
1.294,0.037,0.057,0.004,0.128,3,521,11.431,0.001,0.411,0.022
1.613,0.034,0.08,0.004,0.093,4,531,0.763,0.0,0.411,0.02
3.16,0.08,0.172,0.011,0.298,5,931,0.0,0.007,0.411,0.024
4.081,0.078,0.186,0.014,0.075,3,1900,0.101,0.006,0.411,0.016
1.799,0.042,0.063,0.004,0.136,4,865,20.919,0.137,0.411,0.021
4.947,0.214,0.259,0.022,0.02,4,1773,0.424,0.048,0.411,0.02
4.456,0.063,0.264,0.018,0.165,7,839,0.018,0.027,0.411,0.017
6.602,0.162,0.391,0.05,0.016,6,1407,0.911,0.046,0.41,0.015
7.399,0.398,0.367,0.05,0.013,7,1549,45.721,0.001,0.41,0.021
4.368,0.091,0.217,0.014,0.046,4,1556,2.22,21.699,0.41,0.015
2.79,0.014,0.092,0.006,0.242,2,1508,1.078,34.198,0.41,0.015
1.856,0.098,0.051,0.003,0.182,7,998,35.699,0.995,0.41,0.023
4.785,0.114,0.294,0.018,0.196,6,1170,0.0,1.752,0.41,0.019
3.136,0.097,0.088,0.006,0.085,5,1868,33.423,0.0,0.41,0.014
5.944,0.052,0.368,0.027,0.048,7,1029,0.0,0.007,0.41,0.012
6.725,0.082,0.424,0.024,0.115,8,1093,0.006,0.001,0.41,0.015
2.033,0.073,0.069,0.004,0.265,2,1054,0.009,0.877,0.41,0.009
2.814,0.102,0.093,0.006,0.21,2,1488,5.866,0.086,0.41,0.018
4.064,0.114,0.223,0.015,0.098,7,741,0.014,1.444,0.41,0.011
1.052,0.033,0.036,0.001,0.255,5,546,39.665,56.681,0.409,0.031
2.856,0.152,0.077,0.007,0.124,9,1453,36.016,0.009,0.409,0.018
3.129,0.153,0.089,0.007,0.074,8,1574,45.987,3.063,0.409,0.027
5.829,0.135,0.302,0.023,0.03,5,1590,5.07,0.006,0.409,0.021
3.153,0.08,0.089,0.005,0.187,2,1810,17.296,0.035,0.409,0.023
2.557,0.059,0.06,0.003,0.141,6,1533,39.728,0.0,0.409,0.021
2.503,0.09,0.081,0.004,0.244,2,1319,8.07,0.001,0.409,0.018
3.194,0.055,0.101,0.006,0.205,2,1666,12.337,0.001,0.409,0.02
3.161,0.051,0.136,0.01,0.094,3,1420,0.215,0.007,0.409,0.022
2.836,0.07,0.06,0.003,0.203,5,1864,33.773,6.977,0.409,0.02
1.6,0.025,0.041,0.002,0.259,7,973,49.366,0.118,0.409,0.023
2.22,0.066,0.051,0.003,0.16,5,1423,52.84,56.465,0.409,0.028
4.611,0.028,0.242,0.015,0.051,7,778,0.074,0.135,0.409,0.016
2.043,0.039,0.071,0.005,0.249,2,1109,0.003,0.007,0.409,0.012
2.46,0.054,0.051,0.002,0.285,7,1628,48.864,2.022,0.409,0.019
9.009,0.424,0.412,0.054,0.013,9,772,0.033,0.0,0.409,0.021
4.449,0.031,0.236,0.015,0.247,6,892,1.32,0.262,0.408,0.018
3.249,0.053,0.166,0.011,0.119,7,553,0.001,0.0,0.408,0.024
2.029,0.111,0.048,0.002,0.189,5,1239,38.385,0.554,0.408,0.022
8.1,0.146,0.378,0.021,0.013,8,934,0.845,0.228,0.408,0.01
2.312,0.033,0.052,0.004,0.273,9,1394,51.324,0.002,0.408,0.023
3.96,0.024,0.198,0.016,0.085,8,520,0.061,0.0,0.408,0.017
1.053,0.038,0.034,0.001,0.197,5,527,48.227,0.012,0.408,0.021
5.489,0.149,0.223,0.015,0.018,8,615,0.661,0.0,0.408,0.008
1.885,0.035,0.084,0.005,0.084,3,831,0.08,4.686,0.408,0.018
2.928,0.078,0.096,0.006,0.16,2,1593,3.494,30.362,0.408,0.02
4.839,0.032,0.249,0.017,0.015,6,1003,0.209,0.329,0.407,0.016
5.566,0.107,0.282,0.019,0.016,6,1140,0.095,0.001,0.407,0.015
3.089,0.11,0.102,0.007,0.136,2,1685,1.002,0.201,0.407,0.008
2.434,0.057,0.081,0.005,0.231,2,1320,1.775,42.966,0.407,0.018
2.682,0.048,0.091,0.005,0.155,2,1511,0.02,0.1,0.407,0.009
1.849,0.044,0.099,0.006,0.182,5,541,0.003,0.548,0.407,0.027
4.571,0.182,0.224,0.012,0.023,7,710,0.004,0.005,0.406,0.012
6.643,0.054,0.391,0.029,0.028,6,1458,0.149,0.032,0.406,0.028
3.024,0.057,0.153,0.01,0.053,5,818,6.122,23.174,0.406,0.019
2.23,0.058,0.075,0.002,0.229,2,1164,0.0,36.637,0.406,0.017
2.353,0.029,0.118,0.008,0.096,5,626,5.22,0.654,0.406,0.024
1.681,0.086,0.041,0.002,0.291,9,971,53.589,11.41,0.406,0.021
2.338,0.048,0.078,0.005,0.183,2,1260,0.0,0.016,0.406,0.011
2.167,0.081,0.072,0.004,0.114,2,1105,15.901,12.047,0.405,0.025
1.857,0.033,0.065,0.005,0.21,2,1011,0.004,0.048,0.405,0.013
1.673,0.065,0.059,0.003,0.259,2,877,3.117,39.914,0.405,0.021
3.518,0.134,0.114,0.007,0.139,2,1839,1.665,0.001,0.405,0.009
2.069,0.088,0.053,0.002,0.149,4,1303,34.63,1.526,0.405,0.026
1.733,0.022,0.06,0.004,0.27,2,912,3.646,0.0,0.405,0.015
3.474,0.128,0.157,0.009,0.033,3,1598,0.0,8.17,0.405,0.025
2.099,0.041,0.071,0.005,0.256,2,1128,0.042,54.12,0.405,0.018
6.496,0.028,0.37,0.03,0.011,5,1794,1.151,0.0,0.405,0.024
3.252,0.162,0.085,0.004,0.063,5,1919,44.093,3.305,0.405,0.025
1.379,0.026,0.063,0.004,0.133,3,591,0.01,0.057,0.405,0.017
2.317,0.039,0.102,0.007,0.093,3,1044,0.001,0.008,0.404,0.017
1.498,0.055,0.053,0.004,0.278,2,757,0.007,0.139,0.404,0.012
2.968,0.077,0.062,0.003,0.166,5,1974,49.041,73.63,0.404,0.025
2.048,0.046,0.071,0.004,0.219,2,1113,0.0,68.682,0.404,0.021
3.541,0.166,0.116,0.008,0.067,2,1898,15.768,2.933,0.404,0.025
2.912,0.064,0.119,0.009,0.029,3,1216,38.826,6.46,0.404,0.033
2.322,0.054,0.079,0.005,0.205,2,1240,5.592,35.744,0.404,0.023
3.625,0.152,0.166,0.012,0.02,7,549,0.192,2.484,0.403,0.006
2.772,0.05,0.114,0.01,0.034,5,983,40.972,0.031,0.403,0.022
1.606,0.056,0.039,0.002,0.205,6,1013,57.885,0.04,0.403,0.023
2.58,0.053,0.121,0.008,0.032,4,910,0.013,0.002,0.403,0.025
7.578,0.142,0.426,0.03,0.011,6,1554,0.002,0.11,0.403,0.014
2.463,0.08,0.08,0.003,0.081,2,1333,29.044,5.373,0.403,0.024
1.945,0.071,0.085,0.005,0.057,3,825,3.386,0.0,0.402,0.02
1.117,0.022,0.035,0.002,0.177,3,601,47.545,0.013,0.402,0.029
1.551,0.047,0.075,0.004,0.04,4,533,0.0,5.764,0.402,0.031
1.752,0.061,0.045,0.003,0.186,6,1017,41.565,9.749,0.402,0.026
3.163,0.131,0.104,0.007,0.131,2,1696,0.946,0.131,0.402,0.009
1.548,0.028,0.054,0.003,0.138,2,797,23.997,29.992,0.402,0.027
1.498,0.02,0.053,0.003,0.196,2,796,0.001,0.059,0.402,0.009
2.898,0.48,0.052,0.002,0.287,3,1939,48.789,0.006,0.402,0.036
2.183,0.038,0.044,0.003,0.304,5,1554,53.946,0.022,0.402,0.025
1.409,0.046,0.051,0.004,0.233,2,734,3.135,63.186,0.402,0.024
3.324,0.074,0.113,0.007,0.14,2,1840,0.001,36.827,0.402,0.014
2.639,0.052,0.049,0.003,0.212,4,1859,57.02,0.003,0.401,0.028
1.326,0.037,0.049,0.003,0.263,2,678,0.102,0.016,0.401,0.007
5.308,0.055,0.302,0.025,0.011,5,1471,0.002,0.0,0.401,0.024
1.795,0.057,0.078,0.005,0.079,3,764,0.0,3.519,0.401,0.016
1.514,0.036,0.053,0.003,0.287,2,771,17.307,0.076,0.401,0.02
2.384,0.051,0.062,0.004,0.1,6,1379,44.744,0.0,0.401,0.023
1.305,0.033,0.06,0.004,0.096,3,561,0.253,32.447,0.401,0.036
1.76,0.038,0.08,0.006,0.085,3,767,0.009,0.004,0.401,0.015
1.931,0.045,0.067,0.005,0.182,2,1028,0.001,0.001,0.401,0.006
3.423,0.048,0.149,0.01,0.046,3,1538,0.003,0.0,0.401,0.012
7.031,0.276,0.255,0.02,0.011,9,544,0.0,52.512,0.401,0.016
2.887,0.135,0.06,0.004,0.176,8,1829,69.874,0.08,0.401,0.025
3.409,0.109,0.112,0.009,0.134,2,1860,0.032,80.275,0.401,0.024
2.492,0.088,0.127,0.008,0.034,5,692,0.0,0.005,0.401,0.023
2.176,0.066,0.064,0.002,0.118,9,1112,60.696,0.002,0.4,0.027
2.635,0.051,0.118,0.008,0.07,3,1199,0.154,0.068,0.4,0.013
4.469,0.084,0.238,0.019,0.022,5,1243,6.786,0.068,0.4,0.016
1.146,0.054,0.04,0.003,0.132,6,507,50.538,0.015,0.4,0.027
1.086,0.021,0.031,0.002,0.189,4,649,57.467,0.003,0.4,0.029
2.069,0.056,0.044,0.003,0.26,7,1315,61.009,8.958,0.4,0.024
2.735,0.133,0.061,0.002,0.121,5,1783,61.29,6.471,0.4,0.029
1.646,0.133,0.064,0.007,0.068,6,574,48.84,24.894,0.399,0.023
1.354,0.042,0.033,0.002,0.291,6,856,54.979,0.003,0.399,0.025
1.762,0.065,0.037,0.002,0.288,4,1204,54.055,0.131,0.399,0.026
1.269,0.065,0.046,0.003,0.298,2,644,0.839,12.83,0.399,0.016
2.997,0.145,0.078,0.005,0.085,8,1632,59.478,1.54,0.399,0.019
1.287,0.041,0.058,0.004,0.124,3,546,0.06,0.0,0.399,0.013
1.347,0.111,0.048,0.002,0.273,2,670,0.025,0.0,0.399,0.01
1.188,0.034,0.043,0.002,0.288,2,600,1.694,4.15,0.399,0.017
2.244,0.072,0.055,0.004,0.119,6,1369,50.936,3.166,0.399,0.023
1.673,0.048,0.075,0.005,0.104,3,744,0.0,0.044,0.398,0.016
3.618,0.07,0.172,0.011,0.015,4,1286,0.001,0.001,0.398,0.032
1.554,0.052,0.054,0.003,0.212,2,826,0.001,0.099,0.398,0.012
2.207,0.082,0.074,0.006,0.183,2,1190,0.003,38.247,0.397,0.019
1.862,0.044,0.089,0.007,0.043,4,648,0.171,40.017,0.397,0.038
3.932,0.169,0.174,0.012,0.035,3,1771,0.0,0.029,0.397,0.012
1.766,0.033,0.061,0.004,0.173,2,957,0.142,0.0,0.397,0.012
1.757,0.038,0.061,0.004,0.212,2,927,0.052,93.667,0.397,0.023
2.708,0.148,0.052,0.003,0.263,8,1859,68.328,0.005,0.397,0.022
2.325,0.054,0.08,0.005,0.131,2,1303,0.003,0.058,0.397,0.012
3.452,0.25,0.104,0.006,0.068,2,1851,32.033,58.613,0.397,0.027
2.366,0.084,0.059,0.002,0.102,3,1524,49.354,13.649,0.397,0.028
1.389,0.029,0.049,0.003,0.139,2,706,9.312,0.002,0.397,0.022
1.542,0.032,0.055,0.004,0.181,2,850,0.001,0.0,0.396,0.009
1.715,0.024,0.077,0.006,0.081,3,747,0.0,1.431,0.396,0.017
2.548,0.148,0.06,0.002,0.15,2,1672,33.802,0.055,0.396,0.027
5.346,0.162,0.283,0.021,0.016,4,1980,0.001,0.0,0.396,0.017
2.521,0.123,0.057,0.002,0.181,2,1615,33.42,0.111,0.396,0.025
0.991,0.023,0.031,0.001,0.247,7,528,75.769,8.857,0.396,0.031
2.017,0.044,0.049,0.003,0.125,3,1278,55.197,0.295,0.395,0.034
1.912,0.039,0.095,0.007,0.042,5,506,1.579,64.554,0.395,0.026
1.261,0.038,0.046,0.003,0.257,2,649,0.0,0.071,0.395,0.011
1.421,0.027,0.051,0.003,0.179,2,749,0.006,0.005,0.395,0.014
0.977,0.017,0.038,0.002,0.255,2,500,0.465,23.475,0.395,0.02
1.935,0.106,0.075,0.008,0.046,6,721,56.17,0.008,0.394,0.022
1.488,0.026,0.053,0.004,0.204,2,793,0.0,4.698,0.394,0.012
2.634,0.051,0.049,0.003,0.206,3,1865,66.991,0.005,0.394,0.03
2.646,0.082,0.102,0.012,0.03,6,932,69.126,8.786,0.394,0.027
4.284,0.091,0.198,0.012,0.018,3,1974,0.006,33.571,0.394,0.035
1.269,0.018,0.046,0.003,0.211,2,664,0.004,0.003,0.394,0.012
1.415,0.032,0.064,0.004,0.08,3,600,0.037,0.0,0.393,0.018
3.646,0.194,0.172,0.018,0.017,6,776,57.684,0.009,0.393,0.025
3.576,0.063,0.121,0.009,0.081,2,1967,0.012,0.293,0.393,0.009
1.44,0.015,0.037,0.003,0.123,4,892,64.108,0.03,0.393,0.03
1.663,0.058,0.051,0.004,0.104,7,813,69.419,0.001,0.393,0.02
1.583,0.023,0.038,0.003,0.176,6,1006,77.959,1.194,0.393,0.025
1.352,0.021,0.058,0.004,0.043,3,537,23.821,0.002,0.393,0.033
2.321,0.037,0.109,0.005,0.035,4,806,1.199,96.684,0.393,0.034
3.591,0.179,0.156,0.011,0.026,3,1575,0.165,88.281,0.392,0.037
2.528,0.089,0.082,0.005,0.086,2,1337,3.787,0.0,0.392,0.018
3.025,0.049,0.135,0.009,0.031,3,1355,0.44,0.0,0.392,0.017
1.39,0.035,0.05,0.003,0.177,2,715,1.822,0.0,0.392,0.012
2.014,0.061,0.042,0.003,0.153,4,1358,65.455,0.024,0.392,0.032
2.47,0.087,0.082,0.005,0.098,2,1329,0.011,0.249,0.392,0.01
1.414,0.026,0.051,0.003,0.185,2,742,0.0,0.0,0.391,0.018
2.567,0.066,0.087,0.005,0.094,2,1421,0.568,2.663,0.391,0.011
1.667,0.048,0.066,0.006,0.044,5,593,65.91,0.002,0.391,0.024
2.323,0.097,0.076,0.005,0.06,2,1220,13.561,0.001,0.391,0.02
2.92,0.053,0.063,0.004,0.093,6,1868,67.144,0.657,0.391,0.019
1.401,0.036,0.035,0.002,0.218,3,931,63.183,0.01,0.391,0.038
2.236,0.053,0.098,0.007,0.034,3,1002,0.0,4.514,0.391,0.026
1.569,0.021,0.038,0.002,0.281,2,1017,39.072,5.319,0.39,0.028
3.613,0.828,0.11,0.005,0.068,2,1752,0.01,0.0,0.39,0.017
1.528,0.033,0.053,0.003,0.166,2,771,0.529,0.104,0.39,0.014
2.985,0.099,0.133,0.009,0.027,3,1351,0.028,0.001,0.39,0.014
1.055,0.032,0.04,0.003,0.218,2,533,0.16,0.0,0.39,0.016
2.523,0.083,0.085,0.006,0.076,2,1378,0.0,42.041,0.39,0.021
1.54,0.027,0.054,0.003,0.128,2,790,0.921,0.567,0.389,0.018
4.296,0.12,0.182,0.014,0.011,3,1878,27.496,0.0,0.389,0.038
2.441,0.065,0.083,0.005,0.076,2,1340,0.002,0.0,0.389,0.016
1.093,0.035,0.031,0.002,0.158,3,661,70.985,0.22,0.389,0.036
2.318,0.036,0.107,0.008,0.019,4,807,1.012,0.001,0.389,0.032
3.524,0.111,0.152,0.009,0.019,3,1593,0.001,40.438,0.389,0.031
1.416,0.022,0.052,0.003,0.139,2,763,0.0,2.135,0.389,0.01
3.389,0.129,0.13,0.013,0.018,5,1353,68.174,0.07,0.389,0.031
1.517,0.044,0.043,0.002,0.161,2,878,37.501,0.002,0.388,0.027
2.665,0.063,0.089,0.007,0.063,2,1454,3.023,0.002,0.388,0.018
2.534,0.048,0.049,0.003,0.255,2,1830,44.081,0.002,0.388,0.028
1.88,0.038,0.039,0.001,0.163,3,1302,78.567,0.001,0.388,0.032
2.638,0.048,0.089,0.004,0.073,2,1476,0.001,0.59,0.387,0.015
1.222,0.032,0.045,0.002,0.129,2,631,0.0,0.867,0.387,0.018
1.281,0.039,0.06,0.003,0.064,3,554,0.246,0.074,0.387,0.019
2.029,0.099,0.048,0.003,0.091,4,1268,68.625,0.023,0.387,0.03
3.001,0.082,0.099,0.006,0.053,2,1641,0.002,1.248,0.386,0.016
1.407,0.049,0.033,0.001,0.292,2,914,46.438,7.887,0.386,0.031
2.435,0.025,0.044,0.002,0.285,4,1723,90.659,0.035,0.386,0.027
2.891,0.113,0.127,0.01,0.022,3,1284,1.376,1.253,0.386,0.02
2.075,0.058,0.071,0.004,0.091,2,1091,0.104,0.216,0.385,0.015
2.175,0.04,0.041,0.002,0.239,5,1565,94.092,17.297,0.385,0.029
2.402,0.119,0.05,0.003,0.152,7,1610,96.565,0.259,0.385,0.026
2.02,0.078,0.069,0.004,0.107,2,1065,0.324,4.844,0.385,0.013
1.781,0.082,0.039,0.002,0.167,5,1163,90.775,0.013,0.385,0.027
3.667,0.067,0.161,0.012,0.017,3,1648,0.35,84.198,0.384,0.035
2.355,0.037,0.044,0.003,0.174,4,1639,82.347,5.144,0.384,0.031
1.901,0.059,0.049,0.002,0.07,3,1139,75.601,3.944,0.384,0.029
2.774,0.045,0.055,0.004,0.134,6,1929,86.392,14.466,0.384,0.025
1.798,0.056,0.063,0.005,0.083,2,970,0.004,0.022,0.384,0.012
1.865,0.041,0.062,0.003,0.057,2,945,21.97,0.001,0.384,0.019
2.397,0.088,0.081,0.005,0.053,2,1316,0.013,0.252,0.383,0.016
1.136,0.046,0.034,0.003,0.113,4,613,84.213,68.887,0.381,0.028
1.89,0.034,0.065,0.004,0.075,2,1002,0.103,4.369,0.381,0.013
1.57,0.04,0.039,0.001,0.164,2,981,46.131,0.003,0.381,0.028
1.75,0.032,0.062,0.004,0.074,2,960,0.001,22.415,0.38,0.012
2.699,0.098,0.059,0.005,0.099,7,1768,88.052,0.006,0.38,0.028
1.979,0.05,0.043,0.003,0.105,4,1334,92.424,1.41,0.379,0.033
2.887,0.094,0.097,0.006,0.046,2,1594,0.0,0.001,0.378,0.013
1.592,0.035,0.037,0.002,0.131,3,1079,84.459,0.053,0.378,0.033
1.762,0.034,0.061,0.003,0.053,2,916,24.666,25.932,0.378,0.018
1.925,0.065,0.069,0.006,0.063,2,1025,0.111,0.001,0.377,0.015
1.671,0.037,0.058,0.004,0.081,2,882,0.174,79.894,0.377,0.014
3.408,0.076,0.11,0.006,0.019,2,1797,55.222,0.0,0.377,0.027
1.223,0.018,0.045,0.002,0.096,2,659,1.501,0.002,0.376,0.012
2.722,0.046,0.051,0.003,0.176,2,1988,58.528,0.0,0.376,0.023
1.613,0.039,0.056,0.003,0.05,2,843,41.962,0.03,0.376,0.022
1.697,0.057,0.079,0.006,0.016,4,571,0.001,0.0,0.375,0.047
1.404,0.015,0.05,0.003,0.086,2,726,0.619,0.001,0.375,0.011
2.54,0.123,0.058,0.002,0.072,2,1638,52.744,0.086,0.374,0.024
1.457,0.073,0.042,0.002,0.065,2,857,68.12,0.004,0.373,0.023
1.139,0.025,0.043,0.003,0.092,2,588,0.587,0.001,0.372,0.013
1.199,0.036,0.055,0.003,0.039,3,510,0.001,0.001,0.372,0.016
2.631,0.067,0.115,0.009,0.017,3,1194,0.006,2.642,0.369,0.018
1.162,0.02,0.043,0.002,0.082,2,579,0.0,0.04,0.368,0.015
1.513,0.026,0.067,0.005,0.023,3,647,0.001,9.085,0.368,0.03
2.124,0.035,0.072,0.004,0.047,2,1148,0.497,1.691,0.368,0.009
2.19,0.048,0.074,0.004,0.034,2,1191,9.023,3.608,0.368,0.019
2.315,0.021,0.107,0.007,0.011,4,809,0.0,0.004,0.367,0.042
1.565,0.028,0.073,0.005,0.015,4,509,0.002,0.021,0.364,0.039
1.193,0.041,0.044,0.003,0.073,2,597,2.489,0.029,0.364,0.01
1.965,0.053,0.083,0.005,0.013,3,829,4.625,1.282,0.364,0.019
2.421,0.033,0.044,0.002,0.188,2,1783,91.924,1.076,0.362,0.023
1.803,0.065,0.063,0.003,0.048,2,981,0.272,0.003,0.362,0.009
2.848,0.038,0.124,0.008,0.016,3,1296,0.001,0.007,0.362,0.014
3.325,0.094,0.112,0.007,0.021,2,1824,2.574,0.0,0.361,0.014
1.428,0.028,0.051,0.003,0.058,2,754,0.001,0.0,0.36,0.011
1.275,0.021,0.058,0.003,0.032,3,540,0.001,0.008,0.357,0.017
3.438,0.047,0.119,0.009,0.019,2,1958,0.001,5.058,0.355,0.013
2.246,0.097,0.043,0.003,0.128,2,1614,94.778,15.556,0.354,0.029
3.17,0.094,0.106,0.006,0.02,2,1771,0.013,0.004,0.354,0.011
3.506,0.059,0.115,0.008,0.017,2,1935,0.001,0.343,0.352,0.013
3.228,0.068,0.11,0.006,0.011,2,1771,18.075,0.0,0.348,0.02
2.951,0.062,0.099,0.007,0.015,2,1622,0.042,73.885,0.348,0.02
1.148,0.035,0.045,0.004,0.059,2,589,0.0,0.373,0.347,0.007
2.328,0.055,0.078,0.005,0.022,2,1289,0.0,0.001,0.343,0.012
2.891,0.058,0.1,0.006,0.014,2,1595,0.005,0.046,0.332,0.007
2.76,0.06,0.094,0.006,0.012,2,1559,0.068,0.002,0.327,0.003
1.316,0.03,0.048,0.003,0.011,2,686,2.111,16.522,0.263,0.034
