mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
3.438,1.18,0.163,0.071,0.097,3,1374,0.118,15.525,0.073,0.04
5.731,0.102,0.393,0.027,0.159,7,1373,0.023,0.0,0.073,0.017
4.614,1.535,0.267,0.082,0.268,5,1162,0.004,17.591,0.073,0.006
3.796,0.05,0.235,0.014,0.11,6,1002,0.003,0.382,0.073,0.01
6.452,0.239,0.387,0.031,0.235,7,1677,0.122,0.011,0.073,0.021
3.462,0.061,0.22,0.014,0.14,8,618,0.208,0.0,0.073,0.022
6.87,2.186,0.423,0.117,0.265,6,1413,0.002,20.479,0.073,0.016
2.494,0.069,0.129,0.011,0.218,6,573,1.692,0.049,0.073,0.015
3.451,1.134,0.163,0.05,0.247,6,892,1.32,0.262,0.073,0.021
6.881,2.386,0.4,0.157,0.252,8,1395,0.203,0.167,0.073,0.02
6.045,0.096,0.453,0.027,0.217,7,1522,0.001,0.035,0.073,0.014
7.202,2.432,0.563,0.188,0.28,9,992,0.0,1.934,0.073,0.025
2.447,0.758,0.137,0.057,0.298,5,600,0.006,0.008,0.073,0.011
6.318,1.988,0.365,0.117,0.252,5,1617,0.049,0.02,0.073,0.013
1.749,0.022,0.081,0.005,0.135,3,826,0.001,0.326,0.073,0.045
1.881,0.049,0.086,0.007,0.234,4,690,4.313,0.009,0.073,0.015
12.61,3.758,1.399,0.765,0.125,9,1862,0.058,0.057,0.073,0.019
5.3,0.077,0.329,0.023,0.258,6,1282,0.064,19.108,0.073,0.017
3.523,1.284,0.123,0.047,0.094,2,1421,0.568,2.663,0.072,0.021
7.955,2.314,0.524,0.069,0.164,7,1523,0.015,1.979,0.072,0.02
7.099,0.12,0.494,0.045,0.054,6,1920,0.001,0.038,0.072,0.023
4.633,0.076,0.277,0.017,0.18,6,1159,0.149,6.016,0.072,0.015
10.666,3.24,0.77,0.238,0.081,7,1818,0.06,0.006,0.072,0.017
8.251,0.183,0.664,0.042,0.088,9,1439,0.136,0.009,0.072,0.015
6.467,0.087,0.436,0.027,0.065,6,1740,0.0,2.184,0.072,0.024
3.918,0.047,0.221,0.016,0.157,6,913,0.992,13.36,0.072,0.012
4.401,0.044,0.268,0.018,0.067,6,1132,0.1,0.116,0.072,0.017
5.91,0.082,0.427,0.026,0.112,7,1321,0.082,0.003,0.072,0.016
3.266,0.07,0.183,0.011,0.276,5,988,0.005,0.001,0.072,0.009
6.738,0.112,0.497,0.035,0.062,7,1512,0.024,0.73,0.072,0.014
2.525,0.803,0.15,0.06,0.202,6,526,0.001,0.002,0.072,0.017
2.222,0.325,0.092,0.005,0.15,3,930,3.998,15.463,0.072,0.029
9.928,3.342,0.858,0.292,0.239,9,1562,0.0,0.0,0.072,0.021
9.976,3.508,0.598,0.045,0.151,7,1979,0.039,0.002,0.072,0.017
5.497,0.089,0.413,0.029,0.192,8,1174,0.0,0.989,0.072,0.019
13.454,4.032,0.812,0.147,0.285,9,1313,0.001,96.191,0.072,0.026
5.168,0.093,0.408,0.027,0.194,9,1027,0.001,0.686,0.072,0.018
3.369,0.089,0.187,0.01,0.162,8,507,1.007,0.002,0.072,0.022
1.854,0.089,0.081,0.005,0.214,7,552,5.525,0.188,0.072,0.03
8.229,0.153,0.663,0.035,0.093,9,1674,0.008,0.001,0.072,0.017
4.308,0.078,0.237,0.016,0.231,5,1282,0.126,2.326,0.072,0.02
9.381,0.281,0.698,0.035,0.177,9,1950,0.074,0.005,0.072,0.015
10.072,3.371,0.729,0.217,0.18,7,1767,0.001,0.008,0.072,0.01
4.136,0.041,0.279,0.018,0.28,8,776,0.022,3.834,0.072,0.019
4.79,0.163,0.209,0.018,0.267,5,1907,0.573,0.125,0.072,0.022
5.085,0.112,0.303,0.022,0.082,6,1266,0.012,27.76,0.072,0.017
3.451,0.959,0.172,0.07,0.274,6,902,1.711,1.207,0.072,0.017
6.658,2.283,0.461,0.171,0.108,7,1095,0.004,0.692,0.072,0.013
1.959,0.704,0.097,0.026,0.125,4,600,0.046,0.004,0.072,0.016
8.355,2.72,0.451,0.15,0.131,7,1886,0.503,0.002,0.072,0.018
8.224,0.091,0.554,0.038,0.183,7,1704,0.001,16.853,0.072,0.024
3.527,0.113,0.116,0.007,0.131,5,1906,7.747,5.984,0.072,0.021
6.446,0.086,0.408,0.036,0.066,6,1619,0.086,5.472,0.072,0.016
5.994,0.092,0.383,0.028,0.154,6,1639,0.0,0.0,0.072,0.017
5.426,0.675,0.256,0.018,0.158,4,1899,1.525,72.494,0.072,0.015
4.661,0.066,0.293,0.02,0.047,6,1201,0.051,9.164,0.071,0.021
6.297,0.085,0.488,0.028,0.267,9,1249,0.036,0.001,0.071,0.021
4.461,0.044,0.19,0.015,0.22,7,1743,0.84,0.255,0.071,0.019
12.8,0.216,0.936,0.058,0.309,9,1924,0.002,21.16,0.071,0.018
3.364,0.052,0.117,0.008,0.081,2,1967,0.012,0.293,0.071,0.03
1.579,0.041,0.055,0.004,0.307,5,792,7.395,0.002,0.071,0.022
11.302,3.483,0.887,0.318,0.188,8,1825,0.001,7.388,0.071,0.018
4.457,1.492,0.29,0.091,0.165,7,839,0.018,0.027,0.071,0.02
2.378,0.207,0.11,0.011,0.157,6,715,4.69,1.091,0.071,0.027
8.45,0.139,0.523,0.046,0.175,6,1972,0.56,5.72,0.071,0.013
4.473,0.06,0.274,0.02,0.211,6,1108,0.0,25.13,0.071,0.018
10.134,3.489,0.784,0.286,0.263,8,1560,0.025,0.465,0.071,0.017
3.23,0.049,0.126,0.012,0.23,7,1302,2.058,0.0,0.071,0.02
6.819,0.107,0.379,0.02,0.241,5,1876,0.188,0.377,0.071,0.015
6.878,0.125,0.475,0.026,0.159,6,1822,0.011,1.352,0.071,0.016
4.156,0.041,0.247,0.018,0.124,5,1300,0.008,24.548,0.071,0.01
4.08,0.056,0.232,0.015,0.044,7,739,1.623,0.0,0.071,0.023
2.628,0.037,0.161,0.01,0.119,7,553,0.001,0.0,0.071,0.01
6.087,0.1,0.391,0.029,0.23,6,1620,0.008,1.153,0.071,0.012
5.238,0.087,0.385,0.024,0.115,8,1093,0.006,0.001,0.071,0.017
4.204,1.419,0.205,0.092,0.197,8,1000,1.167,0.006,0.071,0.019
2.547,0.042,0.089,0.005,0.073,2,1476,0.001,0.59,0.071,0.02
2.905,0.048,0.084,0.006,0.302,3,1792,6.365,0.091,0.071,0.032
4.403,0.032,0.276,0.02,0.196,6,1170,0.0,1.752,0.071,0.02
3.312,0.062,0.253,0.016,0.218,9,648,0.0,0.013,0.071,0.021
8.874,0.117,0.708,0.045,0.104,8,1955,0.0,0.437,0.071,0.017
6.064,2.103,0.251,0.084,0.25,7,1891,0.667,0.037,0.071,0.021
4.41,0.228,0.242,0.016,0.234,7,1095,0.279,0.002,0.071,0.018
4.937,0.302,0.256,0.021,0.101,9,838,2.966,0.467,0.071,0.018
4.859,0.076,0.346,0.023,0.108,8,998,0.002,0.0,0.071,0.016
4.703,0.214,0.175,0.01,0.203,9,1880,2.294,1.729,0.07,0.022
4.896,0.454,0.246,0.015,0.033,5,1580,9.883,0.248,0.07,0.015
3.009,0.1,0.114,0.006,0.253,6,1328,2.736,0.089,0.07,0.015
6.584,0.119,0.407,0.037,0.135,8,1573,0.239,0.001,0.07,0.018
1.462,0.494,0.056,0.023,0.298,2,644,0.839,12.83,0.07,0.037
7.241,0.162,0.595,0.038,0.262,9,1296,0.001,5.202,0.07,0.019
9.182,3.169,0.738,0.227,0.096,9,1305,0.002,0.009,0.07,0.018
4.956,1.76,0.312,0.112,0.304,6,947,0.004,0.008,0.07,0.013
1.967,0.717,0.069,0.025,0.139,2,763,0.0,2.135,0.07,0.025
7.551,0.083,0.653,0.035,0.257,9,1663,0.002,0.036,0.07,0.024
7.301,0.079,0.464,0.033,0.055,7,1313,2.91,8.211,0.07,0.022
4.225,0.095,0.278,0.018,0.127,7,925,0.039,0.94,0.07,0.016
10.267,3.502,0.807,0.213,0.139,8,1980,0.0,0.174,0.07,0.018
4.04,1.372,0.205,0.067,0.178,4,1261,0.009,0.0,0.07,0.009
5.354,1.644,0.296,0.109,0.179,7,1081,0.704,0.001,0.07,0.017
7.017,0.125,0.468,0.027,0.102,7,1454,0.273,0.015,0.07,0.017
4.717,1.569,0.322,0.124,0.196,7,780,0.001,0.056,0.07,0.024
10.55,3.295,0.784,0.29,0.128,7,1899,0.0,0.687,0.07,0.018
6.602,0.154,0.53,0.03,0.09,9,1289,0.002,0.024,0.07,0.02
3.061,1.022,0.115,0.037,0.218,6,1105,4.582,0.004,0.07,0.022
3.816,0.132,0.162,0.013,0.196,4,1666,5.017,33.178,0.07,0.013
8.374,0.064,0.613,0.04,0.23,9,1158,0.008,26.909,0.07,0.021
5.104,0.204,0.234,0.025,0.249,9,1324,1.679,7.915,0.07,0.023
18.661,5.629,1.202,0.302,0.169,9,1940,0.347,42.032,0.07,0.024
8.011,0.114,0.621,0.039,0.258,7,1855,0.0,2.744,0.07,0.007
6.108,0.091,0.504,0.028,0.288,9,1335,0.001,0.005,0.07,0.011
5.533,0.079,0.329,0.019,0.077,5,1747,0.303,2.406,0.07,0.016
3.207,0.048,0.173,0.012,0.053,4,1287,0.037,0.8,0.07,0.032
4.256,0.062,0.261,0.016,0.142,6,1127,0.024,0.089,0.07,0.019
1.218,0.02,0.058,0.004,0.124,3,546,0.06,0.0,0.07,0.033
3.551,0.202,0.157,0.017,0.182,7,1168,2.63,0.598,0.07,0.02
5.661,0.06,0.328,0.022,0.097,5,1773,0.023,48.93,0.07,0.016
7.2,0.101,0.642,0.041,0.154,9,1520,0.001,0.052,0.07,0.014
2.024,0.022,0.108,0.007,0.158,5,596,0.902,0.325,0.07,0.01
4.506,0.053,0.255,0.018,0.221,5,1365,0.018,0.0,0.07,0.006
11.126,0.156,0.909,0.054,0.132,9,1923,0.0,5.936,0.07,0.022
2.808,0.888,0.089,0.032,0.244,2,1319,8.07,0.001,0.07,0.041
3.784,1.479,0.103,0.049,0.237,8,1867,11.95,3.652,0.07,0.027
1.919,0.639,0.09,0.035,0.081,3,747,0.0,1.431,0.07,0.038
9.066,2.837,0.514,0.147,0.085,7,1909,0.633,0.001,0.069,0.018
5.505,0.084,0.311,0.025,0.03,5,1590,5.07,0.006,0.069,0.016
8.249,0.199,0.629,0.037,0.073,7,1935,0.0,0.222,0.069,0.021
3.068,0.039,0.165,0.011,0.27,5,878,1.358,33.658,0.069,0.012
3.477,1.121,0.182,0.069,0.236,5,791,0.007,0.955,0.069,0.021
4.721,0.069,0.305,0.025,0.06,7,984,0.013,5.517,0.069,0.025
2.674,0.941,0.129,0.054,0.255,6,592,3.158,0.001,0.069,0.013
4.781,0.267,0.268,0.032,0.171,9,1198,0.37,0.001,0.069,0.02
5.312,0.082,0.33,0.022,0.275,6,1387,0.009,1.532,0.069,0.013
6.338,2.131,0.496,0.172,0.302,8,1202,0.001,0.286,0.069,0.017
3.752,0.071,0.288,0.016,0.202,9,739,0.005,0.031,0.069,0.017
7.81,2.275,0.474,0.137,0.143,7,1365,0.04,0.0,0.069,0.018
2.782,0.052,0.179,0.011,0.15,7,627,0.004,0.001,0.069,0.019
4.43,1.559,0.207,0.077,0.035,3,1771,0.0,0.029,0.069,0.046
7.9,0.179,0.661,0.037,0.21,8,1865,0.0,0.001,0.069,0.022
8.785,2.456,0.546,0.156,0.231,7,1550,0.667,8.23,0.069,0.023
3.335,0.121,0.177,0.007,0.209,8,743,0.682,0.039,0.069,0.02
4.198,0.059,0.154,0.016,0.242,9,1779,3.352,4.238,0.069,0.018
14.929,0.25,1.011,0.064,0.232,9,1923,0.503,23.117,0.069,0.023
4.322,1.322,0.264,0.103,0.065,5,1156,0.002,1.415,0.069,0.023
3.82,0.047,0.228,0.016,0.196,6,979,0.058,0.0,0.069,0.008
5.748,0.079,0.36,0.035,0.302,8,882,0.187,23.817,0.069,0.019
12.952,4.008,0.927,0.249,0.11,8,1870,0.035,15.309,0.069,0.017
7.544,0.149,0.563,0.034,0.206,7,1844,0.002,0.653,0.069,0.015
3.581,0.112,0.129,0.006,0.251,6,1705,5.765,20.407,0.069,0.019
4.142,1.372,0.264,0.102,0.085,8,520,0.061,0.0,0.069,0.023
10.398,0.157,0.832,0.058,0.109,9,1798,0.0,4.329,0.069,0.016
7.045,2.485,0.44,0.154,0.081,5,1634,0.017,7.402,0.069,0.022
7.634,0.103,0.564,0.031,0.303,9,1183,0.003,13.482,0.069,0.019
5.429,1.83,0.356,0.125,0.099,7,871,0.002,0.187,0.069,0.014
8.264,2.356,0.411,0.139,0.134,8,1939,1.599,3.477,0.069,0.019
6.201,0.069,0.42,0.02,0.094,7,1449,0.013,0.003,0.068,0.017
9.356,3.076,0.74,0.181,0.095,9,1507,0.043,0.012,0.068,0.016
6.098,0.114,0.389,0.023,0.227,7,1283,0.16,0.443,0.068,0.014
8.418,2.601,0.509,0.183,0.079,6,1704,0.678,0.134,0.068,0.015
3.715,1.416,0.239,0.085,0.208,7,690,0.0,0.0,0.068,0.013
6.26,0.108,0.385,0.03,0.027,6,1590,0.0,0.002,0.068,0.016
11.956,0.148,0.865,0.053,0.298,9,1745,0.152,12.581,0.068,0.015
4.103,0.062,0.211,0.015,0.046,4,1556,2.22,21.699,0.068,0.04
6.363,2.072,0.432,0.073,0.073,8,1053,0.002,0.104,0.068,0.016
6.063,1.936,0.341,0.116,0.195,8,1167,0.444,0.92,0.068,0.017
3.723,0.04,0.193,0.013,0.078,8,519,2.344,0.138,0.068,0.027
8.436,0.103,0.62,0.049,0.076,7,1803,0.012,8.178,0.068,0.021
4.679,0.084,0.271,0.016,0.115,5,1456,0.0,0.001,0.068,0.015
7.561,0.168,0.661,0.042,0.132,9,1617,0.0,0.017,0.068,0.013
7.216,2.403,0.441,0.133,0.086,5,1907,0.028,0.25,0.068,0.012
4.426,1.57,0.195,0.063,0.123,3,1699,4.417,11.74,0.068,0.031
3.012,0.059,0.174,0.011,0.1,5,967,0.0,0.198,0.068,0.017
8.219,0.328,0.514,0.019,0.08,8,1944,0.589,0.0,0.068,0.017
6.296,1.978,0.464,0.184,0.149,9,874,0.002,4.249,0.068,0.017
9.7,0.589,0.645,0.045,0.057,8,1530,2.472,1.848,0.068,0.019
5.457,1.724,0.356,0.142,0.072,7,994,0.111,0.018,0.068,0.019
6.006,0.097,0.388,0.027,0.027,5,1954,0.012,11.925,0.068,0.027
6.119,0.087,0.433,0.028,0.083,7,1438,0.001,0.007,0.068,0.015
5.648,2.09,0.291,0.122,0.108,6,1137,3.206,0.003,0.067,0.018
6.198,0.275,0.293,0.023,0.286,8,1672,1.981,25.548,0.067,0.015
4.435,0.786,0.302,0.119,0.173,8,673,0.394,0.487,0.067,0.017
2.27,0.026,0.102,0.006,0.138,3,1090,0.001,45.346,0.067,0.035
8.355,2.789,0.492,0.163,0.183,6,1445,0.0,62.541,0.067,0.011
12.132,4.249,1.023,0.332,0.1,9,1804,0.0,0.119,0.067,0.014
5.78,1.761,0.403,0.125,0.184,8,907,0.011,4.215,0.067,0.018
7.835,2.509,0.417,0.039,0.121,9,1556,0.351,0.005,0.067,0.019
2.321,0.056,0.082,0.005,0.076,2,1340,0.002,0.0,0.067,0.021
8.551,2.103,0.612,0.2,0.094,6,1912,0.129,1.127,0.067,0.015
2.59,0.081,0.074,0.003,0.185,5,1569,9.46,0.054,0.067,0.014
1.443,0.02,0.052,0.003,0.128,2,790,0.921,0.567,0.067,0.021
11.937,4.012,0.89,0.268,0.098,8,1683,0.126,0.028,0.067,0.013
2.376,0.04,0.139,0.01,0.142,6,608,0.011,0.0,0.067,0.021
10.353,3.484,0.526,0.166,0.147,8,1641,4.745,64.972,0.067,0.021
2.313,0.046,0.129,0.008,0.131,5,709,0.069,0.006,0.067,0.017
7.527,0.088,0.481,0.03,0.06,6,1775,1.101,0.244,0.067,0.013
1.565,0.03,0.078,0.004,0.235,4,570,0.002,0.109,0.067,0.017
2.397,0.038,0.137,0.008,0.132,6,590,0.218,0.001,0.067,0.016
2.752,0.98,0.066,0.019,0.304,5,1499,12.463,3.113,0.067,0.022
5.176,0.116,0.313,0.018,0.037,5,1650,0.3,0.008,0.067,0.028
7.305,2.557,0.528,0.188,0.218,7,1292,0.001,0.0,0.067,0.015
6.902,2.229,0.474,0.151,0.086,7,1346,0.002,0.002,0.067,0.02
1.618,0.033,0.075,0.004,0.079,3,764,0.0,3.519,0.067,0.047
11.697,3.8,0.871,0.251,0.036,9,1402,0.027,0.012,0.067,0.015
5.779,0.427,0.343,0.039,0.048,5,1732,0.001,0.0,0.067,0.019
6.376,0.095,0.365,0.029,0.234,9,752,0.0,85.532,0.067,0.015
5.871,0.115,0.326,0.023,0.111,6,1606,1.445,1.155,0.066,0.019
2.707,0.922,0.139,0.047,0.096,5,626,5.22,0.654,0.066,0.018
7.675,0.088,0.483,0.038,0.174,7,1444,0.717,7.183,0.066,0.018
4.86,0.123,0.29,0.021,0.051,8,802,0.0,13.624,0.066,0.024
8.423,2.724,0.5,0.15,0.12,8,1373,0.39,0.008,0.066,0.018
6.592,0.334,0.344,0.029,0.288,9,1243,1.75,24.926,0.066,0.014
6.661,1.656,0.453,0.169,0.063,7,1205,0.3,0.059,0.066,0.013
4.24,1.42,0.287,0.096,0.102,9,587,0.017,0.0,0.066,0.018
4.125,0.051,0.217,0.015,0.186,7,713,3.067,50.942,0.066,0.017
6.864,2.251,0.394,0.076,0.074,7,1081,1.253,3.147,0.066,0.027
5.645,1.836,0.339,0.103,0.052,5,1507,0.0,0.0,0.066,0.019
4.724,0.254,0.203,0.016,0.296,7,1513,4.579,72.125,0.066,0.018
3.168,0.07,0.109,0.007,0.14,2,1840,0.001,36.827,0.066,0.038
3.283,0.025,0.186,0.013,0.268,7,619,0.053,25.153,0.066,0.012
9.572,3.126,0.624,0.211,0.086,6,1815,0.001,5.304,0.066,0.014
1.789,0.034,0.083,0.005,0.084,3,831,0.08,4.686,0.066,0.039
7.805,0.244,0.455,0.04,0.074,7,1723,1.346,0.116,0.066,0.018
4.579,0.065,0.26,0.017,0.157,6,1081,0.227,54.449,0.066,0.016
10.794,0.162,0.757,0.06,0.242,8,1786,0.001,24.758,0.066,0.018
6.318,0.102,0.39,0.028,0.194,6,1509,0.075,46.792,0.066,0.01
9.174,3.083,0.677,0.186,0.249,8,1242,0.002,7.807,0.066,0.013
8.886,0.646,0.629,0.067,0.219,8,1744,0.264,3.63,0.066,0.016
3.153,0.043,0.188,0.012,0.049,7,639,0.002,0.0,0.066,0.018
7.935,2.083,0.563,0.178,0.118,7,1400,0.038,0.001,0.066,0.012
4.455,0.107,0.266,0.016,0.053,5,1424,0.011,0.674,0.066,0.015
6.082,2.162,0.291,0.091,0.153,9,1462,0.729,0.067,0.066,0.021
5.243,0.053,0.354,0.025,0.048,7,1136,0.008,0.016,0.066,0.015
5.518,1.734,0.393,0.126,0.087,9,810,0.0,0.0,0.065,0.014
12.24,4.06,0.979,0.353,0.162,9,1694,0.001,2.407,0.065,0.018
2.241,0.042,0.112,0.007,0.184,4,838,0.001,62.426,0.065,0.022
2.909,0.075,0.163,0.011,0.268,9,548,0.449,0.0,0.065,0.016
10.433,2.819,0.747,0.142,0.063,8,1658,0.129,1.004,0.065,0.013
8.201,0.342,0.586,0.035,0.116,7,1758,0.228,0.06,0.065,0.019
8.995,2.985,0.635,0.188,0.196,8,1501,0.075,0.758,0.065,0.014
2.485,0.033,0.157,0.009,0.149,7,534,0.002,0.245,0.065,0.015
3.82,1.324,0.224,0.068,0.263,8,524,0.01,14.875,0.065,0.017
4.279,1.517,0.174,0.057,0.138,6,1197,6.127,0.351,0.065,0.018
3.078,1.025,0.178,0.055,0.296,7,502,0.0,19.741,0.065,0.018
11.349,3.592,0.687,0.197,0.037,8,1305,0.013,43.293,0.065,0.023
5.481,1.763,0.383,0.157,0.093,7,1039,0.001,0.005,0.065,0.016
6.473,0.114,0.431,0.043,0.148,8,1127,0.002,13.381,0.065,0.019
6.813,2.182,0.439,0.119,0.047,7,1239,0.002,0.002,0.065,0.014
3.412,0.031,0.218,0.014,0.098,7,741,0.014,1.444,0.065,0.022
6.164,1.891,0.369,0.144,0.032,5,1426,0.74,0.602,0.065,0.022
6.033,0.123,0.424,0.026,0.101,6,1588,0.002,1.598,0.065,0.014
5.253,0.085,0.242,0.021,0.144,8,1637,1.578,0.44,0.065,0.016
1.45,0.02,0.073,0.005,0.093,4,531,0.763,0.0,0.065,0.03
6.823,0.113,0.395,0.024,0.062,9,855,1.123,0.09,0.065,0.021
9.849,3.092,0.751,0.248,0.051,8,1700,0.001,0.004,0.065,0.015
6.356,0.082,0.447,0.027,0.046,6,1665,0.001,0.001,0.065,0.014
3.742,0.057,0.214,0.014,0.095,7,712,1.067,1.251,0.064,0.02
3.381,0.037,0.175,0.012,0.134,4,1305,0.0,76.318,0.064,0.023
4.373,1.645,0.224,0.097,0.163,5,1170,1.873,0.001,0.064,0.01
6.273,1.689,0.37,0.023,0.106,9,882,0.171,0.145,0.064,0.017
9.485,0.155,0.788,0.049,0.189,9,1941,0.033,0.0,0.064,0.016
5.767,1.961,0.296,0.128,0.063,7,1249,6.873,0.01,0.064,0.025
4.829,0.12,0.305,0.019,0.244,6,1324,0.002,0.0,0.064,0.011
12.642,4.105,0.816,0.205,0.048,8,1480,0.251,16.97,0.064,0.022
2.036,0.084,0.067,0.005,0.309,9,980,8.175,0.0,0.064,0.025
6.809,2.35,0.399,0.15,0.131,5,1462,0.0,96.314,0.064,0.008
5.843,0.138,0.366,0.027,0.046,5,1846,0.002,54.319,0.064,0.017
5.608,0.05,0.37,0.028,0.17,9,828,0.0,13.306,0.064,0.02
7.688,0.094,0.539,0.036,0.037,9,1160,0.14,0.004,0.064,0.02
7.975,2.365,0.538,0.132,0.16,8,1151,0.29,4.728,0.064,0.018
1.783,0.05,0.082,0.005,0.118,4,612,8.431,6.312,0.064,0.017
10.22,0.16,0.676,0.041,0.074,9,1395,0.635,2.301,0.064,0.017
3.286,0.025,0.203,0.014,0.295,7,678,0.0,9.586,0.064,0.012
2.469,0.849,0.077,0.03,0.25,9,1049,12.734,0.02,0.063,0.032
3.587,0.077,0.208,0.015,0.253,8,561,0.434,10.37,0.063,0.012
5.62,0.101,0.341,0.02,0.066,5,1800,0.005,0.583,0.063,0.016
5.206,1.751,0.32,0.111,0.051,7,778,0.074,0.135,0.063,0.017
3.591,0.175,0.13,0.016,0.156,7,1648,5.749,0.0,0.063,0.016
8.11,2.675,0.507,0.198,0.061,6,1505,0.222,1.827,0.063,0.019
10.738,3.689,0.726,0.205,0.042,9,1192,0.004,2.707,0.063,0.02
4.334,0.042,0.277,0.017,0.17,7,939,0.122,0.294,0.063,0.017
8.417,0.143,0.663,0.04,0.051,9,1456,0.023,0.235,0.063,0.013
3.532,0.66,0.149,0.01,0.046,3,1538,0.003,0.0,0.063,0.031
3.329,0.19,0.09,0.001,0.225,6,1969,7.777,2.924,0.063,0.014
10.414,3.59,0.803,0.173,0.049,9,1523,0.025,0.001,0.063,0.015
8.635,0.13,0.702,0.041,0.072,9,1571,0.064,0.002,0.063,0.012
2.891,0.055,0.176,0.011,0.09,8,505,0.05,0.308,0.063,0.022
3.175,0.062,0.188,0.013,0.069,5,1026,0.007,0.01,0.063,0.018
14.878,4.809,0.985,0.326,0.022,9,1577,0.058,3.367,0.063,0.028
10.744,3.66,0.664,0.279,0.082,9,1847,0.48,0.188,0.063,0.016
1.878,0.027,0.102,0.007,0.274,5,551,0.001,0.004,0.063,0.014
2.735,0.995,0.094,0.034,0.107,2,1065,0.324,4.844,0.063,0.023
2.009,0.705,0.111,0.032,0.064,5,500,0.239,0.255,0.063,0.031
1.392,0.483,0.055,0.021,0.129,2,631,0.0,0.867,0.063,0.021
3.294,1.098,0.194,0.058,0.064,7,560,0.001,9.697,0.063,0.026
5.039,1.564,0.293,0.112,0.196,6,1022,0.238,0.22,0.062,0.01
11.032,3.877,0.664,0.201,0.041,6,1870,1.455,0.062,0.062,0.015
10.258,3.655,0.788,0.278,0.216,9,1421,0.05,0.0,0.062,0.015
5.066,1.702,0.315,0.117,0.071,9,534,0.085,0.826,0.062,0.019
9.097,3.076,0.453,0.156,0.064,9,1972,3.916,0.012,0.062,0.018
2.129,0.248,0.07,0.004,0.256,2,1128,0.042,54.12,0.062,0.036
4.796,1.554,0.314,0.086,0.072,8,750,0.0,0.007,0.062,0.018
2.875,0.995,0.095,0.03,0.231,2,1320,1.775,42.966,0.062,0.036
2.016,0.026,0.108,0.007,0.26,5,587,0.043,27.598,0.062,0.013
2.386,0.755,0.133,0.055,0.076,5,584,0.798,0.006,0.062,0.02
7.777,0.137,0.556,0.04,0.047,7,1601,0.359,0.001,0.062,0.014
3.919,1.306,0.114,0.033,0.27,8,1849,6.298,0.037,0.062,0.024
3.319,1.061,0.191,0.077,0.084,6,676,0.14,11.682,0.062,0.024
15.193,4.511,1.058,0.342,0.033,8,1992,0.983,0.002,0.062,0.014
1.708,0.03,0.062,0.004,0.083,2,970,0.004,0.022,0.062,0.02
4.397,1.367,0.208,0.056,0.093,7,801,7.508,3.487,0.062,0.026
4.841,1.665,0.238,0.082,0.044,4,1369,0.002,0.007,0.061,0.037
3.968,1.368,0.228,0.07,0.048,7,643,0.587,0.168,0.061,0.018
4.361,0.069,0.27,0.017,0.072,9,629,0.261,0.0,0.061,0.019
5.313,1.063,0.353,0.118,0.288,7,912,0.437,3.147,0.061,0.015
7.51,2.353,0.478,0.169,0.03,8,1078,0.0,0.0,0.061,0.015
4.298,0.046,0.23,0.017,0.022,5,1243,6.786,0.068,0.061,0.018
2.275,0.036,0.126,0.008,0.034,5,692,0.0,0.005,0.061,0.023
2.657,0.041,0.133,0.009,0.248,6,556,4.944,69.53,0.061,0.01
5.283,0.08,0.292,0.017,0.031,6,1163,6.149,0.03,0.06,0.019
1.589,0.027,0.065,0.005,0.299,7,565,6.639,0.523,0.06,0.019
2.723,0.027,0.144,0.009,0.082,4,1073,0.067,0.0,0.06,0.021
10.584,0.369,0.725,0.055,0.066,9,1966,0.508,0.039,0.06,0.016
4.717,0.079,0.319,0.018,0.081,8,876,0.087,0.002,0.06,0.017
2.355,0.033,0.131,0.008,0.268,6,561,0.249,0.0,0.06,0.016
2.432,0.769,0.138,0.057,0.128,5,615,0.002,49.641,0.06,0.02
5.157,1.42,0.321,0.088,0.065,8,722,0.441,0.666,0.06,0.012
8.409,2.686,0.639,0.166,0.076,9,1172,0.162,0.001,0.06,0.017
3.04,0.076,0.09,0.008,0.175,4,1806,6.496,0.031,0.06,0.008
4.719,0.066,0.278,0.02,0.027,5,1516,0.001,0.004,0.06,0.023
4.424,1.582,0.16,0.063,0.277,5,1551,2.958,0.002,0.059,0.004
2.356,0.027,0.118,0.008,0.123,4,893,0.006,93.501,0.059,0.034
4.518,0.085,0.237,0.015,0.02,4,1773,0.424,0.048,0.059,0.027
2.833,0.068,0.096,0.006,0.16,2,1593,3.494,30.362,0.059,0.036
2.408,0.072,0.072,0.007,0.283,7,1323,7.74,1.254,0.059,0.027
2.865,0.056,0.076,0.006,0.232,2,1823,9.534,0.012,0.059,0.035
6.821,2.198,0.431,0.143,0.058,6,1326,0.0,0.057,0.059,0.009
5.143,0.346,0.272,0.03,0.038,6,1335,9.019,0.564,0.059,0.024
3.774,1.266,0.122,0.033,0.286,9,1430,6.007,7.647,0.059,0.019
3.73,0.118,0.197,0.013,0.025,5,1069,8.941,0.0,0.059,0.02
4.144,0.047,0.251,0.017,0.205,7,816,0.159,10.303,0.059,0.011
3.547,1.278,0.091,0.029,0.278,6,1862,7.923,0.543,0.059,0.018
1.697,0.032,0.057,0.006,0.169,4,884,10.62,0.001,0.059,0.003
