Precision,Recall,Thresholds
0.3159350869224099,1.0,0.011032384604278578
0.31594161005925714,1.0,0.0120536696408996
0.31594813346547734,1.0,0.012642094043364915
0.31595465714108734,1.0,0.01303385522762257
0.31596118108610366,1.0,0.013153500227421233
0.3159677053005431,1.0,0.013415249015093944
0.31597422978442224,1.0,0.014047171339797493
0.31598075453775787,1.0,0.022235856631483086
0.31598727956056666,1.0,0.02294821461176877
0.31599380485286527,1.0,0.027741637187440382
0.3160003304146704,1.0,0.02881668967179607
0.3160068562459988,1.0,0.03329618805443946
0.3160133823468671,1.0,0.034263175353814956
0.3160199087172921,1.0,0.03770472886235432
0.31602643535729036,1.0,0.03780870696222716
0.3160329622668787,1.0,0.03931777504790257
0.3160394894460738,1.0,0.03953660916949642
0.3160460168948923,1.0,0.041402564197342784
0.31605254461335097,1.0,0.04143595156042312
0.3160590726014665,1.0,0.041469324402398144
0.3160656008592556,1.0,0.04161503415268486
0.31607212938673496,1.0,0.041643342569237185
0.31607865818392133,1.0,0.041826593491408715
0.3160851872508314,1.0,0.04297873560777832
0.3160917165874819,1.0,0.04309874059661012
0.31609824619388954,1.0,0.0447984152858808
0.31610477607007104,1.0,0.0483855796451339
0.3161113062160431,1.0,0.0498919626991462
0.3161178366318225,1.0,0.0519099441216343
0.3161243673174259,1.0,0.05220457139014467
0.31611023882323774,0.9999346490654817,0.05254004435996973
0.31611676962171764,0.9999346490654817,0.054274836063594956
0.3161233006900541,0.9999346490654817,0.05447747552410609
0.3161298320282639,0.9999346490654817,0.054794597074819484
0.31613636363636366,0.9999346490654817,0.05542887323965329
0.31614289551437014,0.9999346490654817,0.05787583287221265
0.3161494276623001,0.9999346490654817,0.059279743910187976
0.3161559600801703,0.9999346490654817,0.06098382226395793
0.3161418299032978,0.9998692981309633,0.062171148036963775
0.31614836243413574,0.9998692981309633,0.06454766537452639
0.3161548952349465,0.9998692981309633,0.06473360730372157
0.3161614283057467,0.9998692981309633,0.06480349348982917
0.31616796164655314,0.9998692981309633,0.06566129233606766
0.31617449525738256,0.9998692981309633,0.0673699591085013
0.3161810291382517,0.9998692981309633,0.06747555351426426
0.3161875632891773,0.9998692981309633,0.0676691233217066
0.3161940977101761,0.9998692981309633,0.06797308165967009
0.3162006324012648,0.9998692981309633,0.06836792614745602
