False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
2.1757577076216794e-05,0.0,0.9998752382802808
0.0014142425099540916,0.0,0.8455448681421123
0.0014142425099540916,0.0004043671653861706,0.8391089130306255
0.0015447879724113922,0.0004043671653861706,0.8133142017195512
0.0015447879724113922,0.0008087343307723412,0.8077982450711328
0.0018058788973259938,0.0008087343307723412,0.7774704786951205
0.0018058788973259938,0.0016174686615446825,0.7743829613581724
0.0019364243597832945,0.0016174686615446825,0.7681341187216939
0.0019364243597832945,0.0020218358269308533,0.7678825558236838
0.001979939513935728,0.0020218358269308533,0.766191780861467
0.001979939513935728,0.0028305701577031944,0.7642679763304626
0.0020016970910119447,0.0028305701577031944,0.7636743598702312
0.0020016970910119447,0.004448038819247877,0.7624095859672361
0.0020234546680881617,0.004448038819247877,0.7619196669516269
0.0020234546680881617,0.005661140315406389,0.7596348803642363
0.0020452122451643786,0.005661140315406389,0.7595249293286164
0.0020452122451643786,0.00646987464617873,0.7585449919065697
0.0021540001305454626,0.00646987464617873,0.7546033967448237
0.0021540001305454626,0.006874241811564901,0.7540948262814088
0.002175757707621679,0.006874241811564901,0.7537318332436268
0.002175757707621679,0.007278608976951072,0.753659946705817
0.002328060747155197,0.007278608976951072,0.7497938659374761
0.002328060747155197,0.008087343307723413,0.7494254229688528
0.002523878940841148,0.008087343307723413,0.7473043350538542
0.002523878940841148,0.008896077638495753,0.7463261942034141
0.0026979395574508822,0.008896077638495753,0.7449807169704259
0.0026979395574508822,0.009300444803881924,0.744821772451592
0.002719697134527099,0.009300444803881924,0.7448104722334336
0.002719697134527099,0.010109179134654266,0.744595340847032
0.0027414547116033157,0.010109179134654266,0.7442263423647089
0.0027414547116033157,0.010513546300040437,0.743792164152041
0.0030895759448227845,0.010513546300040437,0.739685404581941
0.0030895759448227845,0.010917913465426607,0.7393391629255768
0.0031113335218990014,0.010917913465426607,0.7391838603468242
0.0031113335218990014,0.011322280630812778,0.7388524468696112
0.0032201214072800854,0.011322280630812778,0.7380434982251981
0.0032201214072800854,0.011726647796198949,0.7379727848937518
0.003241878984356302,0.011726647796198949,0.7378381760602268
0.003241878984356302,0.01213101496158512,0.737827421758304
0.0034376971780422532,0.01213101496158512,0.7367543244377968
0.0034376971780422532,0.01293974929235746,0.7363087322582014
0.0035029699092709037,0.01293974929235746,0.735982978426938
0.0035029699092709037,0.01334411645774363,0.7359437996688725
0.003568242640499554,0.01334411645774363,0.7357915753970203
0.003568242640499554,0.014557217953902144,0.735280790965944
0.0035900002175757706,0.014557217953902144,0.7352405527712623
0.0035900002175757706,0.014961585119288313,0.7351255203294274
0.003655272948804421,0.014961585119288313,0.7348195294379147
0.003655272948804421,0.015365952284674484,0.7347388538865903
0.003785818411261722,0.015365952284674484,0.7336225017192398
0.003785818411261722,0.015770319450060657,0.7334283350103712
0.0038075759883379385,0.015770319450060657,0.7330440545264173
0.0038075759883379385,0.016174686615446826,0.732951760236493
0.003872848719566589,0.016174686615446826,0.7328068404124597
0.003872848719566589,0.017792155276991507,0.7322987305012049
0.004025151759100107,0.017792155276991507,0.7313747878325524
0.004025151759100107,0.01819652244237768,0.7310882507239586
0.004046909336176323,0.01819652244237768,0.7310654144445181
0.004046909336176323,0.01900525677315002,0.7310065473846481
0.004177454798633624,0.01900525677315002,0.7303215659273614
0.004177454798633624,0.01981399110392236,0.7299308641161535
0.004199212375709841,0.01981399110392236,0.7298979599236856
0.004199212375709841,0.020218358269308533,0.7297565833248556
0.004220969952786058,0.020218358269308533,0.7297258337106414
0.004220969952786058,0.021027092600080875,0.7296635682508129
0.004351515415243358,0.021027092600080875,0.7286854032438266
0.004351515415243358,0.021431459765467044,0.7285124885291663
0.004416788146472009,0.021431459765467044,0.7278733918368093
0.004416788146472009,0.021835826930853213,0.727688015625754
0.004525576031853093,0.021835826930853213,0.7269920286817686
0.004525576031853093,0.022644561261625555,0.7268579479084895
0.004569091186005526,0.022644561261625555,0.7266627352975111
0.004569091186005526,0.023048928427011728,0.726340274270272
0.0046343639172341765,0.023048928427011728,0.7256921504738578
0.0046343639172341765,0.023453295592397897,0.7256079297872342
0.004764909379691477,0.023453295592397897,0.7247162540922685
0.004764909379691477,0.023857662757784066,0.7245893359242197
0.004851939687996344,0.023857662757784066,0.7241619060918634
0.004851939687996344,0.02507076425394258,0.7240432569409602
0.004873697265072562,0.02507076425394258,0.7239719639781923
0.004873697265072562,0.02587949858471492,0.7239367670405681
0.005330606383673114,0.02587949858471492,0.7215620261255544
0.005330606383673114,0.026283865750101092,0.721460296876894
0.005439394269054198,0.026283865750101092,0.7206909310804911
0.005439394269054198,0.02668823291548726,0.7206115310405095
0.005613454885663932,0.02668823291548726,0.7200859643012066
0.005613454885663932,0.027092600080873434,0.7200269556031604
0.005787515502273667,0.027092600080873434,0.7189643101015258
0.005787515502273667,0.027496967246259604,0.7189581469146156
0.006092121581340702,0.027496967246259604,0.7178803082062477
0.006092121581340702,0.027901334411645773,0.7178671550215857
0.006135636735493136,0.027901334411645773,0.7177049075732738
0.006135636735493136,0.029518803073190457,0.7175001991582683
0.006244424620874219,0.029518803073190457,0.7172196549787655
0.006244424620874219,0.029923170238576626,0.7172111092737603
0.006396727660407737,0.029923170238576626,0.7168492792607178
0.006396727660407737,0.0303275374039628,0.7168263210386226
0.006440242814560171,0.0303275374039628,0.7166143789693893
0.006440242814560171,0.030731904569348968,0.7164980431421252
0.006483757968712604,0.030731904569348968,0.7162671305829635
0.006483757968712604,0.031540638900121314,0.7162328118359023
0.006505515545788821,0.031540638900121314,0.7162189544625441
0.006505515545788821,0.03194500606550748,0.716206188470035
0.006527273122865038,0.03194500606550748,0.716193271515251
0.006527273122865038,0.03234937323089365,0.7161824554293844
0.006570788277017472,0.03234937323089365,0.7159226895426226
0.006570788277017472,0.032753740396279825,0.7158299405134957
0.0067013337394747725,0.032753740396279825,0.715081308038737
0.0067013337394747725,0.03315810756166599,0.7150781800867267
0.006984182241465591,0.03315810756166599,0.7139213724377118
0.006984182241465591,0.03356247472705216,0.713915135797099
0.00704945497269424,0.03356247472705216,0.7137419344301601
0.00704945497269424,0.033966841892438336,0.7136562616985431
0.007158242858075325,0.033966841892438336,0.7133159353213165
0.007158242858075325,0.0343712090578245,0.7131682369614277
0.007245273166380192,0.0343712090578245,0.7129891376398951
0.007245273166380192,0.034775576223210675,0.712957293468092
0.007267030743456409,0.034775576223210675,0.7129523147756496
0.007267030743456409,0.03558431055398301,0.7126547376771564
0.007288788320532626,0.03558431055398301,0.7126204744720599
0.007288788320532626,0.035988677719369186,0.7125451710908359
0.007397576205913709,0.035988677719369186,0.7120959979867137
0.007397576205913709,0.03639304488475536,0.712087306263348
0.007919758055742913,0.03639304488475536,0.7102245383759693
0.007919758055742913,0.03679741205014153,0.710221160171719
0.00807206109527643,0.03679741205014153,0.7096304778280647
0.00807206109527643,0.03760614638091387,0.709569761344294
0.00848545505972455,0.03760614638091387,0.7074230111320965
0.00848545505972455,0.03801051354630004,0.7073905542072076
0.008833576292944017,0.03801051354630004,0.7059786022482208
0.008833576292944017,0.03841488071168621,0.7058494410936224
0.009007636909553753,0.03841488071168621,0.7053789603211662
0.009007636909553753,0.03881924787707238,0.7053108187528208
0.009029394486629969,0.03881924787707238,0.7052822039506373
0.009029394486629969,0.039223615042458554,0.7052282777719983
0.009246970257392137,0.039223615042458554,0.704714944004523
0.009246970257392137,0.04003234937323089,0.7045460655854274
0.00935575814277322,0.04003234937323089,0.7043273795958566
0.00935575814277322,0.040436716538617065,0.704284489713346
0.009921455146754857,0.040436716538617065,0.7028326875751449
0.009921455146754857,0.04084108370400324,0.7028297827999576
0.010030243032135941,0.04084108370400324,0.7024316171107094
0.010030243032135941,0.041649818034775576,0.7023353039175967
0.010117273340440809,0.041649818034775576,0.7022338519431435
0.010117273340440809,0.04205418520016175,0.7021503149432365
0.010269576379974325,0.04205418520016175,0.7016551441321764
0.010269576379974325,0.042458552365547915,0.7016130870911936
0.010443636996584061,0.042458552365547915,0.7009682694872328
0.010443636996584061,0.04286291953093409,0.7009271484556991
0.010574182459041362,0.04286291953093409,0.7006370479366453
0.010574182459041362,0.04326728669632026,0.7006282912574704
